element_id	element_type	length	n_cds_called	has_relaxase	relaxase_families	mpf_classes	n_mpf_classes	n_fa_fata_profiles	exclusion_family_hit	phylum	genus
NZ_CP028584_2945066..3036562	NA	91497	96	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP028584_5567129..5674073	ICE	106945	121	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP028720_1007276..1071411	ICE	64136	55	1	profile_MOBT	MPF_FA	1	7		Firmicutes	Enterococcus
NZ_CP028720_1468752..1549932	NA	81181	91	1	T4SS_MOBC,profile_MOBT	MPF_FA	1	4		Firmicutes	Enterococcus
NZ_CP028724_1519377..1584515	ICE	65139	64	1	profile_MOBT	MPF_FA	1	8		Firmicutes	Enterococcus
NZ_CP028730_1301982..1327262	IME	25281	22	1	T4SS_MOBC	none	0	0		Proteobacteria	Shewanella
NZ_CP028730_2208714..2235163	IME	26450	22	1	T4SS_MOBC	none	0	0		Proteobacteria	Shewanella
NZ_CP028783_741507..796450	NA	54944	64	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP028797_744852..812972	NA	68121	77	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP028806_740844..797093	NA	56250	67	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP028813_1300663..1362556	ICE	61894	61	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Edwardsiella
NZ_CP028833_905901..916252	IME	10352	12	1	T4SS_MOBV	none	0	0		Actinobacteriota	Trueperella
NZ_CP028834_2436567..2442728	NA	6162	10	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP028834_4001590..4013309	NA	11720	15	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP028834_4460161..4468433	NA	8273	9	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP028834_5385470..5391199	NA	5730	9	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP028848_5164794..5276868	ICE	112075	128	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP028894_1148429..1443718	ICE	295290	265	1	T4SS_MOBP1,profile_MOBT	none	0	2		Proteobacteria	Vibrio
NZ_CP028899_1077876..1097141	IME	19266	22	1	T4SS_MOBQ	none	0	0		Proteobacteria	Stenotrophomonas
NZ_CP028899_2249832..2344389	ICE	94558	96	1	profile_MOBT	none	0	0		Proteobacteria	Stenotrophomonas
NZ_CP028899_2990830..3007606	IME	16777	19	1	T4SS_MOBQ	none	0	0		Proteobacteria	Stenotrophomonas
NZ_CP028899_4424106..4532508	ICE	108403	105	1	T4SS_MOBP1	MPF_T	1	0	Eex_IncN	Proteobacteria	Stenotrophomonas
NZ_CP028900_1939732..1976271	IME	36540	40	1	T4SS_MOBQ	none	0	0		Proteobacteria	Salmonella
NZ_CP028900_4312680..4321637	NA	8958	12	1	T4SS_MOBP1	none	0	0		Proteobacteria	Salmonella
NZ_CP028913_2498267..2516377	IME	18111	12	1	profile_MOBF	none	0	0		Actinobacteriota	Agromyces
NZ_CP028917_1699886..1790283	ICE	90398	105	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP028917_4336229..4433554	ICE	97326	104	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP028917_4892404..4951774	NA	59371	69	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP028950_490831..500430	NA	9600	10	1	T4SS_MOBQ	none	0	0		Proteobacteria	Enterobacter
NZ_CP028956_343523..346601	NA	3079	3	1	T4SS_MOBH	none	0	0		Proteobacteria	Morganella
NZ_CP028963_2216263..2295011	NA	78749	71	1	T4SS_MOBP1	none	0	0		Proteobacteria	Burkholderia
NZ_CP028963_3001551..3007446	NA	5896	7	1	T4SS_MOBP1,profile_MOBT	none	0	0		Proteobacteria	Burkholderia
NZ_CP028974_530004..610181	ICE	80178	89	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Cronobacter
NZ_CP028990_5106314..5129335	NA	23022	25	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP028994_3902238..3930405	IME	28168	33	1	T4SS_MOBQ	none	0	0		Proteobacteria	Klebsiella
NZ_CP028994_5226674..5284721	NA	58048	67	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP029002_3020943..3071265	IME	50323	37	0	NA	none	0	0		Firmicutes	Solibacillus
NZ_CP029041_1189649..1430424	ICE	240776	234	1	T4SS_MOBP1	none	0	1		Proteobacteria	Salmonella
NZ_CP029041_4332006..4421664	NA	89659	95	1	T4SS_MOBH	MPF_F	1	1		Proteobacteria	Salmonella
NZ_CP029042_2676163..2685469	NA	9307	9	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029042_4453031..4483524	NA	30494	30	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029042_5016164..5034692	NA	18529	20	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029042_7301079..7310570	NA	9492	9	0	NA	none	0	1		Actinobacteriota	Streptomyces
NZ_CP029043_3660786..3675181	NA	14396	14	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029043_3932302..3939179	NA	6878	10	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029043_4076731..4091350	NA	14620	17	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029043_4397797..4427299	AICE	29503	25	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029043_5095506..5114003	NA	18498	18	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029049_2028644..2185651	NA	157008	147	1	profile_MOBT	none	0	0		Actinobacteriota	Miniimonas
NZ_CP029049_588010..613224	IME	25215	20	1	profile_MOBF	none	0	0		Actinobacteriota	Miniimonas
NZ_CP029057_4567346..4631858	NA	64513	79	1	T4SS_MOBP1	none	0	0		Proteobacteria	Escherichia
NZ_CP029066_2366610..2398604	NA	31995	35	1	T4SS_MOBP1	none	0	0		Firmicutes	Enterococcus_B
NZ_CP029070_3972880..4036704	NA	63825	76	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Bacillus
NZ_CP029072_3983318..3988799	NA	5482	6	0	NA	none	0	0		Actinobacteriota	Mycobacterium
NZ_CP029088_2989728..3432487	ICE	442760	344	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0	Eex_IncN	Proteobacteria	Pseudomonas
NZ_CP029088_5361637..5424863	ICE	63227	64	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029088_5757738..5841631	ICE	83894	103	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029089_2549949..2650054	ICE	100106	111	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029089_6693279..6782711	ICE	89433	106	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029090_1184062..1271687	NA	87626	76	1	T4SS_MOBP1	MPF_T	1	0		Proteobacteria	Pseudomonas
NZ_CP029090_1922187..2000866	NA	78680	81	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029090_3094613..3179438	ICE	84826	86	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029090_4163026..4251884	ICE	88859	91	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029090_4891592..4986069	ICE	94478	123	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029090_7149021..7163963	NA	14943	28	0	NA	none	0	0		Proteobacteria	Pseudomonas
NZ_CP029093_5326271..5392161	ICE	65891	67	1	T4SS_MOBP1	MPF_T	1	0	Eex_IncN	Proteobacteria	Pseudomonas
NZ_CP029097_1479588..1567435	ICE	87848	115	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029097_6637149..6765319	NA	128171	136	1	T4SS_MOBP1	MPF_T	1	0	Eex_IncN	Proteobacteria	Pseudomonas
NZ_CP029099_1875258..1902743	IME	27486	29	1	T4SS_MOBQ	none	0	0		Proteobacteria	Klebsiella
NZ_CP029128_1843582..1859710	NA	16129	17	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP029133_10416..23721	NA	13306	10	1	T4SS_MOBQ,profile_MOBF	none	0	0		Proteobacteria	Proteus
NZ_CP029133_2419871..2489836	NA	69966	69	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Proteus
NZ_CP029141_4124123..4131708	NA	7586	11	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP029141_4866980..4893913	NA	26934	25	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP029145_846159..1370895	ICE	524737	478	1	T4SS_MOBP1	none	0	1		Bacteroidota	Hymenobacter
NZ_CP029149_237981..284992	NA	47012	50	1	T4SS_MOBP1	none	0	1		Bacteroidota	Bergeyella_A
NZ_CP029151_1378105..1404902	NA	26798	24	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Bacteroidota	Dokdonia
NZ_CP029151_3428982..3512073	ICE	83092	61	1	T4SS_MOBB	none	0	0		Bacteroidota	Dokdonia
NZ_CP029152_397164..603512	ICE	206349	189	1	T4SS_MOBP1,T4SS_MOBQ,profile_MOBT	MPF_FA	1	15		Firmicutes_A	Clostridioides
NZ_CP029154_397152..573550	ICE	176399	158	1	T4SS_MOBP1,profile_MOBT	MPF_FA	1	15		Firmicutes_A	Clostridioides
NZ_CP029159_1751075..1797173	NA	46099	51	1	T4SS_MOBP1	none	0	1		Actinobacteriota	Streptomyces
NZ_CP029159_2395476..2423461	NA	27986	25	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029159_3332669..3348087	NA	15419	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029159_3712213..3734071	NA	21859	15	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029159_3803034..3832229	IME	29196	23	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029159_4313283..4328451	NA	15169	19	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029159_4655963..4663309	NA	7347	8	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029166_386520..491253	ICE	104734	121	1	profile_MOBT	MPF_FA	1	8		Firmicutes	Staphylococcus
NZ_CP029172_36676..68646	IME	31971	38	1	T4SS_MOBV	none	0	0		Firmicutes	Staphylococcus
NZ_CP029176_1491907..1539177	NA	47271	48	1	T4SS_MOBQ	none	0	0		Proteobacteria	Acidibrevibacterium
NZ_CP029176_2655759..2759434	ICE	103676	112	1	T4SS_MOBQ	none	0	0		Proteobacteria	Acidibrevibacterium
NZ_CP029176_474393..607653	ICE	133261	141	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0		Proteobacteria	Acidibrevibacterium
NZ_CP029185_1415160..1476850	NA	61691	47	0	NA	none	0	0		Proteobacteria	Limnobaculum
NZ_CP029186_3169707..3221251	NA	51545	52	1	T4SS_MOBP1	none	0	0		Bacteroidota	Flavobacterium
NZ_CP029188_1318308..1343696	AICE	25389	30	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029188_3165844..3181970	AICE	16127	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029188_3658635..3672515	NA	13881	17	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029188_5056476..5081559	NA	25084	22	1	profile_MOBF	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029188_5344441..5354267	NA	9827	10	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029188_7137485..7157924	NA	20440	28	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029189_3646237..3651612	NA	5376	5	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029189_6979381..7004902	NA	25522	29	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029191_3930020..3944556	NA	14537	18	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029191_4428957..4444137	NA	15181	19	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029191_5511594..5524346	NA	12753	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029192_2595483..2622749	NA	27267	30	0	NA	none	0	1		Actinobacteriota	Streptomyces
NZ_CP029192_2984196..3004826	NA	20631	24	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029192_4339280..4349971	NA	10692	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029192_4626324..4636664	NA	10341	14	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029193_3762580..3781089	NA	18510	21	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029193_4439556..4477919	IME	38364	32	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029194_3573762..3589663	NA	15902	20	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029194_3966779..3978049	NA	11271	17	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029194_4208849..4222771	NA	13923	17	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029194_4579113..4586652	NA	7540	6	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029194_4725687..4752034	IME	26348	21	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029194_5023126..5038487	AICE	15362	25	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029194_7390153..7397812	NA	7660	7	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029195_3701929..3717249	NA	15321	25	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029196_3439552..3453252	NA	13701	19	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029196_4200135..4205778	NA	5644	8	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029197_2130701..2148310	NA	17610	20	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029197_2694062..2710177	NA	16116	18	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029197_4316743..4345090	NA	28348	35	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029198_434495..517490	ICE	82996	90	1	profile_MOBT	MPF_FA	1	8		Firmicutes	Staphylococcus
NZ_CP029210_1713480..1947501	ICE	234022	216	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Aquabacterium
NZ_CP029231_2655620..2766982	NA	111363	104	1	T4SS_MOBP1	none	0	0		Proteobacteria	Sinorhizobium
NZ_CP029241_606570..617874	NA	11305	15	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029241_7665331..7683441	NA	18111	24	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029254_3228902..3234938	NA	6037	9	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029254_4461812..4479309	AICE	17498	19	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029255_2476291..2562374	IME	86084	77	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Bacteroidota	Flavobacterium
NZ_CP029255_4572266..4644576	NA	72311	61	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Bacteroidota	Flavobacterium
NZ_CP029256_1206574..1329347	ICE	122774	117	1	T4SS_MOBP1,profile_MOBT	MPF_FA	1	7		Firmicutes_A	Christensenella
NZ_CP029256_127713..194685	NA	66973	72	1	profile_MOBT	none	0	0		Firmicutes_A	Christensenella
NZ_CP029256_1836836..1952259	NA	115424	109	1	T4SS_MOBP1,T4SS_MOBV,profile_MOBT	MPF_FA	1	6		Firmicutes_A	Christensenella
NZ_CP029256_2311826..2321902	NA	10077	13	1	T4SS_MOBP1	none	0	0		Firmicutes_A	Christensenella
NZ_CP029263_1848187..1891379	IME	43193	42	1	T4SS_MOBQ	none	0	0		Proteobacteria	Xanthomonas
NZ_CP029332_3338454..3375373	NA	36920	35	0	NA	none	0	1		Actinobacteriota	Mycobacterium
NZ_CP029335_2269877..2303273	IME	33397	27	1	T4SS_MOBQ	none	0	0		Proteobacteria	Sphingobium
NZ_CP029335_3748980..4176014	NA	427035	395	1	profile_MOBF	MPF_T	1	1		Proteobacteria	Sphingobium
NZ_CP029338_3705767..3718953	NA	13187	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029342_3027093..3034654	NA	7562	7	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029342_4052283..4066766	NA	14484	17	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029342_636411..663307	NA	26897	30	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029352_297582..353744	IME	56163	55	1	T4SS_MOBQ	none	0	0		Proteobacteria	Azospirillum
NZ_CP029355_30250..77317	NA	47068	50	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0		Proteobacteria	Azospirillum
NZ_CP029361_3289631..3304433	NA	14803	19	1	profile_MOBT	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029361_3418422..3459293	NA	40872	40	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029384_746731..802872	NA	56142	64	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP029388_1587852..1649621	ICE	61770	48	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_CP029398_919816..1037467	ICE	117652	120	1	T4SS_MOBP1,T4SS_MOBV,profile_MOBT	MPF_FA	1	14		Firmicutes	Streptococcus
NZ_CP029449_1355947..1450153	NA	94207	95	1	T4SS_MOBP1	MPF_T	1	0		Proteobacteria	Serratia
NZ_CP029449_4601120..4630116	IME	28997	32	1	T4SS_MOBQ	none	0	0		Proteobacteria	Serratia
NZ_CP029462_205509..274679	ICE	69171	66	1	T4SS_MOBP1,T4SS_MOBQ,profile_MOBT	MPF_T	1	0		Firmicutes_C	Megasphaera
NZ_CP029463_1092175..1135225	NA	43051	48	1	T4SS_MOBP1,profile_MOBT	none	0	1		Bacteroidota	Flavobacterium
NZ_CP029464_3384015..3414909	NA	30895	36	1	profile_MOBT	MPF_FA	1	7		Firmicutes	Bacillus
NZ_CP029465_524546..551524	NA	26979	34	1	profile_MOBT	MPF_FA	1	8	DUF4467	Firmicutes	Bacillus
NZ_CP029466_567770..604594	NA	36825	42	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Bacillus
NZ_CP029477_1296185..1324740	NA	28556	25	1	T4SS_MOBH	none	0	0		Firmicutes	Lactobacillus
NZ_CP029487_3364841..3386692	NA	21852	29	1	T4SS_MOBP1	none	0	1		Firmicutes_A	Eubacterium
NZ_CP029536_500825..533668	ICE	32844	35	1	profile_MOBT	MPF_FA	1	7		Firmicutes	Lacticaseibacillus
NZ_CP029541_5132292..5148877	NA	16586	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029541_5737847..5753680	NA	15834	21	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029541_7474037..7481057	NA	7021	7	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029561_952875..973204	ICE	20330	22	1	profile_MOBM,profile_MOBT	MPF_FA	1	8		Firmicutes	Streptococcus
NZ_CP029574_1518833..1548541	NA	29709	25	1	T4SS_MOBH	none	0	0		Proteobacteria	Escherichia
NZ_CP029601_3375401..3449988	NA	74588	78	1	T4SS_MOBP1	none	0	1		Actinobacteriota	Streptomyces
NZ_CP029601_4670907..4685628	NA	14722	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029601_5177820..5227342	NA	49523	40	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029603_11789..41068	NA	29280	28	1	T4SS_MOBP1,profile_MOBT	none	0	0		Proteobacteria	Bradyrhizobium
NZ_CP029605_2724237..2841241	ICE	117005	116	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029605_5240396..5358802	ICE	118407	117	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029605_5752794..5854462	ICE	101669	118	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029607_2308812..2331556	NA	22745	31	0	NA	none	0	0		Actinobacteriota	Actinosynnema
NZ_CP029607_614495..624947	NA	10453	11	0	NA	none	0	0		Actinobacteriota	Actinosynnema
NZ_CP029612_1708804..1796161	ICE	87358	82	1	profile_MOBT	MPF_FA	1	8		Firmicutes	Enterococcus
NZ_CP029612_2656413..2726131	NA	69719	77	1	T4SS_MOBC,profile_MOBT	MPF_FA	1	3		Firmicutes	Enterococcus
NZ_CP029612_3001796..3054253	IME	52458	40	1	profile_MOBT	none	0	1		Firmicutes	Enterococcus
NZ_CP029615_2107287..2222759	NA	115473	117	1	T4SS_MOBP1,T4SS_MOBP2	none	0	2		Firmicutes	Limosilactobacillus
NZ_CP029617_3903440..3945629	NA	42190	63	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029617_4454393..4462590	NA	8198	11	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029618_4453705..4472709	NA	19005	23	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029627_835888..887244	ICE	51357	58	1	profile_MOBT	MPF_FA	1	5	DUF4467	Firmicutes	Staphylococcus
NZ_CP029642_2811392..2953495	ICE	142104	121	1	profile_MOBF	none	0	1		Actinobacteriota	Specibacter
NZ_CP029644_716044..757514	IME	41471	30	1	profile_MOBF	none	0	0		Actinobacteriota	Corynebacterium
NZ_CP029652_2181056..2240089	ICE	59034	72	1	profile_MOBT	MPF_FA	1	7	DUF4467	Firmicutes	Staphylococcus
NZ_CP029653_1263543..1506193	NA	242651	226	1	profile_MOBM,profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_CP029653_627093..718709	ICE	91617	93	1	profile_MOBF,profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_CP029675_407477..455941	ICE	48465	57	1	profile_MOBT	MPF_FA	1	8		Firmicutes	Staphylococcus
NZ_CP029689_267837..328129	ICE	60293	42	1	T4SS_MOBC	MPF_T	1	0		Proteobacteria	Klebsiella
NZ_CP029707_4153870..4238811	ICE	84942	104	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029707_623629..738604	NA	114976	96	1	T4SS_MOBP1	MPF_T	1	0		Proteobacteria	Pseudomonas
NZ_CP029710_8240185..8259523	NA	19339	19	1	profile_MOBF	none	0	0		Actinobacteriota	Nocardia
NZ_CP029722_3857256..3880271	NA	23016	25	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP029725_2030726..2123348	NA	92623	88	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Proteus
NZ_CP029727_2723941..2937960	ICE	214020	200	1	T4SS_MOBC	none	0	0	Eex_IncN	Proteobacteria	Citrobacter
NZ_CP029738_3997336..4078188	NA	80853	85	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP029741_1280329..1321805	IME	41477	45	1	T4SS_MOBH,profile_MOBM	none	0	0		Proteobacteria	Escherichia
NZ_CP029741_2980436..3010157	NA	29722	33	0	NA	none	0	0		Proteobacteria	Escherichia
NZ_CP029745_2363201..2408995	ICE	45795	49	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029745_2754600..2854705	ICE	100106	110	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029745_4637689..4726795	ICE	89107	103	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP029749_568728..670529	ICE	101802	101	1	profile_MOBT	MPF_FA	1	7		Firmicutes	Streptococcus
NZ_CP029751_438248..496566	ICE	58319	62	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_CP029753_2941124..2990475	IME	49352	44	1	T4SS_MOBQ	none	0	0		Verrucomicrobiota	Akkermansia
NZ_CP029760_1556149..1616538	NA	60390	49	1	T4SS_MOBP1	none	0	0		Bacteroidota	Riemerella
NZ_CP029760_880884..1070778	ICE	189895	205	1	T4SS_MOBP1	none	0	0		Bacteroidota	Riemerella
NZ_CP029772_2788787..2802741	NA	13955	22	0	NA	none	0	0		Proteobacteria	Pseudomonas_A
NZ_CP029773_1759416..1840791	NA	81376	87	1	T4SS_MOBC	none	0	0		Proteobacteria	Stenotrophomonas
NZ_CP029773_2272792..2351071	NA	78280	85	0	NA	none	0	0		Proteobacteria	Stenotrophomonas
NZ_CP029788_4011196..4024015	NA	12820	20	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029823_6655866..6664305	NA	8440	9	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029823_6781034..6796897	NA	15864	18	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP029826_644235..803849	ICE	159615	171	1	T4SS_MOBP1,T4SS_MOBV,profile_MOBT	MPF_T	1	0		Proteobacteria	Burkholderia
NZ_CP029846_4260673..4525933	ICE	265261	257	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029850_4261167..4526513	ICE	265347	257	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029852_2001441..2024022	IME	22582	21	1	T4SS_MOBQ	none	0	0		Proteobacteria	Salmonella
NZ_CP029852_4241787..4507046	ICE	265260	255	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029853_4193601..4458396	ICE	264796	255	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029855_4259367..4525403	ICE	266037	257	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029858_4260484..4525745	ICE	265262	258	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029861_4243156..4508415	ICE	265260	256	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029862_4273574..4538833	ICE	265260	255	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029873_4242288..4507462	ICE	265175	256	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029878_4242217..4507476	ICE	265260	256	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029880_4243391..4508480	ICE	265090	256	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029882_4232614..4497886	ICE	265273	253	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029890_4251085..4516254	ICE	265170	253	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029897_4357034..4622203	ICE	265170	253	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
NZ_CP029902_4263614..4528783	ICE	265170	253	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Salmonella
