element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C	phylum
NZ_CP029882_4232614..4497886	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029890_4251085..4516254	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029897_4357034..4622203	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029902_4263614..4528783	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029906_4234309..4499326	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029911_4242516..4507775	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029918_4221400..4503140	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029922_4241647..4506906	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029928_4259024..4524199	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029930_4241977..4507233	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029932_4242656..4507915	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029933_4242424..4507684	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029936_4242566..4507910	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029938_4181154..4446414	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029940_4244608..4509867	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029942_4244755..4509844	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029944_4242936..4508195	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029945_4244315..4510912	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029946_4243996..4509085	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029949_4242889..4508148	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029950_4280737..4546010	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029954_4243802..4509061	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029956_4259427..4524688	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029958_4242815..4508074	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP029983_4619072..4786602	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP029995_4167899..4237053	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP030007_4521009..4614991	1	0	0	0	1	17	0	0	Proteobacteria
NZ_CP030017_813014..928830	0	0	0	0	6	0	0	0	Firmicutes
NZ_CP030022_589552..672687	0	0	0	0	13	1	1	0	Firmicutes
NZ_CP030035_2564456..3061578	1	0	0	0	2	0	0	0	Bdellovibrionota
NZ_CP030036_2693484..2749740	3	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030036_818911..914199	0	0	0	0	0	0	1	0	Proteobacteria
NZ_CP030036_8263990..8528633	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP030038_1775040..1805673	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030041_2180551..2232454	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP030094_156571..295256	2	0	0	0	0	0	9	0	Bacteroidota
NZ_CP030094_1678105..1698687	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP030094_1751466..1821189	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP030095_828958..874733	1	0	0	0	0	0	5	0	Bacteroidota
NZ_CP030104_1966047..2073157	2	0	0	0	0	0	6	0	Bacteroidota
NZ_CP030104_3183237..3199750	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP030104_610021..747696	0	0	0	0	0	0	4	0	Bacteroidota
NZ_CP030111_1991079..2056710	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP030124_1750752..1874815	0	0	0	0	14	0	1	0	Firmicutes
NZ_CP030124_867492..1013558	0	0	0	0	12	0	0	0	Firmicutes
NZ_CP030125_1406760..1463244	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP030150_344778..351057	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP030172_1728573..1790738	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030180_4214397..4294185	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP030185_2238262..2572672	0	0	0	0	2	0	1	0	Proteobacteria
NZ_CP030211_3993417..4058454	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP030219_1030105..1064119	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030233_4499831..4522130	0	0	0	0	0	5	0	0	Proteobacteria
NZ_CP030280_1012479..1075830	0	0	0	0	0	0	1	0	Firmicutes_A
NZ_CP030280_2610941..2649556	0	0	0	4	0	0	0	0	Firmicutes_A
NZ_CP030288_752870..847893	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP030328_2817115..2952779	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP030328_6407..111863	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP030347_343931..455133	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP030352_1756097..1922582	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP030777_1904945..1917840	1	0	0	0	5	0	1	0	Firmicutes_A
NZ_CP030777_2858233..2870721	0	0	0	0	0	0	1	0	Firmicutes_A
NZ_CP030777_88799..138907	1	0	0	0	6	0	1	0	Firmicutes_A
NZ_CP030788_111436..296656	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030840_4866826..4944037	6	0	0	0	0	0	0	0	Acidobacteriota
NZ_CP030840_506063..526761	6	0	0	0	0	0	0	0	Acidobacteriota
NZ_CP030848_2088413..2112711	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP030861_4536891..4635175	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP030910_1166409..1272911	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP030910_792439..897979	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP030911_5555242..5641369	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP030912_4834779..4921886	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP030912_5115173..5196828	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030912_5610710..5696287	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP030912_5989358..6038538	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP030913_2454766..2494433	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030913_5051863..5147447	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP030913_5492151..5581179	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP030918_1736278..1782270	3	0	0	0	0	0	0	0	Proteobacteria
NZ_CP030932_1442441..1504949	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP030932_2342924..2367441	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP030932_757006..896886	0	0	0	7	1	0	1	0	Firmicutes
NZ_CP030936_2532493..2797766	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP030936_4411320..4733841	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP031003_1895477..1910170	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031027_2249693..2276285	0	0	0	4	0	0	0	0	Firmicutes
NZ_CP031027_522746..577363	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031058_2680676..2922692	5	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031058_3435462..3540795	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP031061_5074149..5162911	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP031088_379368..557315	0	0	0	0	0	0	1	0	Firmicutes
NZ_CP031092_2511412..2583864	0	0	0	1	1	0	0	0	Firmicutes
NZ_CP031115_2558911..2601315	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP031123_1704308..1924256	2	0	0	0	1	0	1	0	Proteobacteria
NZ_CP031140_2682912..2762119	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP031141_1100084..1160835	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP031145_3778022..3801089	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP031223_1723355..1791028	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031231_2945626..3002438	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031239_868852..924556	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP031246_1471615..1502090	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031363_675424..720976	3	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031422_1431803..1469187	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP031449_5597669..5708907	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP031477_308350..354843	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP031518_2652019..2755657	6	0	0	0	0	0	1	0	Spirochaetota
NZ_CP031555_4440087..4449478	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031556_1763097..1844146	2	0	0	6	1	0	0	0	Firmicutes
NZ_CP031557_2950790..2972775	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP031574_1542237..1656347	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP031606_1917394..2018342	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031606_2736915..2814869	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP031606_3163058..3386026	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP031619_810369..852490	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031623_562512..601945	1	0	0	2	2	0	0	0	Firmicutes
NZ_CP031625_766733..808854	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031626_725230..767351	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031627_725479..767607	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031629_1107304..1149425	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031632_726140..768261	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031634_726907..769028	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031635_744124..872618	1	0	0	0	12	0	0	0	Firmicutes
NZ_CP031638_767122..809243	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031639_726095..768216	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031640_1036852..1047993	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP031653_1760391..1963586	5	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031659_5260858..5365171	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP031660_5228262..5320455	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP031728_1932259..2000541	0	0	0	0	0	14	0	0	Proteobacteria
NZ_CP031756_2314617..2364328	0	0	0	0	0	9	0	0	Proteobacteria
NZ_CP031785_551628..649354	0	0	0	0	3	0	1	0	Firmicutes
NZ_CP031795_1818220..1876418	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031844_1963468..2008402	0	0	0	0	0	0	1	0	Proteobacteria
NZ_CP031848_3127317..3232973	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP031934_2160082..2219578	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP031965_4485431..4656447	0	0	0	0	0	0	3	0	Bacteroidota
NZ_CP032050_1583063..1936972	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP032050_2078614..2250022	0	0	0	0	0	0	3	0	Bacteroidota
NZ_CP032050_775732..827633	0	0	0	0	0	0	3	0	Bacteroidota
NZ_CP032056_847215..891983	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP032056_978840..991800	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP032057_875..212894	2	0	0	0	0	0	10	0	Bacteroidota
NZ_CP032084_4545768..4628049	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032090_488159..734531	0	0	0	0	0	0	1	0	Proteobacteria
NZ_CP032126_5086423..5194320	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP032153_1709776..1786307	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032153_3568738..3615250	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032153_624873..791032	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP032167_1396218..1438248	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032175_218847..277822	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032228_293466..415965	4	0	0	0	0	0	1	0	Proteobacteria
NZ_CP032257_1227760..1316873	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP032265_2970106..3048261	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP032279_1639055..1723741	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032295_616276..671908	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032296_1997270..2128171	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032312_757335..850021	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032329_302732..561677	0	0	1	0	0	3	1	0	Proteobacteria
NZ_CP032358_6353406..6469427	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP032382_3672213..3865960	1	0	0	0	1	0	7	0	Bacteroidota
NZ_CP032401_797896..923374	0	0	0	0	2	0	0	0	Firmicutes
NZ_CP032402_2123469..2131085	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP032444_4049724..4111748	0	0	0	0	0	13	0	0	Proteobacteria
NZ_CP032449_1501212..1551527	2	5	0	0	0	0	0	0	Proteobacteria
NZ_CP032456_854993..912965	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP032471_1597637..1636067	1	0	0	0	0	0	0	0	Campylobacterota
NZ_CP032487_3787208..3899629	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP032489_267297..301976	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP032509_141621..237820	8	0	0	0	1	0	1	0	Proteobacteria
NZ_CP032538_890874..958426	0	0	0	6	2	0	0	0	Firmicutes
NZ_CP032552_2391901..2469191	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP032552_5459604..5545649	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP032552_5699240..5725447	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP032569_3563655..3778157	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP032569_5058369..5152012	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP032620_207579..248195	0	0	0	3	1	0	0	0	Firmicutes
NZ_CP032620_820555..967849	0	0	0	3	1	0	1	0	Firmicutes
NZ_CP032627_1992267..2055590	0	0	0	2	1	0	0	0	Firmicutes
NZ_CP032631_1672806..1710726	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP032631_1754036..1811380	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP032631_1862882..1911082	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP032631_5463863..5614284	1	1	0	0	0	15	0	0	Proteobacteria
NZ_CP032665_725622..767743	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP032681_507225..602982	0	0	0	0	1	0	10	0	Bacteroidota
NZ_CP032698_4020333..4078254	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP032698_77863..123770	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP032699_1061757..1118169	0	0	0	6	3	0	0	0	Firmicutes
NZ_CP032700_733297..831695	1	0	0	4	8	0	0	0	Firmicutes
NZ_CP032739_1269199..1356862	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP032761_2529446..2612492	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP032761_3586976..3628267	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP032819_1297236..1348796	0	0	0	0	0	0	12	0	Bacteroidota
NZ_CP032819_1375548..1428239	1	0	0	0	0	0	7	0	Bacteroidota
NZ_CP032819_2523269..2673334	0	0	0	0	0	0	10	0	Bacteroidota
NZ_CP032833_440905..498547	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP032853_13793..20113	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP032855_3051572..3095280	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP032869_3949504..3964538	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP032871_1689937..1797268	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP032871_5384241..5527881	1	1	0	0	0	15	0	0	Proteobacteria
NZ_CP032898_1609558..1633879	1	0	0	0	0	0	0	0	Campylobacterota
NZ_CP032902_1023593..1115537	2	0	0	0	0	0	0	0	Campylobacterota
NZ_CP032903_1472182..1602194	6	0	0	0	0	0	1	0	Campylobacterota
NZ_CP032908_604978..702982	6	0	0	0	0	0	0	0	Campylobacterota
NZ_CP032909_1461008..1580438	6	0	0	0	1	0	0	0	Campylobacterota
NZ_CP032911_1289505..1369467	7	0	0	0	0	0	0	0	Campylobacterota
NZ_CP033032_1340555..1455519	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033040_1820621..1890408	1	0	0	0	0	10	0	0	Proteobacteria
NZ_CP033048_1445211..1519899	2	1	0	0	2	0	0	0	Firmicutes
NZ_CP033052_442100..511137	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP033070_3765328..3793649	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033104_1586424..1680337	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP033104_4479681..4597400	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP033105_5163522..5424040	1	11	0	0	1	0	0	0	Proteobacteria
NZ_CP033112_1500609..1604288	0	1	0	6	1	0	0	0	Firmicutes
NZ_CP033112_1929730..1976811	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP033114_1500925..1599588	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP033134_97875..272674	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033144_166085..253805	0	9	0	0	0	0	0	0	Proteobacteria
NZ_CP033158_1524833..1683651	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP033162_3425398..3468054	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033206_1805368..1893454	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP033206_2442736..2501532	1	0	0	0	0	0	0	0	Firmicutes
NZ_CP033206_275038..341099	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP033206_28974..105919	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP033206_540460..644251	1	0	0	1	9	0	0	0	Firmicutes
NZ_CP033214_425396..758551	0	0	0	1	7	0	2	0	Firmicutes_A
NZ_CP033216_3568509..3942567	2	0	0	1	6	0	1	0	Firmicutes_A
NZ_CP033230_1001018..1446032	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP033337_1166011..1181143	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP033367_7030028..7080585	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP033381_1398639..1502617	1	12	0	0	0	0	1	0	Proteobacteria
NZ_CP033381_625288..760499	1	12	0	0	0	0	0	0	Proteobacteria
NZ_CP033426_2269574..2323427	1	0	0	0	0	0	1	0	Firmicutes
NZ_CP033426_796133..837082	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP033439_4117549..4215832	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP033631_1945541..2037433	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033635_538954..618446	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP033684_2496477..2601813	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP033684_3411475..3805990	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033684_5063539..5238873	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033684_5295624..5386121	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP033684_5743498..5837210	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP033685_2388318..2466270	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP033686_2099194..2193861	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033706_253695..636915	0	0	0	0	0	1	0	0	Proteobacteria
NZ_CP033713_993017..1093464	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP033730_1786561..1973139	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033760_1094113..1195115	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP033762_1421393..1503519	0	0	1	0	1	0	0	0	Proteobacteria
NZ_CP033771_1097559..1144360	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033771_3332235..3423228	0	0	0	0	0	14	0	0	Proteobacteria
NZ_CP033771_3760425..3893524	0	0	0	0	0	9	0	0	Proteobacteria
NZ_CP033777_2510771..2575351	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033787_353447..381507	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP033795_1917047..1965354	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP033800_3717681..3802234	0	0	0	0	0	1	0	0	Proteobacteria
NZ_CP033800_4116351..4170033	0	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033808_857408..975801	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP033810_223906..426033	0	0	0	6	2	0	1	0	Firmicutes
NZ_CP033810_777011..795857	0	0	0	2	1	0	0	0	Firmicutes
NZ_CP033822_75064..141507	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP033824_3766427..3831452	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP033832_37920..127485	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP033832_4407881..4595074	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033833_2766175..2872038	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033835_1143865..1263717	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033835_1337211..1429410	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP033835_2186165..2281783	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP033843_4896581..4977265	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP033843_501134..580518	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP033843_6553267..6767411	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033865_1296688..1340541	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP033865_961155..1018490	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP033875_2671647..2813437	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP033905_702638..843729	1	0	0	0	5	0	0	0	Actinobacteriota
NZ_CP033912_2402779..2498587	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP033912_3620140..3726898	1	0	0	0	1	0	5	0	Bacteroidota
NZ_CP033914_1463258..1609846	0	0	0	0	0	0	10	0	Bacteroidota
NZ_CP033915_3938990..4045744	1	0	0	0	1	0	5	0	Bacteroidota
NZ_CP033917_3659651..3699074	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033918_4431465..4563936	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP033920_224309..251271	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033920_4579038..4634392	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033921_2604054..2659397	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033921_3708259..3735209	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033921_5029695..5064800	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033922_3447948..3702371	0	0	0	0	1	0	1	0	Bacteroidota
NZ_CP033922_5206570..5269985	0	0	0	0	0	0	9	0	Bacteroidota
NZ_CP033925_1457150..1469272	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033925_2276179..2478869	0	0	0	0	0	0	10	0	Bacteroidota
NZ_CP033926_1296021..1336556	0	0	0	0	0	0	7	0	Bacteroidota
NZ_CP033930_1416476..1809312	0	0	0	0	0	0	10	0	Bacteroidota
NZ_CP033932_218211..375844	0	0	0	0	0	0	9	0	Bacteroidota
NZ_CP033932_2565810..2696065	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP033933_1539852..1547590	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033933_2515767..2550213	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033933_77070..177228	1	0	0	0	1	0	7	0	Bacteroidota
NZ_CP033933_880348..921575	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP033934_3005785..3106425	0	0	0	0	0	0	10	0	Bacteroidota
NZ_CP033934_4825639..4862695	0	0	0	0	1	0	1	0	Bacteroidota
NZ_CP033936_396422..487217	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033954_745510..802428	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP033960_1910377..1969893	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP033960_794470..849411	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP034035_1316373..1360618	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP034035_2355160..2440749	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP034036_4086556..4177827	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP034039_747649..803897	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP034074_3971895..4020840	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP034077_1819752..1918788	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP034078_865150..907500	0	1	0	0	1	13	0	0	Proteobacteria
NZ_CP034091_3172359..3401945	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP034110_2370059..2406869	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP034123_1858261..1918695	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP034123_745498..802416	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP034147_1177511..1363289	6	0	0	0	0	0	0	0	Campylobacterota
NZ_CP034158_933015..939059	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP034159_2558113..2653529	1	0	0	0	1	0	5	0	Bacteroidota
NZ_CP034160_1176601..1183479	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP034161_393101..445543	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP034169_4670707..4685177	0	0	0	2	0	0	0	0	Firmicutes
NZ_CP034173_1043124..1155902	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP034173_207785..248815	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP034179_1657545..1706967	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP034179_1922818..1983119	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP034179_3586960..3773867	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP034179_3782622..4012401	0	1	0	0	0	0	1	0	Proteobacteria
NZ_CP034233_24971..118958	1	0	0	0	1	17	0	0	Proteobacteria
NZ_CP034237_1595656..1632307	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP034245_3238449..3294768	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP034276_612563..698998	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP034286_1484249..1531890	0	5	0	0	0	0	0	0	Proteobacteria
NZ_CP034295_1595150..1642793	0	5	0	0	0	0	0	0	Proteobacteria
NZ_CP034336_2169920..2248663	1	0	0	0	1	17	0	0	Proteobacteria
NZ_CP034338_3651283..3805212	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP034338_4519361..4601085	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP034349_2671148..2708608	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP034354_1343196..1445611	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP034354_2104149..2314281	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP034354_910412..1013390	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP034363_2912188..3008105	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP034363_404652..482215	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP034363_4062750..4140294	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP034408_1652090..1718310	7	0	0	0	0	0	0	0	Proteobacteria
