seq_idx	aa_len	n_records	pfam_domains
2226	66	1	DUF2749(38.9)
2227	66	1	DUF2749(49.5)
2228	66	1	DUF2749(48.5)
2229	65	1	DUF2749(35.0)
2230	75	2	DUF2749(104.8)
2231	75	5	DUF2749(105.0)
2232	75	1	DUF2749(95.2)
2233	108	2	
2234	101	1	
2235	249	1	TraG_N(160.1)
2236	249	1	TraG_N(158.6)
2237	117	1	
2238	366	1	TrbL(68.8)
2239	77	1	
2240	72	1	
2241	72	1	
2242	366	1	TrbL(66.7)
2243	247	1	
2244	60	2	DUF2749(56.0)
2245	217	1	VirB8(150.6)
2246	75	1	
2247	67	1	DUF2749(44.8)
2248	67	3	DUF2749(45.3)
2249	66	1	DUF2749(42.6)
2250	67	1	DUF2749(43.6)
2251	66	1	DUF2749(42.8)
2252	66	3	DUF2749(44.6)
2253	67	1	DUF2749(44.3)
2254	104	2	
2255	69	1	DUF2749(40.2)
2256	69	1	DUF2749(39.9)
2257	69	1	DUF2749(43.2)
2258	67	1	DUF2749(45.8)
2259	398	1	
2260	75	1	
2261	75	1	
2262	75	2	
2263	75	1	
2264	75	1	
2265	75	1	
2266	75	1	
2267	75	1	
2268	75	3	
2269	75	4	
2270	75	1	
2271	142	2	
2272	114	1	
2273	96	1	
2274	495	1	
2275	438	1	
2276	124	1	
2277	217	2	VirB8(160.9)
2278	396	1	TrbL(114.7)
2279	534	1	TrbL(119.3)
2280	534	8	TrbL(120.3)
2281	396	1	TrbL(117.0)
2282	140	1	SLT(72.7)
2283	217	1	VirB8(160.0)
2284	217	1	VirB8(160.0)
2285	217	2	VirB8(169.4)
2286	386	2	
2287	76	1	DUF2749(93.7)
2288	68	1	DUF2749(46.9)
2289	220	2	VirB8(168.7)
2290	311	1	TrbL(160.3)
2291	415	1	TrbL(159.1)
2292	143	1	
2293	132	1	
2294	143	1	
2295	421	1	
2296	143	1	
