seed	gene	product	aa	start	end	strand	n_families	families
ColIb-P9	traU	IncI1-type conjugal transfer protein TraU	1014	55322	58366	-1	0	
ColIb-P9	traT	IncI1-type conjugal transfer protein TraT	266	58456	59256	-1	0	
ColIb-P9	traS	putative conjugal transfer protein TraS	62	59240	59428	-1	0	
ColIb-P9	traR	IncI1-type conjugal transfer protein TraR	134	59492	59896	-1	1	DUF6750(PF20535):51.0
ColIb-P9	traQ	conjugal transfer protein TraQ	175	59947	60474	-1	1	DUF6750(PF20535):32.4
ColIb-P9	traP	IncI1-type conjugal transfer protein TraP	234	60474	61178	-1	0	
ColIb-P9	traO	conjugal transfer protein TraO	429	61178	62467	-1	0	
ColIb-P9	traN	IncI1-type conjugal transfer protein TraN	327	62470	63453	-1	1	T4BSS_DotH_IcmK(PF12293):204.1
ColIb-P9	HXB61_RS00370	DotI/IcmL family type IV secretion protein	230	63464	64156	-1	1	T4BSS_DotI_IcmL(PF11393):135.5
ColIb-P9	HXB61_RS00375	conjugal transfer protein	115	64153	64500	-1	0	
ColIb-P9	HXB61_RS00380	LPD7 domain-containing protein	1255	64518	68285	-1	2	LPD7(PF18821):52.1;DUF5710(PF18974):35.2
ColIb-P9	HXB61_RS00385	phospholipase D family nuclease	183	68375	68926	-1	2	PLDc_2(PF13091):98.2;SACK1(PF07894):33.4
ColIb-P9	HXB61_RS00390	hypothetical protein	96	68941	69231	-1	1	IcmT_2(PF28014):51.9
ColIb-P9	traJ	plasmid transfer ATPase TraJ	382	69228	70376	-1	1	T2SSE(PF00437):124.1
ColIb-P9	traI	IncI1-type conjugal transfer lipoprotein TraI	272	70373	71191	-1	1	T4SS_TraI(PF16932):230.1
ColIb-P9	traH	IncI1-type conjugal transfer lipoprotein TraH	152	71188	71646	-1	1	DotD(PF16816):64.6
ColIb-P9	HXB61_RS00410	histidine phosphatase family protein	194	72041	72625	-1	1	His_Phos_1(PF00300):34.4
ColIb-P9	HXB61_RS00415	conjugal transfer protein TraF	400	72685	73887	-1	2	TraF_2(PF13729):250.1;PorP_SprF(PF11751):25.3
ColIb-P9	traE	conjugal transfer protein TraE	274	73973	74797	-1	0	
ColIb-P9	HXB61_RS00425	tyrosine-type recombinase/integrase	384	74948	76102	-1	2	Phage_integrase(PF00589):85.2;HicB-like_2(PF15970):27.9
ColIb-P9	HXB61_RS00430	hypothetical protein	108	76086	76412	1	0	
ColIb-P9	HXB61_RS00435	hypothetical protein	51	76763	76918	1	0	
ColIb-P9	HXB61_RS00445	shufflon system plasmid conjugative transfer pilus tip adhesin PilV	474	77407	78831	-1	1	Shufflon_N(PF04917):621.1
ColIb-P9	HXB61_RS00450	prepilin peptidase	218	78831	79487	-1	1	Peptidase_A24(PF01478):29.5
ColIb-P9	HXB61_RS00455	lytic transglycosylase domain-containing protein	186	79472	80032	-1	1	SLT(PF01464):84.5
ColIb-P9	HXB61_RS00460	type 4 pilus major pilin	204	80042	80656	-1	1	PilS(PF08805):133.8
ColIb-P9	HXB61_RS00465	type II secretion system F family protein	365	80674	81771	-1	1	T2SSF(PF00482):79.9
ColIb-P9	HXB61_RS00470	GspE/PulE family protein	517	81784	83337	-1	1	T2SSE(PF00437):214.4
ColIb-P9	pilP	type IV pilus biogenesis protein PilP	150	83348	83800	-1	0	
ColIb-P9	pilO2	type 4b pilus protein PilO2	431	83787	85082	-1	1	PAP_PilO(PF06864):236.4
ColIb-P9	HXB61_RS00485	PilN family type IVB pilus formation outer membrane protein	560	85075	86757	-1	2	Secretin_N_2(PF07655):69.4;Secretin(PF00263):48.6
ColIb-P9	pilM	type IV pilus biogenesis protein PilM	145	86771	87208	-1	1	PilM(PF07419):123.4
ColIb-P9	pilL	type IV pilus biogenesis lipoprotein PilL	355	87208	88275	-1	1	TcpQ(PF10671):57.7
ColIb-P9	HXB61_RS00545	hypothetical protein	197	88309	88902	-1	0	
ColIb-P9	HXB61_RS00500	hypothetical protein	98	88899	89195	-1	0	
ColIb-P9	HXB61_RS00505	PilI type IV pilus biogenesis protein	84	89362	89616	-1	1	PilI(PF10623):111.8
ColIb-P9	HXB61_RS00510	hypothetical protein	183	89778	90329	-1	0	
ColIb-P9	HXB61_RS00515	hypothetical protein	227	90502	91185	-1	0	
ColIb-P9	HXB61_RS00520	transcription termination/antitermination NusG family protein	177	91438	91971	-1	1	NusG(PF02357):23.9
ColIb-P9	HXB61_RS00525	helix-turn-helix transcriptional regulator	95	92413	92700	-1	1	Sigma70_r4_2(PF08281):26.0
ColIb-P9	HXB61_RS00555	ash family protein	72	92618	92836	-1	1	Phage_ASH(PF10554):35.6
