dataset	mpf_class	min_seq_id	rep	n_elem	prevalence_pct	aa	known	lipobox_strict	lipobox_relaxed	tm_count	anchor_mode	passes
ice	MPF_FATA	0.5	5946	16	3.11	74		0	0	0	none	0
ice	MPF_FATA	0.5	211672	16	3.11	135		0	0	0	none	0
ice	MPF_FATA	0.5	37087	16	3.11	115		0	1	0	none	0
ice	MPF_FATA	0.5	74336	15	2.92	108		0	0	0	none	0
ice	MPF_FATA	0.5	357937	15	2.92	246		0	0	0	none	0
ice	MPF_FATA	0.5	336289	15	2.92	194		0	0	0	none	0
ice	MPF_FATA	0.5	355325	15	2.92	192		0	0	6	multi_pass	1
ice	MPF_FATA	0.5	527	15	2.92	200		0	0	0	none	0
ice	MPF_FATA	0.5	27864	15	2.92	103		0	0	0	none	0
ice	MPF_FATA	0.5	27869	15	2.92	108		0	0	0	none	0
ice	MPF_FATA	0.5	27904	15	2.92	156		0	0	0	none	0
ice	MPF_FATA	0.5	70326	15	2.92	210		0	0	0	none	0
ice	MPF_FATA	0.5	2793	15	2.92	111		0	0	0	none	0
ice	MPF_FATA	0.5	2800	15	2.92	88		0	0	0	none	0
ice	MPF_FATA	0.5	307423	15	2.92	74		0	0	0	none	0
ice	MPF_FATA	0.5	95118	15	2.92	219		0	0	0	none	0
ice	MPF_FATA	0.5	13559	15	2.92	60		0	0	0	none	0
ice	MPF_FATA	0.5	13562	15	2.92	193		0	0	0	none	0
ice	MPF_FATA	0.5	13569	15	2.92	199		0	0	1	single_pass	1
ice	MPF_FATA	0.5	355938	15	2.92	65		0	0	0	none	0
ice	MPF_FATA	0.5	249669	15	2.92	99		0	0	0	none	0
ice	MPF_FATA	0.5	266765	15	2.92	69		0	0	0	none	0
ice	MPF_FATA	0.5	28352	15	2.92	140		0	0	0	none	0
ice	MPF_FATA	0.5	31215	15	2.92	118		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	211973	15	2.92	139		0	0	0	none	0
ice	MPF_FATA	0.5	24344	15	2.92	237		0	0	0	none	0
ice	MPF_FATA	0.5	24348	15	2.92	165		0	0	0	none	0
ice	MPF_FATA	0.5	24361	15	2.92	42		0	0	0	none	0
ice	MPF_FATA	0.5	97829	15	2.92	66		0	0	0	none	0
ice	MPF_FATA	0.5	37140	14	2.72	57		0	0	0	none	0
ice	MPF_FATA	0.5	25453	14	2.72	170		0	0	0	none	0
ice	MPF_FATA	0.5	329263	14	2.72	130		0	0	0	none	0
ice	MPF_FATA	0.5	99696	14	2.72	116		0	0	0	none	0
ice	MPF_FATA	0.5	6743	14	2.72	186		0	0	0	none	0
ice	MPF_FATA	0.5	378498	14	2.72	157		0	0	0	none	0
ice	MPF_FATA	0.5	266623	14	2.72	76		0	0	0	none	0
ice	MPF_FATA	0.5	223037	14	2.72	88		0	0	0	none	0
ice	MPF_FATA	0.5	21789	14	2.72	249		0	0	0	none	0
ice	MPF_FATA	0.5	21793	14	2.72	90		0	0	0	none	0
ice	MPF_FATA	0.5	30639	14	2.72	220		0	0	0	none	0
ice	MPF_FATA	0.5	31070	14	2.72	107		0	0	0	none	0
ice	MPF_FATA	0.5	24302	14	2.72	50		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24398	14	2.72	241		0	0	0	none	0
ice	MPF_FATA	0.5	355817	14	2.72	131		0	0	0	none	0
ice	MPF_FATA	0.5	6816	14	2.72	193		0	0	0	none	0
ice	MPF_FATA	0.5	213048	13	2.53	130		0	0	0	none	0
ice	MPF_FATA	0.5	24291	13	2.53	212		0	0	1	single_pass	1
ice	MPF_FATA	0.5	369311	13	2.53	67		0	0	0	none	0
ice	MPF_FATA	0.5	14656	13	2.53	104		0	0	0	none	0
ice	MPF_FATA	0.5	12361	13	2.53	200		0	0	7	multi_pass	1
ice	MPF_FATA	0.5	74293	13	2.53	192		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	74304	13	2.53	87		0	0	0	none	0
ice	MPF_FATA	0.5	35887	13	2.53	145		0	0	0	none	0
ice	MPF_FATA	0.5	27890	13	2.53	82		0	0	0	none	0
ice	MPF_FATA	0.5	6742	13	2.53	113		0	0	0	none	0
ice	MPF_FATA	0.5	6744	13	2.53	248		1	1	0	lipid	1
ice	MPF_FATA	0.5	6745	13	2.53	101		0	0	0	none	0
ice	MPF_FATA	0.5	6748	13	2.53	205		0	0	0	none	0
ice	MPF_FATA	0.5	6750	13	2.53	204		0	0	0	none	0
ice	MPF_FATA	0.5	6752	13	2.53	231		0	0	0	none	0
ice	MPF_FATA	0.5	6758	13	2.53	109		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	6759	13	2.53	121		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	6766	13	2.53	111		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	6784	13	2.53	71		0	0	0	none	0
ice	MPF_FATA	0.5	6785	13	2.53	146		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	6787	13	2.53	192		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6790	13	2.53	206		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6791	13	2.53	231		0	0	6	multi_pass	1
ice	MPF_FATA	0.5	6792	13	2.53	211		0	0	0	none	0
ice	MPF_FATA	0.5	6795	13	2.53	201		0	0	0	none	0
ice	MPF_FATA	0.5	6798	13	2.53	218		0	0	0	none	0
ice	MPF_FATA	0.5	6801	13	2.53	155		1	1	3	ambiguous	1
ice	MPF_FATA	0.5	6802	13	2.53	144		0	0	0	none	0
ice	MPF_FATA	0.5	6803	13	2.53	78		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	24468	13	2.53	185		0	0	0	none	0
ice	MPF_FATA	0.5	76882	13	2.53	175		0	0	0	none	0
ice	MPF_FATA	0.5	76892	13	2.53	111		1	1	4	ambiguous	1
ice	MPF_FATA	0.5	76921	13	2.53	243		0	0	0	none	0
ice	MPF_FATA	0.5	76947	13	2.53	120		1	1	0	lipid	1
ice	MPF_FATA	0.5	8592	13	2.53	81		0	0	0	none	0
ice	MPF_FATA	0.5	2801	13	2.53	58		0	0	0	none	0
ice	MPF_FATA	0.5	2802	13	2.53	75		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	2805	13	2.53	139		0	0	0	none	0
ice	MPF_FATA	0.5	2809	13	2.53	111		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	2810	13	2.53	198		0	0	0	none	0
ice	MPF_FATA	0.5	2813	13	2.53	214		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6602	13	2.53	231		0	0	0	none	0
ice	MPF_FATA	0.5	351704	13	2.53	135		0	0	0	none	0
ice	MPF_FATA	0.5	129982	13	2.53	69		0	0	0	none	0
ice	MPF_FATA	0.5	113767	13	2.53	68		0	0	0	none	0
ice	MPF_FATA	0.5	113773	13	2.53	140		0	0	0	none	0
ice	MPF_FATA	0.5	113774	13	2.53	83		0	0	0	none	0
ice	MPF_FATA	0.5	62749	13	2.53	199		0	0	0	none	0
ice	MPF_FATA	0.5	62751	13	2.53	135		0	0	0	none	0
ice	MPF_FATA	0.5	24138	13	2.53	62		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	6685	13	2.53	144		0	0	0	none	0
ice	MPF_FATA	0.5	6686	13	2.53	127		0	0	0	none	0
ice	MPF_FATA	0.5	6696	13	2.53	31		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6698	13	2.53	130		0	0	0	none	0
ice	MPF_FATA	0.5	6701	13	2.53	248		0	0	0	none	0
ice	MPF_FATA	0.5	6702	13	2.53	228		0	0	0	none	0
ice	MPF_FATA	0.5	6703	13	2.53	67		0	0	0	none	0
ice	MPF_FATA	0.5	109321	13	2.53	68		0	0	0	none	0
ice	MPF_FATA	0.5	114040	13	2.53	148		0	0	0	none	0
ice	MPF_FATA	0.5	221656	13	2.53	71		0	0	0	none	0
ice	MPF_FATA	0.5	142112	13	2.53	231		0	0	0	none	0
ice	MPF_FATA	0.5	252143	13	2.53	119		0	0	0	none	0
ice	MPF_FATA	0.5	97791	13	2.53	66		0	0	0	none	0
ice	MPF_FATA	0.5	155073	13	2.53	225		0	0	5	multi_pass	1
ice	MPF_FATA	0.5	6806	13	2.53	173		0	0	0	none	0
ice	MPF_FATA	0.5	6812	13	2.53	215		0	0	0	none	0
ice	MPF_FATA	0.5	6814	13	2.53	115		0	0	0	none	0
ice	MPF_FATA	0.5	27856	13	2.53	147		0	0	0	none	0
ice	MPF_FATA	0.5	147749	13	2.53	77		0	0	0	none	0
ice	MPF_FATA	0.5	60215	13	2.53	244		0	0	0	none	0
ice	MPF_FATA	0.5	50489	12	2.33	133		0	0	0	none	0
ice	MPF_FATA	0.5	50491	12	2.33	136		0	0	0	none	0
ice	MPF_FATA	0.5	12359	12	2.33	126		0	0	0	none	0
ice	MPF_FATA	0.5	72147	12	2.33	58		0	0	0	none	0
ice	MPF_FATA	0.5	367395	12	2.33	167		0	0	0	none	0
ice	MPF_FATA	0.5	44260	12	2.33	86		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	44263	12	2.33	100		0	0	0	none	0
ice	MPF_FATA	0.5	27865	12	2.33	242		0	0	0	none	0
ice	MPF_FATA	0.5	27884	12	2.33	135		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24423	12	2.33	189		0	0	0	none	0
ice	MPF_FATA	0.5	24424	12	2.33	144		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24429	12	2.33	95		0	0	0	none	0
ice	MPF_FATA	0.5	333217	12	2.33	186		0	0	0	none	0
ice	MPF_FATA	0.5	8239	12	2.33	92		0	0	0	none	0
ice	MPF_FATA	0.5	2792	12	2.33	92		0	0	0	none	0
ice	MPF_FATA	0.5	6553	12	2.33	176		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	6555	12	2.33	49		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6564	12	2.33	197		0	0	0	none	0
ice	MPF_FATA	0.5	6565	12	2.33	222		1	1	0	lipid	1
ice	MPF_FATA	0.5	6569	12	2.33	178		0	0	0	none	0
ice	MPF_FATA	0.5	6581	12	2.33	77		0	0	0	none	0
ice	MPF_FATA	0.5	6583	12	2.33	172		0	0	0	none	0
ice	MPF_FATA	0.5	90503	12	2.33	212		0	1	0	none	0
ice	MPF_FATA	0.5	13556	12	2.33	137		0	0	0	none	0
ice	MPF_FATA	0.5	13603	12	2.33	83		0	0	0	none	0
ice	MPF_FATA	0.5	13610	12	2.33	46		0	0	0	none	0
ice	MPF_FATA	0.5	13617	12	2.33	249		0	0	0	none	0
ice	MPF_FATA	0.5	15796	12	2.33	182		0	0	0	none	0
ice	MPF_FATA	0.5	46302	12	2.33	110		0	0	0	none	0
ice	MPF_FATA	0.5	365889	12	2.33	143		0	0	0	none	0
ice	MPF_FATA	0.5	5948	12	2.33	138		0	0	0	none	0
ice	MPF_FATA	0.5	24362	12	2.33	192		0	0	0	none	0
ice	MPF_FATA	0.5	24367	12	2.33	250		0	0	0	none	0
ice	MPF_FATA	0.5	24368	12	2.33	241		0	0	0	none	0
ice	MPF_FATA	0.5	24371	12	2.33	191		0	0	0	none	0
ice	MPF_FATA	0.5	24372	12	2.33	202		0	0	0	none	0
ice	MPF_FATA	0.5	24374	12	2.33	210		0	0	0	none	0
ice	MPF_FATA	0.5	24380	12	2.33	204		0	0	0	none	0
ice	MPF_FATA	0.5	24382	12	2.33	186		0	0	0	none	0
ice	MPF_FATA	0.5	24384	12	2.33	63		0	0	0	none	0
ice	MPF_FATA	0.5	24385	12	2.33	39		0	0	0	none	0
ice	MPF_FATA	0.5	24390	12	2.33	111		0	0	0	none	0
ice	MPF_FATA	0.5	24391	12	2.33	101		0	0	0	none	0
ice	MPF_FATA	0.5	6609	12	2.33	195		0	0	0	none	0
ice	MPF_FATA	0.5	6612	12	2.33	217		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	6616	12	2.33	45		0	0	0	none	0
ice	MPF_FATA	0.5	6617	12	2.33	71		0	0	0	none	0
ice	MPF_FATA	0.5	6618	12	2.33	143		0	0	0	none	0
ice	MPF_FATA	0.5	6677	12	2.33	119		0	0	0	none	0
ice	MPF_FATA	0.5	126038	12	2.33	78		0	0	0	none	0
ice	MPF_FATA	0.5	330518	12	2.33	159		0	0	0	none	0
ice	MPF_FATA	0.5	6808	12	2.33	79		0	0	0	none	0
ice	MPF_FATA	0.5	18102	12	2.33	105		0	0	0	none	0
ice	MPF_FATA	0.5	147993	12	2.33	244		0	0	6	multi_pass	1
ice	MPF_FATA	0.5	45320	12	2.33	129		1	1	0	lipid	1
ice	MPF_FATA	0.5	60216	12	2.33	121		0	0	0	none	0
ice	MPF_FATA	0.5	60219	12	2.33	133		0	0	0	none	0
ice	MPF_FATA	0.5	74341	11	2.14	155		0	0	0	none	0
ice	MPF_FATA	0.5	74343	11	2.14	186		0	0	0	none	0
ice	MPF_FATA	0.5	74350	11	2.14	142		0	0	0	none	0
ice	MPF_FATA	0.5	285417	11	2.14	235		0	0	0	none	0
ice	MPF_FATA	0.5	31309	11	2.14	109		0	0	0	none	0
ice	MPF_FATA	0.5	31674	11	2.14	228		0	0	0	none	0
ice	MPF_FATA	0.5	37149	11	2.14	72		0	0	0	none	0
ice	MPF_FATA	0.5	86146	11	2.14	240		0	0	0	none	0
ice	MPF_FATA	0.5	30934	11	2.14	93		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	96166	11	2.14	139		0	0	0	none	0
ice	MPF_FATA	0.5	96167	11	2.14	121		0	0	0	none	0
ice	MPF_FATA	0.5	12322	11	2.14	99		0	0	0	none	0
ice	MPF_FATA	0.5	12392	11	2.14	65		0	0	0	none	0
ice	MPF_FATA	0.5	551	11	2.14	152		0	0	0	none	0
ice	MPF_FATA	0.5	35939	11	2.14	57		0	0	0	none	0
ice	MPF_FATA	0.5	44254	11	2.14	196		0	0	1	single_pass	1
ice	MPF_FATA	0.5	52199	11	2.14	205		0	0	0	none	0
ice	MPF_FATA	0.5	24061	11	2.14	160		0	0	5	multi_pass	1
ice	MPF_FATA	0.5	24082	11	2.14	56		0	0	1	single_pass	1
ice	MPF_FATA	0.5	28279	11	2.14	194		0	0	6	multi_pass	1
ice	MPF_FATA	0.5	62569	11	2.14	205		0	0	0	none	0
ice	MPF_FATA	0.5	62586	11	2.14	96		0	0	3	multi_pass	1
ice	MPF_FATA	0.5	6756	11	2.14	102		0	0	0	none	0
ice	MPF_FATA	0.5	6765	11	2.14	240		0	0	0	none	0
ice	MPF_FATA	0.5	6777	11	2.14	192		0	0	0	none	0
ice	MPF_FATA	0.5	24417	11	2.14	233		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24431	11	2.14	196		1	1	0	lipid	1
ice	MPF_FATA	0.5	24432	11	2.14	153		0	0	0	none	0
ice	MPF_FATA	0.5	24433	11	2.14	126		0	0	0	none	0
ice	MPF_FATA	0.5	24434	11	2.14	86		0	0	0	none	0
ice	MPF_FATA	0.5	24438	11	2.14	181		0	0	0	none	0
ice	MPF_FATA	0.5	24439	11	2.14	165		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24440	11	2.14	86		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	24441	11	2.14	234		0	0	5	multi_pass	1
ice	MPF_FATA	0.5	24442	11	2.14	128		0	0	4	multi_pass	1
ice	MPF_FATA	0.5	24443	11	2.14	75		0	1	2	multi_pass	1
ice	MPF_FATA	0.5	24444	11	2.14	145		0	0	0	none	0
ice	MPF_FATA	0.5	24448	11	2.14	149		0	0	0	none	0
ice	MPF_FATA	0.5	24450	11	2.14	226		0	0	8	multi_pass	1
ice	MPF_FATA	0.5	24454	11	2.14	66		0	0	0	none	0
ice	MPF_FATA	0.5	24456	11	2.14	37		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24462	11	2.14	177		0	0	3	multi_pass	1
ice	MPF_FATA	0.5	24463	11	2.14	84		0	0	0	none	0
ice	MPF_FATA	0.5	24472	11	2.14	216		0	0	8	multi_pass	1
ice	MPF_FATA	0.5	93198	11	2.14	82		0	0	0	none	0
ice	MPF_FATA	0.5	280011	11	2.14	77		0	0	0	none	0
ice	MPF_FATA	0.5	135257	11	2.14	239		0	0	5	multi_pass	1
ice	MPF_FATA	0.5	2787	11	2.14	31		0	0	0	none	0
ice	MPF_FATA	0.5	6548	11	2.14	201		0	0	0	none	0
ice	MPF_FATA	0.5	6554	11	2.14	57		0	0	0	none	0
ice	MPF_FATA	0.5	6560	11	2.14	74		0	0	0	none	0
ice	MPF_FATA	0.5	6571	11	2.14	56		0	0	0	none	0
ice	MPF_FATA	0.5	6573	11	2.14	145		0	0	0	none	0
ice	MPF_FATA	0.5	6580	11	2.14	57		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6590	11	2.14	70		0	0	0	none	0
ice	MPF_FATA	0.5	6598	11	2.14	189		0	0	0	none	0
ice	MPF_FATA	0.5	134811	11	2.14	167		1	1	0	lipid	1
ice	MPF_FATA	0.5	13607	11	2.14	248		0	0	6	multi_pass	1
ice	MPF_FATA	0.5	15798	11	2.14	186		0	0	0	none	0
ice	MPF_FATA	0.5	233869	11	2.14	94		0	0	0	none	0
ice	MPF_FATA	0.5	24133	11	2.14	60		0	0	2	multi_pass	1
ice	MPF_FATA	0.5	24134	11	2.14	180		0	0	0	none	0
ice	MPF_FATA	0.5	28284	11	2.14	190		0	0	0	none	0
ice	MPF_FATA	0.5	321720	11	2.14	100		0	0	0	none	0
ice	MPF_FATA	0.5	6613	11	2.14	94		0	0	0	none	0
ice	MPF_FATA	0.5	6631	11	2.14	193		0	0	0	none	0
ice	MPF_FATA	0.5	6644	11	2.14	77		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6647	11	2.14	167		0	0	0	none	0
ice	MPF_FATA	0.5	6648	11	2.14	176		0	0	0	none	0
ice	MPF_FATA	0.5	6687	11	2.14	72		1	1	0	lipid	1
ice	MPF_FATA	0.5	109351	11	2.14	212		0	0	0	none	0
ice	MPF_FATA	0.5	132456	11	2.14	231		0	0	0	none	0
ice	MPF_FATA	0.5	129134	11	2.14	89		0	0	0	none	0
ice	MPF_FATA	0.5	185708	11	2.14	250		1	1	0	lipid	1
ice	MPF_FATA	0.5	72045	11	2.14	108		0	0	0	none	0
ice	MPF_FATA	0.5	74356	10	1.95	111		0	0	0	none	0
ice	MPF_FATA	0.5	86152	10	1.95	49		0	0	0	none	0
ice	MPF_FATA	0.5	148586	10	1.95	139		0	0	0	none	0
ice	MPF_FATA	0.5	190787	10	1.95	103		0	0	0	none	0
ice	MPF_FATA	0.5	138351	10	1.95	116		0	0	0	none	0
ice	MPF_FATA	0.5	131596	10	1.95	120		0	0	0	none	0
ice	MPF_FATA	0.5	317763	10	1.95	50		0	0	0	none	0
ice	MPF_FATA	0.5	39940	10	1.95	100		0	0	0	none	0
ice	MPF_FATA	0.5	35857	10	1.95	134		0	0	0	none	0
ice	MPF_FATA	0.5	37881	10	1.95	152		0	0	0	none	0
ice	MPF_FATA	0.5	62508	10	1.95	248		0	0	0	none	0
ice	MPF_FATA	0.5	44251	10	1.95	149		0	0	0	none	0
ice	MPF_FATA	0.5	44252	10	1.95	167		0	0	0	none	0
ice	MPF_FATA	0.5	44253	10	1.95	113	DUF4467	1	1	0	lipid	1
ice	MPF_FATA	0.5	24046	10	1.95	203		0	0	0	none	0
ice	MPF_FATA	0.5	24079	10	1.95	168		0	0	0	none	0
ice	MPF_FATA	0.5	24080	10	1.95	103		0	0	3	multi_pass	1
ice	MPF_FATA	0.5	24092	10	1.95	102		0	0	0	none	0
ice	MPF_FATA	0.5	24094	10	1.95	124		0	0	0	none	0
ice	MPF_FATA	0.5	24099	10	1.95	154		0	0	0	none	0
ice	MPF_FATA	0.5	27897	10	1.95	148		0	0	0	none	0
ice	MPF_FATA	0.5	62645	10	1.95	96		0	0	0	none	0
ice	MPF_FATA	0.5	70282	10	1.95	209		0	0	0	none	0
ice	MPF_FATA	0.5	227652	10	1.95	59		0	0	0	none	0
ice	MPF_FATA	0.5	6793	10	1.95	66		0	0	0	none	0
ice	MPF_FATA	0.5	24476	10	1.95	175		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24477	10	1.95	188		0	0	1	single_pass	1
ice	MPF_FATA	0.5	24482	10	1.95	173		0	0	1	single_pass	1
ice	MPF_FATA	0.5	376745	10	1.95	210		0	0	7	multi_pass	1
ice	MPF_FATA	0.5	333222	10	1.95	93		0	0	0	none	0
ice	MPF_FATA	0.5	8575	10	1.95	244		0	0	0	none	0
ice	MPF_FATA	0.5	135208	10	1.95	224		0	0	0	none	0
ice	MPF_FATA	0.5	250986	10	1.95	181		0	0	0	none	0
ice	MPF_FATA	0.5	75602	10	1.95	67		0	0	0	none	0
ice	MPF_FATA	0.5	6531	10	1.95	165		0	0	0	none	0
ice	MPF_FATA	0.5	6536	10	1.95	140		0	0	0	none	0
ice	MPF_FATA	0.5	6540	10	1.95	196		0	0	0	none	0
ice	MPF_FATA	0.5	6544	10	1.95	201		0	0	6	multi_pass	1
ice	MPF_FATA	0.5	6582	10	1.95	149		0	0	5	multi_pass	1
ice	MPF_FATA	0.5	134812	10	1.95	56		0	1	2	multi_pass	1
ice	MPF_FATA	0.5	13572	10	1.95	117		0	0	0	none	0
ice	MPF_FATA	0.5	131141	10	1.95	245		0	0	0	none	0
ice	MPF_FATA	0.5	131159	10	1.95	240		0	0	0	none	0
ice	MPF_FATA	0.5	266703	10	1.95	62		0	0	0	none	0
ice	MPF_FATA	0.5	24100	10	1.95	120		0	0	0	none	0
ice	MPF_FATA	0.5	24149	10	1.95	128		0	0	0	none	0
ice	MPF_FATA	0.5	24307	10	1.95	153		0	0	0	none	0
ice	MPF_FATA	0.5	107586	10	1.95	227		0	0	1	single_pass	1
ice	MPF_FATA	0.5	6684	10	1.95	221		0	0	6	multi_pass	1
ice	MPF_FATA	0.5	375878	10	1.95	158		0	0	0	none	0
ice	MPF_FATA	0.5	185718	10	1.95	246		0	0	0	none	0
ice	MPF_FATA	0.5	97837	10	1.95	151		0	0	0	none	0
ice	MPF_FATA	0.5	23953	10	1.95	109		0	0	0	none	0
ice	MPF_FATA	0.5	27849	10	1.95	248		0	0	0	none	0
ice	MPF_FATA	0.5	27851	10	1.95	172		0	0	0	none	0
ice	MPF_FATA	0.5	27852	10	1.95	140		0	0	0	none	0
ice	MPF_FATA	0.5	27853	10	1.95	245		0	0	0	none	0
ice	MPF_FATA	0.5	27854	10	1.95	95		0	0	0	none	0
ice	MPF_FATA	0.5	129937	10	1.95	117		0	0	0	none	0
ice	MPF_FATA	0.5	60210	10	1.95	231		0	0	8	multi_pass	1
ice	MPF_FATA	0.5	64048	9	1.75	111		0	0	0	none	0
ice	MPF_FATA	0.5	74351	9	1.75	134		0	0	0	none	0
ice	MPF_FATA	0.5	74352	9	1.75	70		0	0	0	none	0
ice	MPF_FATA	0.5	74354	9	1.75	186		0	0	0	none	0
ice	MPF_FATA	0.5	50567	9	1.75	144		0	0	0	none	0
ice	MPF_FATA	0.5	12316	9	1.75	223		0	0	0	none	0
ice	MPF_FATA	0.7	35497	76	14.79	71		0	0	0	none	0
ice	MPF_FATA	0.7	24323	62	12.06	103		0	0	0	none	0
ice	MPF_FATA	0.7	22600	51	9.92	141		0	0	0	none	0
ice	MPF_FATA	0.7	12364	51	9.92	76		0	0	0	none	0
ice	MPF_FATA	0.7	31653	50	9.73	116		0	0	0	none	0
ice	MPF_FATA	0.7	353854	49	9.53	178		0	0	0	none	0
ice	MPF_FATA	0.7	12366	49	9.53	117		0	0	0	none	0
ice	MPF_FATA	0.7	112831	48	9.34	164		0	0	0	none	0
ice	MPF_FATA	0.7	45181	47	9.14	97		0	0	0	none	0
ice	MPF_FATA	0.7	37104	43	8.37	161		0	0	0	none	0
ice	MPF_FATA	0.7	10974	39	7.59	245		0	0	0	none	0
ice	MPF_FATA	0.7	13681	38	7.39	99		0	0	0	none	0
ice	MPF_FATA	0.7	98411	37	7.2	98		0	0	0	none	0
ice	MPF_FATA	0.7	253426	33	6.42	94		0	0	2	multi_pass	1
ice	MPF_FATA	0.7	30831	32	6.23	62		0	0	0	none	0
ice	MPF_FATA	0.7	13684	31	6.03	63		0	0	0	none	0
ice	MPF_FATA	0.7	33017	31	6.03	63		0	0	0	none	0
ice	MPF_FATA	0.7	24310	30	5.84	76		0	0	0	none	0
ice	MPF_FATA	0.7	13822	29	5.64	121		0	0	0	none	0
ice	MPF_FATA	0.7	185649	28	5.45	46		0	0	0	none	0
ice	MPF_FATA	0.7	258167	28	5.45	77		0	0	0	none	0
ice	MPF_FATA	0.7	10973	26	5.06	63		0	0	0	none	0
ice	MPF_FATA	0.7	11001	25	4.86	94		0	0	0	none	0
ice	MPF_FATA	0.7	24297	24	4.67	217		0	0	0	none	0
ice	MPF_FATA	0.7	263313	24	4.67	86		0	0	0	none	0
ice	MPF_FATA	0.7	13828	24	4.67	171		0	0	0	none	0
ice	MPF_FATA	0.7	13686	23	4.47	196		0	0	0	none	0
ice	MPF_FATA	0.7	13697	23	4.47	127		0	0	0	none	0
ice	MPF_FATA	0.7	24299	23	4.47	218		0	0	0	none	0
ice	MPF_FATA	0.7	31071	23	4.47	247		0	0	0	none	0
ice	MPF_FATA	0.7	114575	23	4.47	140		0	0	0	none	0
ice	MPF_FATA	0.7	31788	22	4.28	140		0	0	0	none	0
ice	MPF_FATA	0.7	13703	21	4.09	164		0	0	0	none	0
ice	MPF_FATA	0.7	37279	21	4.09	52		0	0	0	none	0
ice	MPF_FATA	0.7	25455	21	4.09	124		0	0	0	none	0
ice	MPF_FATA	0.7	38061	21	4.09	167		0	0	0	none	0
ice	MPF_FATA	0.7	368542	21	4.09	105		0	0	0	none	0
ice	MPF_FATA	0.7	93232	21	4.09	228		0	0	0	none	0
ice	MPF_FATA	0.7	13695	20	3.89	194		0	0	7	multi_pass	1
ice	MPF_FATA	0.7	32865	20	3.89	122		0	0	0	none	0
ice	MPF_FATA	0.7	25448	20	3.89	76		0	0	0	none	0
ice	MPF_FATA	0.7	71707	20	3.89	98		0	0	0	none	0
ice	MPF_FATA	0.7	38060	20	3.89	160		0	0	0	none	0
ice	MPF_FATA	0.7	8557	19	3.7	178		0	0	0	none	0
ice	MPF_FATA	0.7	244696	19	3.7	74		0	0	0	none	0
ice	MPF_FATA	0.7	38056	19	3.7	44		0	0	1	single_pass	1
ice	MPF_FATA	0.7	34696	18	3.5	73		0	0	0	none	0
ice	MPF_FATA	0.7	13821	18	3.5	119		0	0	0	none	0
ice	MPF_FATA	0.7	252494	18	3.5	246		0	0	0	none	0
ice	MPF_FATA	0.7	24295	17	3.31	37		0	0	0	none	0
ice	MPF_FATA	0.7	44149	17	3.31	143		0	0	0	none	0
ice	MPF_FATA	0.7	69911	17	3.31	82		0	0	0	none	0
ice	MPF_FATA	0.7	284479	17	3.31	109		0	0	0	none	0
ice	MPF_FATA	0.7	25382	16	3.11	113		0	0	0	none	0
ice	MPF_FATA	0.7	133198	16	3.11	119		0	0	0	none	0
ice	MPF_FATA	0.7	357951	16	3.11	232		0	0	0	none	0
ice	MPF_FATA	0.7	12379	16	3.11	99		0	0	0	none	0
ice	MPF_FATA	0.7	5946	16	3.11	74		0	0	0	none	0
ice	MPF_FATA	0.7	34168	16	3.11	225		0	0	0	none	0
ice	MPF_FATA	0.7	2790	15	2.92	72		0	0	0	none	0
ice	MPF_FATA	0.7	2793	15	2.92	111		0	0	0	none	0
ice	MPF_FATA	0.7	2800	15	2.92	88		0	0	0	none	0
ice	MPF_FATA	0.7	13559	15	2.92	60		0	0	0	none	0
ice	MPF_FATA	0.7	13562	15	2.92	193		0	0	0	none	0
ice	MPF_FATA	0.7	21818	15	2.92	65		0	0	0	none	0
ice	MPF_FATA	0.7	24341	15	2.92	141		0	0	0	none	0
