element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C
NZ_CP091890.1	0	0	0	1	1	1	0	0
NZ_CP091891.1	0	0	0	3	0	0	0	0
NZ_CP091893.1	1	0	0	3	8	1	0	0
NZ_CP091894.1	0	0	0	3	1	0	0	0
NZ_CP091900.1	0	0	0	3	0	0	0	0
NZ_CP091902.1	0	0	0	3	1	0	0	0
NZ_CP091905.1	0	0	0	1	0	0	0	0
NZ_CP091907.1	0	0	0	2	2	0	0	0
NZ_CP091909.1	0	0	0	1	1	1	0	0
NZ_CP091914.1	0	0	0	0	0	0	0	6
NZ_CP091915.1	0	0	0	0	0	0	0	6
NZ_CP091926.1	0	11	0	0	0	0	0	0
NZ_CP091934.1	0	0	0	0	1	0	0	0
NZ_CP091938.1	0	0	0	0	1	0	0	0
NZ_CP091955.1	0	0	0	0	0	0	1	0
NZ_CP091959.1	0	0	0	0	1	0	1	0
NZ_CP091973.1	1	0	0	1	1	0	0	1
NZ_CP091979.1	0	0	0	0	1	0	0	0
NZ_CP091980.1	7	0	0	0	0	0	0	0
NZ_CP091982.1	7	0	0	0	0	0	1	0
NZ_CP091986.1	1	10	0	0	0	0	0	0
NZ_CP091987.1	0	12	0	0	1	0	0	0
NZ_CP092007.1	0	11	0	0	0	0	0	0
NZ_CP092010.1	0	0	13	0	0	0	1	0
NZ_CP092019.1	7	1	0	0	0	0	0	0
NZ_CP092021.1	7	1	0	0	0	0	0	0
NZ_CP092023.1	8	1	0	0	0	0	0	0
NZ_CP092024.1	7	1	0	0	0	0	0	0
NZ_CP092027.1	8	1	0	0	0	0	0	0
NZ_CP092030.1	1	0	0	0	0	0	0	0
NZ_CP092035.1	8	1	0	0	0	0	0	0
NZ_CP092036.1	7	1	0	0	0	0	0	0
NZ_CP092041.1	1	0	15	0	1	0	0	0
NZ_CP092044.1	0	0	0	0	1	0	0	0
NZ_CP092067.1	2	11	0	0	0	1	0	0
NZ_CP092076.1	7	0	0	0	0	0	0	0
NZ_CP092078.1	1	0	0	0	1	1	0	0
NZ_CP092100.1	0	0	0	0	1	0	0	0
NZ_CP092102.1	2	0	0	0	1	0	0	0
NZ_CP092103.1	0	0	0	0	1	0	0	0
NZ_CP092105.1	1	2	0	0	0	1	0	0
NZ_CP092111.1	0	0	0	1	1	0	0	0
NZ_CP092114.1	0	0	0	0	0	0	1	0
NZ_CP092175.1	0	0	0	0	1	0	0	0
NZ_CP092187.1	1	0	0	0	1	0	0	0
NZ_CP092192.1	0	0	0	0	1	0	0	0
NZ_CP092196.1	1	0	0	0	0	0	0	0
NZ_CP092210.1	0	0	0	0	0	0	1	0
NZ_CP092253.1	1	0	15	0	0	0	0	0
NZ_CP092254.1	0	12	0	0	1	0	0	0
NZ_CP092256.1	1	0	0	0	0	0	0	0
NZ_CP092259.1	0	9	0	0	0	0	0	0
NZ_CP092265.1	0	0	0	0	1	0	0	0
NZ_CP092273.1	0	12	0	0	1	0	0	0
NZ_CP092274.1	0	12	0	0	1	0	0	0
NZ_CP092280.1	7	0	0	0	0	0	0	0
NZ_CP092281.1	1	0	0	0	0	0	0	0
NZ_CP092285.1	1	0	0	0	1	0	0	0
NZ_CP092337.1	0	12	0	0	0	0	0	0
NZ_CP092345.1	8	0	0	0	0	0	0	0
NZ_CP092346.1	7	1	0	0	0	0	1	0
NZ_CP092347.1	8	0	0	0	0	0	0	0
NZ_CP092350.1	1	0	0	0	0	0	0	0
NZ_CP092351.1	8	0	0	0	0	0	0	0
NZ_CP092353.1	8	0	0	0	0	0	0	0
NZ_CP092363.2	0	0	0	0	1	0	0	0
NZ_CP092371.1	2	0	0	0	0	0	2	0
NZ_CP092389.1	0	0	0	1	1	0	1	0
NZ_CP092395.1	0	0	0	0	1	0	0	0
NZ_CP092398.1	0	10	0	0	0	0	0	0
NZ_CP092400.1	0	12	0	0	1	0	0	0
NZ_CP092401.1	0	10	0	0	0	0	0	0
NZ_CP092403.1	0	0	0	0	1	0	0	0
NZ_CP092405.1	0	0	0	0	1	0	0	0
NZ_CP092407.1	0	0	0	0	1	0	0	0
NZ_CP092408.1	0	0	0	0	1	1	0	0
NZ_CP092409.1	0	8	0	0	1	0	0	0
NZ_CP092410.1	0	0	0	0	1	0	0	0
NZ_CP092416.1	2	0	0	0	1	0	6	0
NZ_CP092420.1	0	0	0	0	1	1	0	5
NZ_CP092421.1	0	0	0	0	1	0	0	6
NZ_CP092424.2	0	0	0	0	1	0	0	0
NZ_CP092428.2	0	0	0	0	2	0	0	0
NZ_CP092432.1	8	0	0	0	0	0	0	0
NZ_CP092434.1	8	0	0	0	0	0	0	0
NZ_CP092438.1	3	0	0	0	0	0	0	0
NZ_CP092444.1	1	0	0	0	0	0	1	0
NZ_CP092451.1	7	0	0	0	0	0	0	0
NZ_CP092464.1	1	11	0	0	1	0	0	0
NZ_CP092465.1	8	0	0	0	0	0	0	0
NZ_CP092467.1	1	0	14	0	0	0	0	0
NZ_CP092479.1	0	0	0	0	1	0	0	0
NZ_CP092482.1	0	0	0	0	1	0	0	0
NZ_CP092492.1	0	11	0	0	0	0	0	0
NZ_CP092494.1	7	0	0	0	0	0	0	0
NZ_CP092495.1	7	0	0	0	0	0	0	0
NZ_CP092496.1	0	12	0	0	0	0	0	0
NZ_CP092502.1	0	0	0	0	2	0	1	0
NZ_CP092503.1	0	0	0	0	1	0	0	0
NZ_CP092513.1	0	12	0	0	1	0	0	0
NZ_CP092515.1	7	0	0	0	0	0	0	0
NZ_CP092520.1	0	0	0	0	1	0	0	0
NZ_CP092537.1	1	0	0	0	1	0	0	0
NZ_CP092570.1	1	0	1	0	0	0	1	0
NZ_CP092578.1	0	0	0	0	2	0	0	0
NZ_CP092579.1	0	0	0	0	1	0	0	0
NZ_CP092590.1	0	12	0	0	1	0	0	0
NZ_CP092591.1	0	0	13	0	0	0	1	0
NZ_CP092592.1	0	12	0	0	1	0	0	0
NZ_CP092594.1	0	0	1	0	0	0	0	0
NZ_CP092628.1	0	0	0	0	1	0	0	0
NZ_CP092633.1	0	12	0	0	0	0	0	0
NZ_CP092636.1	7	0	0	0	0	0	0	0
NZ_CP092642.1	2	0	0	0	1	0	4	0
NZ_CP092646.1	0	11	0	0	0	0	0	0
NZ_CP092650.1	7	0	0	0	0	0	0	0
NZ_CP092653.1	1	10	0	0	0	0	0	0
NZ_CP092654.1	0	12	0	0	1	0	0	0
NZ_CP092655.1	8	0	0	0	0	0	0	0
NZ_CP092659.1	0	0	0	0	0	0	1	0
NZ_CP092665.1	0	0	0	0	1	0	1	0
NZ_CP092667.1	0	0	0	0	1	0	0	0
NZ_CP092674.1	1	0	0	0	0	0	0	0
NZ_CP092684.1	0	11	0	0	0	0	0	0
NZ_CP092685.1	0	0	0	0	1	14	0	0
NZ_CP092686.1	8	0	0	0	0	0	0	0
NZ_CP092691.1	0	0	0	0	1	0	0	0
NZ_CP092718.1	0	12	0	0	1	0	0	0
NZ_CP092744.1	0	0	0	0	1	0	1	0
NZ_CP092754.1	0	10	0	0	1	0	1	0
NZ_CP092755.1	0	11	0	0	0	0	0	0
NZ_CP092757.1	6	0	0	0	0	0	0	0
NZ_CP092760.1	0	11	0	0	0	0	0	0
NZ_CP092761.1	0	12	0	0	0	0	0	0
NZ_CP092763.1	5	0	0	0	0	0	0	0
NZ_CP092766.1	0	11	0	0	1	0	0	0
NZ_CP092767.1	0	12	0	0	0	0	0	0
NZ_CP092769.1	7	0	0	0	0	0	0	0
NZ_CP092785.1	1	0	0	1	3	0	0	0
NZ_CP092788.1	0	2	0	0	1	0	0	0
NZ_CP092789.1	0	0	13	0	0	0	0	0
NZ_CP092790.1	7	0	0	0	0	0	0	0
NZ_CP092795.1	0	2	0	0	1	0	0	0
NZ_CP092796.1	0	0	13	0	0	0	0	0
NZ_CP092797.1	7	0	0	0	0	0	0	0
NZ_CP092834.1	0	0	0	1	2	0	0	0
NZ_CP092835.1	0	0	0	0	2	0	0	0
NZ_CP092838.1	0	0	0	0	1	0	0	0
NZ_CP092854.1	7	0	0	0	0	0	0	0
NZ_CP092862.1	1	12	0	0	1	0	0	0
NZ_CP092894.1	8	0	0	0	0	0	2	0
NZ_CP092895.1	8	0	0	0	0	0	0	0
NZ_CP092902.1	0	10	0	0	0	0	0	0
NZ_CP092903.1	0	12	0	0	0	0	0	0
NZ_CP092904.1	7	0	0	0	1	0	0	0
NZ_CP092908.1	0	0	0	0	2	0	0	0
NZ_CP092912.1	1	0	15	0	0	0	0	0
NZ_CP092919.1	6	0	0	0	0	0	0	0
NZ_CP092920.1	0	0	13	0	0	0	0	0
NZ_CP092921.1	6	0	0	0	0	0	0	0
NZ_CP092922.1	6	0	0	0	0	0	0	0
NZ_CP092924.1	7	0	0	0	0	0	0	0
NZ_CP092925.1	6	0	0	0	0	0	0	0
NZ_CP092969.1	8	0	0	0	1	0	2	0
NZ_CP092970.1	8	0	0	0	0	0	0	0
NZ_CP092974.1	0	12	0	0	1	0	0	0
NZ_CP092975.1	7	0	0	0	0	0	0	0
NZ_CP092976.1	6	0	0	0	0	0	0	0
NZ_CP092982.1	0	0	0	0	1	0	0	0
NZ_CP093017.1	1	2	0	0	0	0	0	0
NZ_CP093029.1	0	0	10	0	0	0	0	0
NZ_CP093050.1	0	0	1	0	0	0	0	0
NZ_CP093051.1	1	0	0	0	1	0	1	0
NZ_CP093069.1	1	0	15	0	0	0	0	0
NZ_CP093070.1	0	12	0	0	0	0	0	0
NZ_CP093152.1	0	12	0	0	1	0	0	0
NZ_CP093153.1	0	12	0	0	1	0	0	0
NZ_CP093155.1	1	12	0	0	0	1	0	0
NZ_CP093156.1	8	0	0	0	0	0	0	0
NZ_CP093174.1	1	0	0	0	2	0	1	0
NZ_CP093206.1	1	0	0	0	3	0	1	0
NZ_CP093213.1	1	0	0	0	6	0	0	0
NZ_CP093227.1	0	12	0	0	1	0	0	0
NZ_CP093229.1	1	0	15	0	0	0	0	0
NZ_CP093230.1	7	0	0	0	0	0	0	0
NZ_CP093240.1	1	0	13	0	0	0	0	0
NZ_CP093241.1	8	0	0	0	0	0	0	0
NZ_CP093243.1	0	12	0	0	0	0	0	0
NZ_CP093246.1	0	12	0	0	0	0	0	0
NZ_CP093250.1	0	11	0	0	0	0	0	0
NZ_CP093256.1	0	12	0	0	0	0	0	0
NZ_CP093261.1	0	12	0	0	0	0	0	0
NZ_CP093272.1	0	0	13	0	1	0	0	0
NZ_CP093277.1	0	12	0	0	1	0	0	0
NZ_CP093284.1	0	11	0	0	0	0	0	0
NZ_CP093285.1	1	0	15	0	0	0	0	0
NZ_CP093286.1	7	0	0	0	0	0	0	0
NZ_CP093292.1	0	0	0	1	2	0	0	0
NZ_CP093318.1	2	11	0	0	0	0	0	0
NZ_CP093319.1	0	12	0	0	0	0	0	0
NZ_CP093320.1	1	0	15	0	0	0	0	0
NZ_CP093325.1	3	1	0	0	4	1	3	1
NZ_CP093327.1	1	0	0	0	0	0	0	0
NZ_CP093338.1	1	0	0	0	0	0	0	0
NZ_CP093359.1	7	0	0	0	0	0	0	0
NZ_CP093360.1	0	0	0	0	1	0	0	0
NZ_CP093374.1	1	0	15	0	1	0	0	0
NZ_CP093377.1	0	12	0	0	0	0	0	0
NZ_CP093381.1	2	0	0	0	1	0	0	0
NZ_CP093382.1	1	0	0	0	1	0	0	0
NZ_CP093383.1	1	0	0	0	1	0	0	0
NZ_CP093385.1	0	0	0	0	1	0	0	0
NZ_CP093387.1	0	12	0	0	0	0	0	0
NZ_CP093393.1	7	0	0	0	0	0	0	0
NZ_CP093401.1	0	0	0	0	1	0	0	0
NZ_CP093404.1	0	11	0	0	0	0	0	0
NZ_CP093406.1	0	11	0	0	0	0	0	0
NZ_CP093408.1	0	11	0	0	0	0	0	0
NZ_CP093412.1	0	11	0	0	0	0	0	0
NZ_CP093414.1	1	0	0	0	0	0	0	0
NZ_CP093459.1	0	10	0	0	0	0	0	0
NZ_CP093460.1	0	12	0	0	1	0	0	0
NZ_CP093461.1	7	0	0	0	0	0	0	0
NZ_CP093466.1	0	12	0	0	1	0	0	0
NZ_CP093467.1	8	0	0	0	0	0	0	0
NZ_CP093468.1	6	0	0	0	0	0	0	0
NZ_CP093472.1	0	0	0	0	1	0	0	0
NZ_CP093473.1	7	0	0	0	0	0	0	0
NZ_CP093482.1	0	12	0	0	1	0	0	0
NZ_CP093483.1	0	0	13	0	0	0	0	0
NZ_CP093485.1	7	0	0	0	0	0	0	0
NZ_CP093487.1	8	0	0	0	0	0	0	0
NZ_CP093488.1	0	0	13	0	0	0	0	0
NZ_CP093490.1	0	0	0	0	0	0	1	0
NZ_CP093491.1	0	12	0	0	1	0	0	0
NZ_CP093492.1	7	0	0	0	0	0	0	0
NZ_CP093496.1	0	12	0	0	1	0	0	0
NZ_CP093497.1	1	12	0	0	0	0	0	0
NZ_CP093498.1	0	0	13	0	0	0	0	0
NZ_CP093499.1	8	0	0	0	0	0	0	0
NZ_CP093502.1	0	12	0	0	1	0	0	0
NZ_CP093504.1	7	0	0	0	0	0	0	0
NZ_CP093529.1	1	0	0	0	0	0	0	0
NZ_CP093530.1	8	0	0	0	0	0	0	0
NZ_CP093536.1	1	0	0	0	0	0	0	0
NZ_CP093537.1	6	0	0	0	0	0	0	0
NZ_CP093538.1	8	0	0	0	0	0	0	0
NZ_CP093541.1	0	0	0	0	1	0	0	0
NZ_CP093549.1	1	0	15	0	0	0	0	0
NZ_CP093550.1	0	12	0	0	1	0	1	0
NZ_CP093551.1	8	0	0	0	0	0	0	0
NZ_CP093853.1	0	10	0	0	0	0	0	0
NZ_CP093855.1	0	10	0	0	0	0	0	0
NZ_CP093857.1	0	12	0	0	0	0	0	0
NZ_CP093915.1	0	11	0	0	0	0	0	0
NZ_CP093916.1	0	12	0	0	0	0	0	0
NZ_CP093917.1	7	0	0	0	0	0	0	0
NZ_CP093922.1	0	12	0	0	1	0	0	0
NZ_CP093927.1	1	0	1	0	1	0	1	0
NZ_CP093929.1	1	0	0	1	1	0	0	1
NZ_CP093931.1	0	0	0	2	1	0	0	0
NZ_CP093936.1	1	0	0	0	1	0	0	0
NZ_CP093942.1	1	0	0	0	0	0	1	0
NZ_CP093943.1	0	0	0	5	1	0	0	0
NZ_CP093948.1	0	0	0	0	0	0	1	0
NZ_CP093954.1	0	0	0	0	0	0	1	0
NZ_CP093958.1	2	0	0	1	1	0	1	0
NZ_CP094077.1	0	0	0	0	1	0	0	0
NZ_CP094127.1	0	0	0	0	1	0	0	0
NZ_CP094152.1	0	0	0	0	1	0	0	0
NZ_CP094162.1	0	0	0	0	1	0	0	0
NZ_CP094198.1	1	0	15	0	0	0	0	0
NZ_CP094199.1	1	0	15	0	0	0	0	0
NZ_CP094200.1	1	0	15	0	0	0	0	0
NZ_CP094228.1	0	10	0	0	0	0	0	0
NZ_CP094231.1	1	0	0	0	0	0	1	0
NZ_CP094232.1	2	0	0	1	1	0	0	0
NZ_CP094261.1	0	12	0	0	1	0	0	0
NZ_CP094270.1	0	11	0	0	1	0	0	0
NZ_CP094273.1	0	12	0	0	1	0	0	0
NZ_CP094274.1	0	12	0	0	0	0	0	0
NZ_CP094275.1	7	0	0	0	0	0	0	0
NZ_CP094276.1	0	10	0	0	0	0	0	0
NZ_CP094278.1	0	0	13	0	0	0	0	0
NZ_CP094281.1	1	10	0	0	0	0	0	0
NZ_CP094284.1	0	0	0	0	1	0	0	0
NZ_CP094285.1	1	12	0	0	0	0	0	0
NZ_CP094295.1	0	0	0	0	1	0	0	0
NZ_CP094299.1	0	0	0	0	1	0	0	0
NZ_CP094303.1	0	12	0	0	0	0	0	0
NZ_CP094305.1	0	12	0	0	0	0	0	0
NZ_CP094307.1	0	12	0	0	0	0	0	0
NZ_CP094309.1	0	11	0	0	0	0	0	0
NZ_CP094310.1	0	12	0	0	0	0	0	0
NZ_CP094312.1	0	12	0	0	0	0	0	0
NZ_CP094314.1	0	12	0	0	0	0	0	0
NZ_CP094316.1	0	11	0	0	0	0	0	0
NZ_CP094318.1	0	12	0	0	0	0	0	0
NZ_CP094325.1	0	12	0	0	0	0	0	0
NZ_CP094333.1	1	0	15	0	0	0	0	0
NZ_CP094334.1	0	12	0	0	1	0	0	0
NZ_CP094340.1	0	1	0	0	0	0	0	0
NZ_CP094341.1	0	12	0	0	1	0	1	0
NZ_CP094342.1	0	10	0	0	0	0	0	0
NZ_CP094352.1	0	0	1	0	0	0	0	0
NZ_CP094382.1	0	0	1	0	0	0	0	0
NZ_CP094384.1	0	0	1	0	0	0	0	0
NZ_CP094386.1	1	0	0	0	1	0	1	0
NZ_CP094452.1	0	12	0	0	1	0	0	0
NZ_CP094453.1	0	11	0	0	1	0	0	0
NZ_CP094454.1	0	1	0	0	0	0	0	0
NZ_CP094456.1	1	0	0	1	2	0	0	0
NZ_CP094475.1	1	0	0	0	6	0	1	0
NZ_CP094480.1	0	12	0	0	0	0	0	0
NZ_CP094481.1	0	0	1	0	0	0	0	0
NZ_CP094491.1	1	0	0	0	0	0	0	0
NZ_CP094504.1	0	0	0	0	1	0	0	0
NZ_CP094505.1	0	0	0	0	5	0	0	0
NZ_CP094514.1	7	0	0	0	0	0	0	0
NZ_CP094520.1	8	0	0	0	0	0	2	0
NZ_CP094522.1	8	0	0	0	0	0	2	0
NZ_CP094524.1	8	0	0	0	0	0	2	0
NZ_CP094530.1	0	0	0	0	0	0	4	0
NZ_CP094536.1	2	0	0	0	0	0	5	0
NZ_CP094537.1	0	0	0	0	0	0	7	0
NZ_CP094542.1	0	0	0	0	1	0	0	0
NZ_CP094547.1	8	0	0	0	0	0	0	0
NZ_CP094563.1	0	0	0	0	1	0	0	0
NZ_CP094564.1	0	0	0	0	1	0	0	0
NZ_CP094566.1	0	0	0	0	1	0	0	0
NZ_CP094626.1	2	0	0	0	3	0	1	0
NZ_CP094627.1	2	0	0	2	1	0	0	0
NZ_CP094662.1	0	0	0	0	5	0	0	0
NZ_CP094671.1	0	0	0	0	0	0	1	0
NZ_CP094678.1	1	0	0	0	0	1	0	0
NZ_CP094708.1	0	0	0	0	0	0	1	0
NZ_CP094732.1	0	0	0	0	1	0	0	0
NZ_CP094804.1	0	0	0	0	1	0	0	0
NZ_CP094826.1	1	0	15	0	0	0	0	0
NZ_CP094829.1	8	0	0	0	1	0	0	0
NZ_CP094842.1	1	12	0	0	1	0	0	0
NZ_CP094843.1	0	7	0	0	0	0	0	0
NZ_CP094849.1	0	0	8	0	0	0	1	0
NZ_CP094852.1	7	0	0	0	0	0	0	0
NZ_CP094860.1	0	0	0	0	1	0	0	0
NZ_CP094866.1	0	0	0	0	1	0	0	0
NZ_CP094874.1	0	0	0	0	1	0	0	0
NZ_CP094934.1	0	0	0	0	2	0	0	0
NZ_CP094941.1	0	0	0	0	1	0	0	0
NZ_CP094947.1	0	0	0	0	5	0	0	0
NZ_CP094951.1	0	0	0	0	1	0	0	0
NZ_CP094989.1	1	0	15	0	0	0	0	0
NZ_CP094992.1	0	10	0	0	0	0	0	0
NZ_CP094993.1	2	11	0	0	0	0	0	0
NZ_CP094994.1	0	12	0	0	0	0	0	0
NZ_CP095000.1	0	10	0	0	0	0	0	0
NZ_CP095001.1	0	12	0	0	0	0	0	0
NZ_CP095002.1	1	12	0	0	0	0	0	0
NZ_CP095003.1	0	0	13	0	0	0	0	0
NZ_CP095004.1	0	10	0	0	0	0	0	0
NZ_CP095006.1	1	0	0	0	0	0	0	0
NZ_CP095007.1	1	0	0	0	0	0	0	0
NZ_CP095008.1	1	0	0	0	0	0	0	0
NZ_CP095009.1	1	0	0	0	0	0	0	0
NZ_CP095012.1	1	0	0	0	1	0	0	0
NZ_CP095047.1	0	0	0	0	0	0	7	0
NZ_CP095048.1	1	0	0	0	0	0	4	0
NZ_CP095054.1	1	0	0	0	0	0	7	0
NZ_CP095057.1	2	0	0	0	0	0	5	0
NZ_CP095063.1	1	0	0	0	0	0	0	0
NZ_CP095064.1	1	0	0	0	0	0	0	0
NZ_CP095066.1	0	0	0	0	0	0	7	0
NZ_CP095070.1	0	0	0	0	1	0	0	0
NZ_CP095076.1	0	0	0	0	5	0	0	0
NZ_CP095084.1	0	11	0	0	0	0	0	0
NZ_CP095087.1	0	12	0	0	1	0	1	0
NZ_CP095122.1	0	12	0	0	0	0	0	0
NZ_CP095123.1	8	0	0	0	0	0	0	0
NZ_CP095127.1	0	0	0	0	1	0	0	0
NZ_CP095128.1	0	2	0	0	0	0	0	0
NZ_CP095133.1	0	12	0	0	1	0	0	0
NZ_CP095138.1	0	12	0	0	1	0	0	0
NZ_CP095141.1	0	12	0	0	1	0	0	0
NZ_CP095142.1	8	0	0	0	0	0	0	0
NZ_CP095146.1	0	12	0	0	1	0	0	0
NZ_CP095151.1	0	12	0	0	1	0	0	0
NZ_CP095153.1	0	12	0	0	1	0	0	0
NZ_CP095156.1	0	12	0	0	0	0	0	0
NZ_CP095164.1	6	9	0	0	0	0	0	0
NZ_CP095166.1	0	11	0	0	0	0	0	0
NZ_CP095167.1	0	0	0	0	2	0	0	0
NZ_CP095171.1	0	12	0	0	0	0	0	0
NZ_CP095178.1	0	2	0	0	0	0	0	0
NZ_CP095181.1	0	12	0	0	1	0	0	0
NZ_CP095235.1	0	12	0	0	1	0	0	0
NZ_CP095242.1	0	2	0	0	1	0	0	0
NZ_CP095243.1	0	0	13	0	0	0	0	0
NZ_CP095248.1	0	12	0	0	1	0	0	0
NZ_CP095249.1	0	0	13	0	0	0	0	0
NZ_CP095254.1	0	0	0	0	1	0	0	0
NZ_CP095255.1	0	1	0	0	0	0	0	0
NZ_CP095256.1	0	12	0	0	0	0	0	0
NZ_CP095265.1	0	2	0	0	1	0	0	0
NZ_CP095266.1	0	0	13	0	0	0	0	0
NZ_CP095272.1	0	12	0	0	0	0	0	0
NZ_CP095273.1	1	0	15	0	0	0	0	0
NZ_CP095275.1	0	0	0	0	1	0	0	0
NZ_CP095279.1	7	0	0	0	0	0	0	0
NZ_CP095281.1	1	11	0	0	0	0	0	0
NZ_CP095282.1	0	12	0	0	0	0	0	0
NZ_CP095284.1	8	0	0	0	0	0	0	0
NZ_CP095378.1	1	0	0	1	1	0	0	0
NZ_CP095379.1	0	0	0	0	1	0	0	0
NZ_CP095387.1	0	0	0	0	5	0	0	0
NZ_CP095399.1	0	0	0	0	1	0	0	0
NZ_CP095404.2	2	0	0	0	1	0	0	0
NZ_CP095405.1	0	0	0	0	1	0	0	0
NZ_CP095422.1	0	0	0	0	1	0	0	0
NZ_CP095423.1	0	3	0	0	0	0	0	0
NZ_CP095427.1	0	3	0	0	0	0	0	0
NZ_CP095429.1	0	0	0	0	1	0	0	0
NZ_CP095430.1	0	12	0	0	0	0	0	0
NZ_CP095431.1	0	2	0	0	0	0	0	0
NZ_CP095444.1	0	12	0	0	0	0	1	0
NZ_CP095449.1	0	12	0	0	0	0	0	0
NZ_CP095450.1	1	0	15	0	0	0	0	0
NZ_CP095452.1	7	0	0	0	0	0	0	0
NZ_CP095479.1	0	0	0	0	1	0	0	0
NZ_CP095480.1	0	0	0	0	1	0	0	0
NZ_CP095485.1	1	0	0	0	1	0	0	0
NZ_CP095490.1	1	0	0	0	0	0	0	0
NZ_CP095502.1	0	0	0	0	1	0	0	0
NZ_CP095504.1	0	11	0	0	1	0	0	0
NZ_CP095506.1	0	12	0	0	1	0	0	0
NZ_CP095511.1	0	12	0	0	1	0	0	0
NZ_CP095515.1	0	12	0	0	0	0	0	0
NZ_CP095517.1	0	12	0	0	1	0	0	0
NZ_CP095519.1	0	11	0	0	1	0	0	0
NZ_CP095521.1	8	0	0	0	0	0	0	0
NZ_CP095522.1	0	8	0	0	0	0	0	0
NZ_CP095524.1	0	12	0	0	1	0	0	0
NZ_CP095525.1	0	12	0	0	1	0	0	0
NZ_CP095528.1	0	12	0	0	1	0	0	0
NZ_CP095530.1	0	12	0	0	1	0	0	0
NZ_CP095531.1	1	0	13	0	0	0	0	0
NZ_CP095534.1	1	0	4	0	0	0	0	0
NZ_CP095535.1	0	12	0	0	0	0	0	0
NZ_CP095539.1	0	12	0	0	1	0	0	0
NZ_CP095541.1	0	12	0	0	1	0	0	0
NZ_CP095553.1	0	0	0	0	1	0	0	0
NZ_CP095558.1	0	1	0	0	0	0	0	0
NZ_CP095567.1	2	8	0	0	0	0	0	0
NZ_CP095568.1	6	0	0	0	0	0	0	0
NZ_CP095570.1	2	12	0	0	1	0	0	0
NZ_CP095571.1	0	1	0	0	0	0	0	0
NZ_CP095572.1	2	11	0	0	0	0	0	0
NZ_CP095573.1	7	0	0	0	0	0	0	0
NZ_CP095574.1	0	12	0	0	1	0	0	0
NZ_CP095576.1	0	12	0	0	1	0	0	0
NZ_CP095577.1	0	10	0	0	0	0	0	0
NZ_CP095578.1	0	10	0	0	0	0	0	0
NZ_CP095579.1	0	12	0	0	1	0	0	0
NZ_CP095580.1	0	12	0	0	1	0	0	0
NZ_CP095583.1	0	12	0	0	1	0	0	0
NZ_CP095584.1	0	12	0	0	1	0	0	0
NZ_CP095587.1	7	0	0	0	0	0	0	0
NZ_CP095588.1	2	12	0	0	1	0	0	0
NZ_CP095589.1	7	0	0	0	0	0	0	0
NZ_CP095590.1	6	0	0	0	0	0	0	0
NZ_CP095591.1	2	12	0	0	0	0	0	0
NZ_CP095592.1	2	12	0	0	0	0	0	0
NZ_CP095593.1	2	12	0	0	0	0	0	0
NZ_CP095594.1	0	12	0	0	1	0	0	0
NZ_CP095595.1	0	12	0	0	1	0	0	0
NZ_CP095596.1	0	12	0	0	0	0	0	0
NZ_CP095597.1	2	8	0	0	0	0	0	0
NZ_CP095598.1	0	12	0	0	0	0	0	0
NZ_CP095599.1	2	8	0	0	0	0	0	0
NZ_CP095600.1	0	12	0	0	0	0	0	0
NZ_CP095601.1	0	12	0	0	1	0	0	0
NZ_CP095602.1	0	12	0	0	0	0	0	0
NZ_CP095603.1	2	11	0	0	0	0	0	0
NZ_CP095604.1	0	11	0	0	0	0	0	0
NZ_CP095606.1	0	12	0	0	1	0	0	0
NZ_CP095607.1	0	0	0	0	1	0	0	0
NZ_CP095608.1	0	12	0	0	1	0	0	0
NZ_CP095609.1	2	7	0	0	0	0	0	0
NZ_CP095610.1	0	12	0	0	1	0	0	0
NZ_CP095611.1	0	12	0	0	1	0	0	0
NZ_CP095612.1	0	12	0	0	0	0	0	0
NZ_CP095613.1	0	12	0	0	1	0	0	0
NZ_CP095614.1	7	0	0	0	0	0	0	0
NZ_CP095615.1	0	12	0	0	1	0	0	0
NZ_CP095616.1	0	8	0	0	1	0	0	0
NZ_CP095617.1	7	0	0	0	0	0	0	0
NZ_CP095618.1	0	12	0	0	1	0	0	0
NZ_CP095619.1	0	11	0	0	1	0	0	0
NZ_CP095620.1	2	8	0	0	0	0	0	0
NZ_CP095621.1	0	12	0	0	1	0	0	0
NZ_CP095622.1	0	12	0	0	1	0	0	0
NZ_CP095624.1	0	12	0	0	0	0	0	0
NZ_CP095625.1	0	5	0	0	0	0	0	0
NZ_CP095626.1	0	12	0	0	1	0	0	0
NZ_CP095627.1	7	0	0	0	0	0	0	0
NZ_CP095628.1	0	12	0	0	1	0	0	0
NZ_CP095630.1	0	12	0	0	1	0	0	0
NZ_CP095631.1	0	10	0	0	0	0	0	0
NZ_CP095632.1	0	12	0	0	1	0	0	0
NZ_CP095633.1	0	10	0	0	0	0	0	0
NZ_CP095634.1	0	12	0	0	1	0	0	0
NZ_CP095635.1	0	12	0	0	1	0	0	0
NZ_CP095636.1	0	12	0	0	0	0	0	0
NZ_CP095637.1	0	12	0	0	1	0	0	0
NZ_CP095638.1	0	12	0	0	1	0	0	0
NZ_CP095639.1	0	12	0	0	1	0	0	0
