query_idx	aa_len	best_named_family	evalue_3di	assigned
1434	84	Eex_IncN	3.877e-01	0
1435	66	TrbK_RP4	1.885e-01	0
1436	210	ExcA	2.508e+00	0
1437	72	Eex_IncN	4.066e-01	0
1438	183	Eex_IncN	4.819e-01	0
1439	183	Eex_IncN	2.039e+00	0
1440	111	Eex_IncN	1.815e+00	0
1441	124	Eex_IncN	1.971e-02	1
1442	124	Eex_IncN	1.900e-02	1
1443	402	ExcA	1.375e+00	0
1444	164	ExcA	5.927e-09	1
1445	164	ExcA	3.884e-09	1
1446	57	TrbK_RP4	6.493e-01	0
1447	57	Eex_IncN	4.323e-01	0
1448	144	Eex_IncN	2.543e-01	0
1449	225	TraS	1.265e-01	0
1450	95	Eex_IncN	4.184e-01	0
1451	74	TrbK_RP4	9.925e-01	0
1452	163	Eex_IncN	1.813e-01	0
1453	65	TrbK_RP4	2.696e-01	0
1454	65	TrbK_RP4	7.751e-02	0
1455	66	TrbK_RP4	6.999e-01	0
1456	163	TraS	6.876e-03	1
1457	54	TraS	5.087e-01	0
1458	560	TrbK_RP4	1.325e-22	1
1459	68	TraS	7.740e-01	0
1460	196	TraS	1.129e-01	0
1461	177	TrbK_RP4	1.981e-01	0
1462	225	ExcA	2.066e-01	0
1463	218	ExcA	3.449e-01	0
1464	187	ExcA	3.970e-11	1
1465	185	ExcA	2.623e-11	1
1466	176	TraS	2.122e-03	1
1467	361	TraS	2.301e-02	0
1468	130	TraS	1.621e+00	0
1469	59	TrbK_RP4	2.536e+00	0
1470	284	TraS	1.787e-03	1
1471	185	TraS	9.355e-01	0
1472	185	TraS	1.518e+00	0
1473	185	TraS	1.238e+00	0
1474	185	TraS	5.251e-01	0
1475	185	TraS	5.210e-01	0
1476	155	TraS	5.190e-01	0
1477	185	TraS	1.207e+00	0
1478	452	TrbK_RP4	5.553e-21	1
1479	57	TrbK_RP4	5.558e-01	0
1480	443	TrbK_RP4	1.024e-20	1
1481	146	Eex_IncN	7.853e-01	0
1482	89	TrbK_RP4	5.749e-01	0
1483	82	TrbK_RP4	6.855e-02	0
1484	57	TrbK_RP4	9.044e-01	0
1485	57	TrbK_RP4	7.603e-01	0
1486	57	TrbK_RP4	5.083e-01	0
1487	57	Eex_IncN	1.046e+00	0
1488	57	TraS	9.480e-01	0
1489	57	Eex_IncN	1.214e+00	0
1490	234	Eex_IncN	1.236e+00	0
1491	641	TrbK_RP4	9.390e-02	0
1492	191	TraS	1.802e-01	0
1493	141	Eex_IncN	7.919e-01	0
1494	480	TrbK_RP4	4.883e-23	1
1495	550	TrbK_RP4	8.061e-23	1
1496	550	TrbK_RP4	7.850e-23	1
1497	544	TrbK_RP4	3.733e-23	1
1498	224	ExcA	4.322e-01	0
1499	61	TrbK_RP4	2.912e-01	0
1500	128	TrbK_RP4	1.248e+00	0
1501	157	TraS	3.992e-03	1
1502	607	TraS	8.277e-01	0
1503	66	TrbK_RP4	2.819e-01	0
1504	57	TrbK_RP4	5.345e-01	0
1505	80			0
1506	104	TrbK_RP4	1.797e+00	0
1507	120	TraS	1.957e+00	0
1508	57	TrbK_RP4	1.264e+00	0
1509	103	TraS	1.226e+00	0
1510	144	Eex_IncN	6.042e-01	0
1511	66	Eex_IncN	1.562e+00	0
1512	83	Eex_IncN	9.478e-01	0
1513	83	Eex_IncN	8.853e-01	0
1514	83	Eex_IncN	8.853e-01	0
1515	192	TraS	5.623e-02	0
1516	192	TraS	1.403e-01	0
1517	191	TraS	2.048e-01	0
1518	191	TraS	6.725e-01	0
1519	170	ExcA	8.352e-09	1
1520	90	Eex_IncN	1.594e-02	1
1521	165	TraS	6.806e-01	0
1522	553	TraS	1.163e+00	0
1523	467	Eex_IncN	3.346e-01	0
1524	65	Eex_IncN	2.190e+00	0
1525	54	Eex_IncN	1.893e+00	0
1526	65	Eex_IncN	1.304e+00	0
1527	415	TrbK_RP4	9.778e-01	0
1528	416	TrbK_RP4	9.736e-01	0
1529	322	TraS	4.812e-01	0
1530	124	Eex_IncN	7.055e-02	0
1531	187	ExcA	1.051e+00	0
1532	188	Eex_IncN	4.133e-01	0
1533	123	Eex_IncN	1.832e+00	0
1534	216	TraS	9.205e-04	1
1535	135	ExcA	5.647e-01	0
1536	190	TraS	1.388e+00	0
1537	131	Eex_IncN	1.198e+00	0
1538	137	Eex_IncN	3.718e+00	0
1539	128	ExcA	6.374e-01	0
1540	359	TrbK_RP4	3.358e-09	1
1541	359	TrbK_RP4	2.530e-09	1
1542	281	TrbK_RP4	2.135e-07	1
1543	359	TrbK_RP4	3.171e-09	1
1544	190	TrbK_RP4	1.207e-03	1
1545	359	TrbK_RP4	3.442e-09	1
1546	359	TrbK_RP4	4.330e-09	1
1547	124	ExcA	3.711e-01	0
1548	221	ExcA	1.407e-01	0
1549	221	ExcA	6.061e-02	0
1550	221	ExcA	9.012e-02	0
1551	221	ExcA	9.848e-02	0
1552	221	ExcA	1.575e-01	0
1553	149	Eex_IncN	1.259e+00	0
1554	357	TrbK_RP4	9.999e-09	1
1555	653	TraS	8.612e-01	0
1556	653	TraS	1.224e+00	0
1557	653	TraS	9.993e-01	0
1558	189	ExcA	2.603e-02	0
1559	92	Eex_IncN	7.659e-01	0
1560	111	Eex_IncN	1.585e+00	0
1561	111	TraS	1.711e+00	0
1562	111	Eex_IncN	1.582e+00	0
1563	216	TraS	1.422e-02	1
1564	216	TraS	1.203e-02	1
1565	491	Eex_IncN	2.723e+00	0
1566	81	Eex_IncN	1.592e-01	0
1567	81	Eex_IncN	3.691e-01	0
1568	81	TrbK_RP4	4.687e-01	0
1569	81	Eex_IncN	2.107e-01	0
1570	221	ExcA	7.910e-02	0
1571	43	Eex_IncN	9.386e+00	0
1572	326	ExcA	1.543e-01	0
1573	326	ExcA	1.513e-01	0
1574	330	ExcA	1.923e-01	0
1575	326	ExcA	1.520e-01	0
1576	326	ExcA	1.461e-01	0
1577	326	ExcA	1.674e-01	0
1578	137	Eex_IncN	1.369e+00	0
1579	229	ExcA	5.659e-01	0
1580	237	Eex_IncN	6.545e-01	0
1581	584	ExcA	3.285e-01	0
1582	691	TraS	5.623e-01	0
1583	691	TraS	8.785e-01	0
1584	691	TraS	1.113e+00	0
1585	175	TraS	3.248e-02	0
1586	141	Eex_IncN	1.138e+00	0
1587	225	ExcA	1.502e-01	0
1588	74	TrbK_RP4	1.239e+00	0
1589	226	ExcA	4.545e-01	0
1590	225	ExcA	8.020e-02	0
1591	86	ExcA	1.361e-01	0
1592	86	ExcA	3.115e-01	0
1593	219	TraS	3.586e-04	1
1594	178	TrbK_RP4	2.799e+00	0
1595	178	TrbK_RP4	2.211e+00	0
1596	142	Eex_IncN	4.116e-01	0
1597	74	TrbK_RP4	8.304e-01	0
1598	311	ExcA	2.750e-01	0
1599	379	TrbK_RP4	3.358e-08	1
1600	208	ExcA	9.458e-01	0
1601	178	TraS	6.302e-02	0
1602	116	TraS	1.740e+00	0
1603	119	Eex_IncN	4.355e+00	0
1604	591	TraS	1.298e+00	0
1605	624	Eex_IncN	8.280e-01	0
1606	205	Eex_IncN	1.161e+00	0
1607	170	ExcA	2.743e-02	0
1608	207	TraS	2.732e-02	0
1609	220	Eex_IncN	6.083e-01	0
1610	72	ExcA	3.690e+00	0
1611	108	ExcA	2.115e-01	0
1612	189	TraS	1.578e-01	0
1613	189	TraS	2.970e-02	0
1614	123	TraS	2.777e-01	0
1615	119	Eex_IncN	8.522e-01	0
1616	119	Eex_IncN	1.401e+00	0
1617	165	Eex_IncN	2.708e+00	0
1618	165	Eex_IncN	2.291e+00	0
1619	74	TrbK_RP4	2.441e-01	0
1620	111	Eex_IncN	9.400e-01	0
1621	191	TraS	1.334e-01	0
1622	76	Eex_IncN	1.409e+00	0
1623	623	TraS	7.856e-01	0
1624	319	ExcA	2.569e-02	0
1625	319	ExcA	3.257e-02	0
1626	297	TraS	1.888e-03	1
1627	297	TraS	2.207e-03	1
1628	965	TraS	1.398e+00	0
1629	60	Eex_IncN	2.022e+00	0
1630	340	TrbK_RP4	2.082e-08	1
1631	402	ExcA	1.645e-01	0
1632	126	ExcA	1.826e+00	0
1633	183	ExcA	1.376e-01	0
1634	184	ExcA	4.869e-01	0
1635	194	ExcA	9.373e-02	0
1636	194	TraS	7.814e-01	0
1637	325	TrbK_RP4	8.730e-09	1
1638	61	Eex_IncN	5.391e+00	0
1639	162	ExcA	2.143e+00	0
1640	63	TrbK_RP4	9.913e-01	0
1641	691	TraS	2.349e-01	0
1642	338	ExcA	2.286e+00	0
1643	372	TrbK_RP4	4.364e-01	0
1644	83	ExcA	2.257e+00	0
1645	99	TraS	3.024e+00	0
1646	84	TrbK_RP4	6.720e-01	0
1647	221	ExcA	3.945e-01	0
1648	221	ExcA	6.426e-01	0
1649	459	TraS	1.810e+00	0
1650	458	TraS	1.241e+00	0
1651	215	ExcA	1.226e-01	0
1652	77	TrbK_RP4	5.930e-01	0
1653	77	TrbK_RP4	5.239e-01	0
1654	331	TrbK_RP4	1.155e-09	1
1655	351	TrbK_RP4	3.237e-09	1
1656	137	Eex_IncN	4.403e+00	0
1657	344	Eex_IncN	1.073e+00	0
1658	80	ExcA	6.033e-01	0
1659	80	ExcA	9.921e-01	0
1660	34	TrbK_RP4	9.268e+00	0
1661	640	Eex_IncN	1.493e+00	0
1662	560	TraS	1.282e+00	0
1663	558	ExcA	1.701e+00	0
1664	558	Eex_IncN	2.433e+00	0
1665	177	TraS	1.789e-01	0
1666	178	TraS	2.675e-01	0
1667	192	ExcA	2.141e+00	0
1668	204	TraS	4.975e-01	0
1669	141	Eex_IncN	4.991e-01	0
1670	141	Eex_IncN	1.036e+00	0
1671	141	Eex_IncN	1.763e+00	0
1672	141	Eex_IncN	1.580e+00	0
1673	141	Eex_IncN	1.047e+00	0
1674	141	TraS	1.173e+00	0
1675	141	Eex_IncN	7.742e-01	0
1676	125	ExcA	2.601e-02	0
1677	424	TraS	5.475e-01	0
1678	70	ExcA	1.422e+00	0
1679	393	TrbK_RP4	2.879e-14	1
1680	177	TraS	5.684e-03	1
1681	177	TraS	7.235e-02	0
1682	177	TraS	3.441e-03	1
1683	175	TraS	1.722e-01	0
1684	621	TraS	4.606e-01	0
1685	575	TrbK_RP4	3.679e-01	0
1686	225	ExcA	1.650e-01	0
1687	225	ExcA	8.559e-02	0
1688	156	ExcA	1.444e-08	1
1689	229	TraS	9.456e-04	1
1690	229	TraS	1.334e-03	1
1691	229	TraS	1.787e-03	1
1692	229	TraS	3.697e-03	1
1693	229	TraS	5.710e-03	1
1694	229	TraS	2.003e-03	1
1695	229	TraS	1.392e-03	1
1696	229	TraS	2.394e-03	1
1697	229	TraS	1.787e-03	1
1698	108	Eex_IncN	8.897e-01	0
1699	108	Eex_IncN	6.201e-01	0
1700	108	Eex_IncN	8.958e-01	0
1701	297	Eex_IncN	1.476e+00	0
1702	63	TrbK_RP4	5.055e-01	0
1703	99	Eex_IncN	3.329e-01	0
1704	610	TraS	3.129e+00	0
1705	137	TraS	1.210e-01	0
1706	418	TrbK_RP4	1.944e-09	1
1707	225	Eex_IncN	1.043e+00	0
1708	37	TraS	7.852e+00	0
1709	542	TrbK_RP4	7.139e-12	1
1710	104	Eex_IncN	1.818e+00	0
1711	105	ExcA	1.990e+00	0
1712	141	Eex_IncN	1.393e+00	0
1713	198	TraS	4.061e-02	0
1714	107	Eex_IncN	2.416e-02	0
1715	147	Eex_IncN	5.323e-01	0
1716	77	TrbK_RP4	7.441e-01	0
1717	82	Eex_IncN	1.421e+00	0
1718	82	Eex_IncN	1.825e+00	0
1719	231	ExcA	6.778e-01	0
1720	231	ExcA	1.608e+00	0
1721	173	ExcA	6.038e-02	0
1722	408	TrbK_RP4	5.710e-01	0
1723	153	ExcA	2.263e-01	0
1724	441	TrbK_RP4	2.696e-13	1
1725	286	TrbK_RP4	1.842e-01	0
1726	81	Eex_IncN	3.499e-01	0
1727	89	ExcA	1.340e-10	1
1728	317	TraS	1.140e-02	1
1729	615	TraS	6.234e-02	0
1730	615	TraS	2.455e-02	0
1731	60	TrbK_RP4	2.420e+00	0
1732	604	TraS	2.981e-01	0
1733	604	TraS	3.356e-01	0
1734	604	TraS	2.177e-01	0
1735	604	TraS	3.075e-01	0
1736	188	TraS	1.716e-03	1
1737	388	TrbK_RP4	2.140e-14	1
1738	664	ExcA	1.801e+00	0
1739	664	ExcA	2.147e+00	0
1740	57	TrbK_RP4	1.012e+00	0
1741	123	TraS	2.730e-01	0
1742	141	Eex_IncN	2.389e+00	0
1743	392	TrbK_RP4	1.061e-14	1
1744	225	TraS	1.411e+00	0
1745	414	TrbK_RP4	6.368e-17	1
1746	66	Eex_IncN	1.311e+00	0
1747	64	TrbK_RP4	1.056e+00	0
1748	392	TrbK_RP4	3.106e-15	1
1749	392	TrbK_RP4	1.725e-14	1
1750	392	TrbK_RP4	9.913e-15	1
1751	392	TrbK_RP4	5.190e-15	1
1752	392	TrbK_RP4	5.891e-15	1
1753	392	TrbK_RP4	7.266e-14	1
1754	385	TrbK_RP4	1.715e-15	1
1755	46	Eex_IncN	5.266e-01	0
1756	395	TrbK_RP4	1.836e-14	1
1757	77	TrbK_RP4	6.000e-01	0
1758	77	TrbK_RP4	1.890e-01	0
1759	517	Eex_IncN	4.266e+00	0
1760	375	TrbK_RP4	4.921e-14	1
1761	609	TraS	6.632e-02	0
1762	303	TraS	1.026e-01	0
1763	283	TrbK_RP4	1.129e-01	0
1764	231	ExcA	3.312e+00	0
1765	231	ExcA	2.066e+00	0
1766	141	Eex_IncN	2.253e+00	0
1767	121	TraS	3.000e-01	0
1768	64	TraS	3.100e+00	0
1769	941	TrbK_RP4	2.904e-01	0
1770	76	TraS	4.382e+00	0
1771	218	ExcA	7.222e-01	0
1772	218	ExcA	4.882e-01	0
1773	218	ExcA	3.643e-01	0
1774	218	ExcA	2.321e-01	0
1775	218	ExcA	2.381e-01	0
1776	218	ExcA	2.840e-01	0
1777	218	ExcA	2.767e-01	0
1778	218	ExcA	3.433e-01	0
1779	166	Eex_IncN	4.852e-01	0
1780	218	ExcA	3.388e-01	0
1781	218	ExcA	3.388e-01	0
1782	218	ExcA	2.685e-01	0
1783	218	ExcA	2.527e-01	0
1784	218	ExcA	3.242e-01	0
1785	218	ExcA	2.352e-01	0
1786	218	ExcA	3.057e-01	0
1787	218	ExcA	3.509e-01	0
1788	218	ExcA	3.011e-01	0
1789	228	ExcA	1.803e-01	0
1790	131	ExcA	9.347e-01	0
1791	119	TraS	1.245e+00	0
1792	64	ExcA	7.827e-01	0
1793	64	TraS	3.892e+00	0
1794	64	TraS	5.362e+00	0
1795	170	TraS	3.387e-04	1
1796	125	TraS	1.938e-01	0
1797	127	TraS	1.677e-01	0
1798	127	TraS	2.091e-01	0
1799	127	TraS	2.541e-01	0
1800	126	TraS	7.918e-02	0
1801	125	TraS	1.812e+00	0
1802	216	TraS	4.132e-02	0
1803	69	TraS	2.099e+00	0
1804	190	TraS	3.401e-02	0
1805	190	TraS	2.893e-02	0
1806	192	TraS	3.104e-02	0
1807	396	TrbK_RP4	1.144e-14	1
1808	396	TrbK_RP4	2.087e-15	1
1809	112	TraS	6.860e-02	0
1810	123	ExcA	1.321e+00	0
1811	70	TrbK_RP4	5.805e-01	0
1812	165	ExcA	8.145e-02	0
1813	70	TrbK_RP4	1.486e+00	0
1814	391	TrbK_RP4	3.426e-14	1
1815	181	TraS	3.308e-02	0
1816	598	TraS	3.829e-02	0
1817	606	TraS	5.397e-02	0
1818	599	TraS	1.042e-01	0
1819	197	TraS	9.115e-02	0
1820	203	TraS	2.774e+00	0
1821	203	TraS	2.634e+00	0
1822	207	TraS	1.245e+00	0
1823	60	Eex_IncN	8.174e+00	0
1824	902	TrbK_RP4	1.546e+00	0
1825	81	TraS	3.275e+00	0
1826	81	Eex_IncN	3.730e+00	0
1827	81	ExcA	2.623e+00	0
1828	884	TrbK_RP4	1.550e-01	0
1829	71	Eex_IncN	3.707e+00	0
1830	126	TraS	2.826e+00	0
1831	83	ExcA	7.863e-01	0
1832	344	TrbK_RP4	8.342e-06	1
1833	477	TrbK_RP4	1.104e-10	1
1834	333	TrbK_RP4	8.351e-09	1
1835	395	TrbK_RP4	4.054e-14	1
1836	243	TraS	1.009e-03	1
1837	243	TraS	7.320e-03	1
1838	58	TraS	2.329e+00	0
1839	58	Eex_IncN	1.818e+00	0
1840	58	TraS	1.969e+00	0
1841	58	TraS	1.914e+00	0
1842	58	TraS	1.561e+00	0
1843	58	TraS	2.051e+00	0
1844	58	TraS	1.352e+00	0
1845	58	TraS	2.020e+00	0
1846	63	Eex_IncN	1.010e+00	0
1847	58	TraS	1.336e+00	0
1848	58	TraS	1.666e+00	0
1849	56	TraS	1.423e+00	0
1850	58	TraS	1.776e+00	0
1851	58	TraS	2.101e+00	0
1852	60	Eex_IncN	2.155e+00	0
1853	57	TraS	1.684e+00	0
1854	256	TraS	5.929e-01	0
1855	256	TraS	5.789e-01	0
1856	59	Eex_IncN	1.549e+00	0
1857	982	TrbK_RP4	6.497e-01	0
1858	67	TrbK_RP4	8.915e-01	0
1859	67	TrbK_RP4	5.659e-01	0
1860	67	TrbK_RP4	9.834e-01	0
1861	67	Eex_IncN	7.188e-01	0
1862	67	Eex_IncN	1.048e+00	0
1863	67	Eex_IncN	4.398e-01	0
1864	67	TrbK_RP4	6.968e-01	0
1865	278	TraS	2.910e-01	0
1866	256	TraS	2.832e-01	0
1867	395	TrbK_RP4	5.022e-15	1
1868	395	TrbK_RP4	9.413e-15	1
1869	395	TrbK_RP4	1.021e-14	1
1870	392	TrbK_RP4	7.667e-15	1
1871	395	TrbK_RP4	6.925e-15	1
1872	395	TrbK_RP4	8.642e-15	1
1873	78	Eex_IncN	4.979e+00	0
1874	75	ExcA	4.597e+00	0
1875	77	ExcA	1.920e+00	0
1876	77	TraS	5.063e+00	0
1877	192	TraS	2.204e-01	0
1878	192	TraS	2.141e-01	0
1879	396	TrbK_RP4	1.445e-14	1
1880	531	TrbK_RP4	2.532e-34	1
1881	393	TrbK_RP4	1.333e-14	1
1882	396	TrbK_RP4	2.294e-15	1
1883	396	TrbK_RP4	7.031e-15	1
1884	396	TrbK_RP4	2.591e-15	1
1885	401	TrbK_RP4	2.537e-15	1
1886	32	Eex_IncN	5.377e+00	0
1887	76	TraS	3.113e+00	0
1888	335	Eex_IncN	3.081e+00	0
1889	294	Eex_IncN	2.813e+00	0
1890	146	TraS	1.954e-01	0
1891	447	TraS	3.149e+00	0
1892	169	Eex_IncN	8.839e-01	0
1893	574	TraS	9.401e-02	0
1894	894	TraS	4.716e-01	0
1895	310	TrbK_RP4	1.885e-08	1
1896	317	TraS	7.828e-01	0
1897	249	TraS	1.465e+00	0
1898	76	Eex_IncN	2.963e+00	0
1899	311	TrbK_RP4	2.396e-07	1
1900	311	TrbK_RP4	1.754e-08	1
1901	311	TrbK_RP4	8.194e-09	1
1902	311	TrbK_RP4	1.960e-08	1
1903	104	ExcA	1.533e+00	0
1904	185	TraS	4.212e-02	0
1905	185	TraS	3.320e-02	0
1906	185	TraS	2.379e-02	0
1907	350	TrbK_RP4	6.579e-11	1
1908	151	Eex_IncN	1.910e-01	0
1909	203	TraS	3.184e-02	0
1910	936	TraS	8.568e-01	0
1911	113	TrbK_RP4	1.385e+00	0
1912	120	Eex_IncN	1.998e+00	0
1913	97	TraS	3.071e+00	0
1914	217	ExcA	3.666e-01	0
1915	217	ExcA	2.949e-01	0
1916	217	ExcA	2.833e-01	0
1917	217	ExcA	6.396e-01	0
1918	307	ExcA	3.550e+00	0
1919	307	ExcA	1.519e+00	0
1920	307	ExcA	1.619e+00	0
1921	307	ExcA	1.295e+00	0
1922	307	ExcA	1.454e+00	0
1923	120	TraS	5.784e+00	0
1924	325	TrbK_RP4	4.066e-08	1
1925	82	Eex_IncN	3.212e+00	0
1926	82	ExcA	2.151e+00	0
1927	217	ExcA	2.500e-01	0
1928	217	ExcA	3.515e-01	0
1929	217	ExcA	5.448e-01	0
1930	217	ExcA	4.837e-01	0
1931	217	ExcA	6.116e-01	0
1932	217	ExcA	5.867e-01	0
1933	217	ExcA	3.956e-01	0
1934	217	ExcA	3.515e-01	0
1935	217	ExcA	4.102e-01	0
1936	217	ExcA	4.298e-01	0
1937	217	ExcA	2.786e-01	0
1938	217	ExcA	4.197e-01	0
1939	217	ExcA	3.956e-01	0
1940	217	ExcA	4.834e-01	0
1941	217	ExcA	5.437e-01	0
1942	217	ExcA	4.452e-01	0
1943	217	ExcA	3.956e-01	0
1944	217	ExcA	5.546e-01	0
1945	217	ExcA	6.957e-01	0
1946	217	ExcA	5.433e-01	0
1947	217	ExcA	3.821e-01	0
1948	217	ExcA	3.389e-01	0
1949	217	ExcA	4.548e-01	0
1950	172	Eex_IncN	1.363e+00	0
1951	91	Eex_IncN	5.557e-01	0
1952	91	Eex_IncN	3.572e-01	0
1953	91	Eex_IncN	3.572e-01	0
1954	91	Eex_IncN	4.396e-01	0
1955	217	ExcA	2.502e-01	0
1956	75	Eex_IncN	8.407e-01	0
1957	217	ExcA	3.677e-01	0
1958	217	ExcA	3.867e-01	0
1959	217	ExcA	2.793e-01	0
1960	217	ExcA	4.834e-01	0
1961	217	ExcA	3.686e-01	0
1962	217	ExcA	3.956e-01	0
1963	217	ExcA	3.956e-01	0
1964	217	ExcA	4.199e-01	0
1965	217	ExcA	3.465e-01	0
1966	217	ExcA	3.515e-01	0
1967	217	ExcA	3.244e-01	0
1968	217	ExcA	3.610e-01	0
1969	74	TrbK_RP4	8.338e-01	0
1970	168	TraS	7.293e-01	0
1971	336	TrbK_RP4	7.521e-09	1
1972	351	TrbK_RP4	4.933e-08	1
1973	182	TraS	4.397e-01	0
1974	189	TraS	3.311e-01	0
1975	195	TraS	1.751e-01	0
1976	195	TraS	9.632e-02	0
1977	172	TraS	1.180e+00	0
1978	71	Eex_IncN	2.063e+00	0
1979	172	TraS	1.392e+00	0
1980	177	Eex_IncN	1.970e+00	0
1981	144	TraS	1.151e+00	0
1982	172	Eex_IncN	1.007e+00	0
1983	94	Eex_IncN	1.006e+00	0
1984	301	ExcA	2.513e-01	0
1985	157	TraS	1.728e-01	0
1986	144	TraS	1.137e+00	0
1987	71	Eex_IncN	7.461e+00	0
1988	73	TraS	1.223e+00	0
1989	331	TrbK_RP4	5.177e-08	1
1990	331	TrbK_RP4	4.908e-08	1
1991	339	TrbK_RP4	1.309e-08	1
1992	138	TraS	1.107e+00	0
1993	528	ExcA	1.720e-02	1
1994	158	TraS	1.834e-01	0
1995	307	TrbK_RP4	5.697e-08	1
1996	310	TraS	1.502e+00	0
1997	334	TrbK_RP4	8.854e-09	1
1998	142	Eex_IncN	4.016e-01	0
1999	71	TrbK_RP4	1.118e+00	0
2000	174	ExcA	8.488e-01	0
2001	386	TrbK_RP4	1.716e-07	1
2002	91	TraS	2.205e+00	0
2003	241	ExcA	2.864e-01	0
2004	75	TrbK_RP4	1.712e+00	0
2005	75	TrbK_RP4	1.820e+00	0
2006	75	TrbK_RP4	1.426e+00	0
2007	64	TrbK_RP4	3.209e-01	0
2008	107	ExcA	2.013e-01	0
2009	182	TraS	1.911e+00	0
2010	67	TraS	2.684e+00	0
2011	75	TrbK_RP4	1.002e+00	0
2012	413	TrbK_RP4	1.013e-14	1
2013	177	TraS	1.669e-04	1
2014	189	TraS	4.908e-02	0
2015	189	TraS	4.947e-02	0
2016	71	TrbK_RP4	2.379e-01	0
2017	101	TraS	5.365e-01	0
2018	213	TraS	1.645e-01	0
2019	255	Eex_IncN	7.693e-01	0
2020	64	TrbK_RP4	8.236e-01	0
2021	117	Eex_IncN	3.461e-01	0
2022	117	Eex_IncN	2.827e-01	0
2023	117	Eex_IncN	3.660e-01	0
2024	117	Eex_IncN	4.184e-01	0
2025	117	Eex_IncN	2.802e-01	0
2026	112	Eex_IncN	1.518e-01	0
2027	112	Eex_IncN	1.267e-01	0
2028	112	Eex_IncN	3.586e-01	0
2029	112	Eex_IncN	3.574e-01	0
2030	59	TraS	2.528e+00	0
2031	261	TraS	3.601e+00	0
2032	61	TrbK_RP4	1.934e+00	0
2033	189	ExcA	1.192e+00	0
2034	72	ExcA	2.426e+00	0
2035	167	Eex_IncN	9.690e-01	0
2036	57	TraS	1.205e+00	0
2037	57	TraS	2.051e+00	0
2038	57	TraS	2.153e+00	0
2039	57	TraS	1.786e+00	0
2040	57	TraS	1.359e+00	0
2041	220	Eex_IncN	2.902e+00	0
2042	62	TrbK_RP4	2.891e-01	0
2043	380	TrbK_RP4	7.514e-02	0
2044	347	Eex_IncN	2.218e+00	0
2045	666	TrbK_RP4	1.220e-01	0
2046	120	ExcA	1.019e-01	0
2047	996	TraS	5.155e-01	0
2048	168	ExcA	1.607e-02	1
2049	117	ExcA	2.178e+00	0
2050	152	Eex_IncN	2.976e+00	0
2051	151	Eex_IncN	1.599e+00	0
2052	288	TraS	1.747e+00	0
2053	1113	TrbK_RP4	6.869e-01	0
2054	1113	TrbK_RP4	5.731e-01	0
2055	1113	Eex_IncN	2.912e+00	0
2056	109	TraS	2.004e+00	0
2057	117	Eex_IncN	1.731e+00	0
2058	117	TrbK_RP4	2.324e+00	0
2059	117	TrbK_RP4	1.615e+00	0
2060	229	TraS	1.014e-04	1
2061	74	ExcA	1.463e+00	0
2062	120	Eex_IncN	2.106e+00	0
2063	66	TrbK_RP4	1.076e+00	0
2064	66	TraS	1.251e+00	0
2065	66	TrbK_RP4	1.234e+00	0
2066	65	Eex_IncN	8.931e-01	0
2067	66	TraS	1.576e+00	0
2068	66	TrbK_RP4	3.472e-01	0
2069	66	TrbK_RP4	6.547e-01	0
2070	67	TrbK_RP4	8.011e-01	0
2071	66	TrbK_RP4	3.634e-01	0
2072	68	Eex_IncN	1.371e+00	0
2073	68	TrbK_RP4	1.074e+00	0
2074	66	TrbK_RP4	6.439e-01	0
2075	608	TraS	3.507e+00	0
2076	510	ExcA	1.338e+00	0
2077	515	Eex_IncN	5.180e+00	0
2078	50	Eex_IncN	5.860e+00	0
2079	325	ExcA	1.458e-01	0
2080	705	TraS	3.485e-02	0
2081	705	TraS	3.454e-02	0
2082	75	TrbK_RP4	4.760e-01	0
2083	75	TrbK_RP4	5.665e-01	0
2084	61	Eex_IncN	2.136e+00	0
2085	61	Eex_IncN	1.685e+00	0
2086	61	Eex_IncN	1.443e+00	0
2087	386	TrbK_RP4	1.315e-14	1
2088	385	TrbK_RP4	4.410e-13	1
2089	420	TrbK_RP4	1.504e-13	1
2090	385	TrbK_RP4	2.521e-13	1
2091	260	Eex_IncN	5.582e-01	0
2092	261	Eex_IncN	5.268e-01	0
2093	260	Eex_IncN	5.298e-01	0
2094	62	ExcA	2.358e+00	0
2095	399	TrbK_RP4	2.087e-13	1
2096	60	TrbK_RP4	4.710e-01	0
2097	61	TrbK_RP4	9.708e-01	0
2098	61	TraS	1.979e+00	0
2099	61	ExcA	1.994e+00	0
2100	69	TrbK_RP4	2.942e+00	0
2101	377	TrbK_RP4	3.750e-08	1
2102	148	TraS	8.464e-01	0
2103	238	ExcA	1.372e+00	0
2104	129	ExcA	1.579e-01	0
2105	57	TraS	1.531e+00	0
2106	57	TraS	2.047e+00	0
2107	56	TraS	1.732e+00	0
2108	57	TraS	2.690e+00	0
2109	57	TraS	8.618e-01	0
2110	57	TraS	2.096e+00	0
2111	57	TrbK_RP4	2.741e+00	0
2112	57	Eex_IncN	2.708e+00	0
2113	276	TraS	1.157e+00	0
2114	169	TraS	5.820e+00	0
2115	169	TraS	5.353e+00	0
2116	169	TraS	5.353e+00	0
2117	169	TraS	5.781e+00	0
2118	169	ExcA	5.341e+00	0
2119	73	Eex_IncN	6.198e-01	0
2120	73	Eex_IncN	1.032e+00	0
2121	75	TrbK_RP4	9.769e-01	0
