rank	cond_mi_bits	n_plasmids	family	is_positive_control
1210	0.003284	154	NZ_OZ040540.1#129	0
1211	0.003283	466	NZ_MH924589.1#29	0
1212	0.00328	6	NZ_CP095084.1#26	0
1213	0.003279	22	CP099057.1#117	0
1214	0.003279	12	NZ_CP022169.1#86	0
1215	0.003277	6	NZ_OV049815.1#81	0
1216	0.003274	29	NZ_CP035204.1#1	0
1217	0.003274	29	NZ_CP035204.1#0	0
1218	0.003273	3	NZ_CP133748.1#0	0
1219	0.00327	788	NZ_OR724976.1#252	0
1220	0.00327	391	NZ_CP115325.1#24	0
1221	0.003269	716	CP128577.1#20	0
1222	0.003266	3	NZ_MF156695.1#83	0
1223	0.003264	183	NZ_OZ040540.1#31	0
1224	0.003263	41	NZ_OY757101.1#150	0
1225	0.003261	4	NZ_CP095625.1#47	0
1226	0.00326	6	NZ_CP012141.1#191	0
1227	0.003259	159	NZ_CP137921.1#169	0
1228	0.003255	440	NZ_MW719568.1#124	0
1229	0.003253	343	NZ_CP126816.1#152	0
1230	0.003244	350	NZ_MF168405.1#54	0
1231	0.003244	195	NZ_CP137375.1#212	0
1232	0.003238	797	NZ_CP133343.1#178	0
1233	0.003231	41	NZ_OR095743.1#14	0
1234	0.003229	57	NZ_CP087671.1#70	0
1235	0.003227	815	NZ_OR724976.1#71	0
1236	0.003227	149	NZ_CP100077.1#100	0
1237	0.003224	137	NZ_LR890625.1#197	0
1238	0.003221	6	NZ_CP011417.1#54	0
1239	0.003217	472	CP052145.1#43	0
1240	0.003209	291	NZ_AP022354.1#24	0
1241	0.003208	73	NZ_OQ111275.1#150	0
1242	0.003204	12	NZ_CP125081.1#8	0
1243	0.003204	738	NZ_OR724976.1#13	0
1244	0.003203	145	NZ_MT108208.1#2	0
1245	0.003201	20	CP052165.1#0	0
1246	0.003201	151	NC_022333.1#149	0
1247	0.003198	28	NZ_CP055120.1#69	0
1248	0.003197	13	CP056986.1#189	0
1249	0.003197	13	CP056986.1#188	0
1250	0.003193	3	NZ_CP128597.1#219	0
1251	0.003192	30	NZ_CP044049.1#77	0
1252	0.003191	19	NC_019116.1#103	0
1253	0.003187	8	CP146574.1#91	0
1254	0.00318	807	NZ_OR724978.1#70	0
1255	0.003179	275	NZ_MW148604.1#124	0
1256	0.003179	3	NZ_CP100089.1#15	0
1257	0.003179	3	NZ_CP100079.1#147	0
1258	0.003179	3	NZ_CP100079.1#122	0
1259	0.003174	263	NZ_CP135466.1#115	0
1260	0.003173	4	MZ690483.1#213	0
1261	0.003171	4	NZ_CP095449.1#6	0
1262	0.003166	47	NZ_CP133279.1#250	0
1263	0.003166	80	NZ_CP107016.1#128	0
1264	0.003164	828	NZ_OR724976.1#67	0
1265	0.003164	6	CP054336.1#162	0
1266	0.003163	2	NZ_MG825378.1#34	0
1267	0.003163	2	CP042601.1#40	0
1268	0.003163	459	NZ_OR724976.1#141	0
1269	0.003159	3	NZ_CP080228.1#96	0
1270	0.003158	759	NZ_OR724976.1#125	0
1271	0.003155	14	NZ_CP027554.1#8	0
1272	0.003153	158	CP038004.1#97	0
1273	0.003151	190	CP142533.1#73	0
1274	0.003139	119	NZ_OQ029478.1#20	0
1275	0.003135	715	NZ_MH077952.1#270	0
1276	0.003134	17	NZ_LS999561.1#153	0
1277	0.003134	136	NZ_CP022118.1#167	0
1278	0.003134	40	NZ_CP091493.1#0	0
1279	0.003133	431	NZ_OR724976.1#124	0
1280	0.003132	14	NZ_CP012931.1#239	0
1281	0.003132	14	CP056986.1#190	0
1282	0.003131	218	NZ_CP091545.1#144	0
1283	0.003131	66	NZ_CP044049.1#175	0
1284	0.00313	767	NZ_OR724976.1#232	0
1285	0.00313	8	NZ_CP045828.1#31	0
1286	0.003129	756	NZ_OR724976.1#234	0
1287	0.003128	825	NZ_CP042572.1#95	0
1288	0.003125	14	NZ_CP047597.1#3	0
1289	0.003116	72	NZ_CP141082.1#130	0
1290	0.003113	663	NZ_AP028816.1#136	0
1291	0.003112	4	CP042639.1#367	0
1292	0.00311	4	NZ_CP115982.1#102	0
1293	0.003106	6	NZ_CP092760.1#5	0
1294	0.003104	384	CP080735.1#214	0
1295	0.003103	6	CP097402.1#1	0
1296	0.003103	304	NZ_CP118040.1#49	0
1297	0.0031	2	CP042639.1#343	0
1298	0.0031	2	CP031284.1#399	0
1299	0.0031	2	CP031284.1#384	0
1300	0.0031	2	CP031284.1#287	0
1301	0.0031	2	NZ_MN915010.1#336	0
1302	0.0031	2	CP031284.1#289	0
1303	0.003095	810	NZ_CP017991.1#141	0
1304	0.003094	876	MZ690482.1#59	0
1305	0.00309	338	NZ_OK146920.1#162	0
1306	0.003089	567	NZ_CP015835.1#153	0
1307	0.003084	132	NZ_CP051492.1#53	0
1308	0.003075	113	NZ_CP012683.1#53	0
1309	0.003074	132	CP056986.1#155	0
1310	0.003074	118	NZ_CP034301.1#82	0
1311	0.003074	3	NZ_CP092760.1#291	0
1312	0.003073	90	NZ_CP122382.1#94	0
1313	0.003073	15	CP056986.1#191	0
1314	0.003069	475	NZ_CP149488.1#58	0
1315	0.003069	139	NZ_CP133748.1#234	0
1316	0.003058	5	NZ_CP013833.1#53	0
1317	0.003054	196	NZ_CP070361.1#50	0
1318	0.00305	32	NZ_CP132222.1#197	0
1319	0.003048	191	NZ_CP139804.1#14	0
1320	0.003047	542	NZ_CP118040.1#10	0
1321	0.003046	10	NZ_OW995942.1#201	0
1322	0.003045	116	NZ_CP132680.1#192	0
1323	0.003045	2	NZ_KR653209.1#198	0
1324	0.003045	2	NZ_CP092760.1#285	0
1325	0.003031	177	NZ_CP091488.1#187	0
1326	0.003031	475	NZ_CP047758.1#4	0
1327	0.00303	190	NZ_CP045676.1#83	0
1328	0.003028	4	NZ_CP092754.1#62	0
1329	0.003026	99	NZ_CP099405.1#122	0
1330	0.003024	808	NZ_OR724976.1#34	0
1331	0.003021	3	NZ_CP100088.1#35	0
1332	0.00302	10	OY856297.1#83	0
1333	0.003012	6	CP044394.1#99	0
1334	0.003011	3	CP088728.1#112	0
1335	0.00301	4	CP026189.1#184	0
1336	0.003008	13	CP082328.1#18	0
1337	0.003003	807	NZ_CP144366.1#20	0
1338	0.002999	2	CP057088.1#45	0
1339	0.002996	12	CP082655.1#111	0
1340	0.002995	10	CP099206.1#54	0
1341	0.002995	244	NZ_CP058197.1#79	0
1342	0.002992	174	NZ_AP027418.1#136	0
1343	0.002991	3	NZ_CP014273.1#158	0
1344	0.00299	242	NZ_CP148499.1#78	0
1345	0.002989	139	NZ_CP151189.1#186	0
1346	0.002986	2	NZ_CP092760.1#73	0
1347	0.002986	2	NZ_CP092754.1#10	0
1348	0.002986	199	NZ_CP045676.1#76	0
1349	0.002986	552	NZ_CP063946.1#469	0
1350	0.002984	233	NZ_CP118944.1#59	0
1351	0.002984	2	CP044387.1#56	0
1352	0.002983	18	NZ_CP139397.1#56	0
1353	0.002977	7	CP059926.1#25	0
1354	0.002974	218	NZ_LR890485.1#212	0
1355	0.002973	5	MZ690482.1#210	0
1356	0.002971	2	CP095582.1#140	0
1357	0.002963	5	CP096993.1#293	0
1358	0.002963	2	OR902841.1#178	0
1359	0.002962	2	NZ_KY271406.1#30	0
1360	0.002962	2	CP128689.1#81	0
1361	0.002962	6	NZ_CP095084.1#119	0
1362	0.002961	4	CP044391.1#72	0
1363	0.002961	4	NZ_MN842291.1#132	0
1364	0.002957	90	LC807786.1#62	0
1365	0.002956	3	NZ_CP005931.1#25	0
1366	0.002956	4	CP025516.1#172	0
1367	0.002956	3	CP119185.1#85	0
1368	0.002955	5	NZ_CP027357.1#132	0
1369	0.00295	150	NZ_CP134354.1#172	0
1370	0.002947	2	MN868654.1#123	0
1371	0.002947	2	LC620535.1#177	0
1372	0.002947	2	LC620535.1#167	0
1373	0.002943	542	KR827391.1#61	0
1374	0.002935	2	CP121348.1#63	0
1375	0.002932	8	NZ_CP085765.1#117	0
1376	0.002932	80	NZ_CP148410.1#37	0
1377	0.002932	44	CP057646.1#60	0
1378	0.002929	115	NZ_CP115325.1#146	0
1379	0.002925	13	CP043257.1#45	0
1380	0.002923	17	NZ_CP129857.1#15	0
1381	0.002923	38	NZ_CP028389.3#202	0
1382	0.002918	7	NZ_MN200941.1#196	0
1383	0.002909	8	NZ_CP082226.1#136	0
1384	0.002909	6	NZ_CP141571.1#4	0
1385	0.002907	126	NZ_CP151189.1#105	0
1386	0.002904	9	NZ_CP133920.1#174	0
1387	0.002902	268	NZ_CP090062.1#119	0
1388	0.002901	10	CP042639.1#332	0
1389	0.002898	6	CP061237.1#32	0
1390	0.002897	4	NZ_CP124329.1#115	0
1391	0.002897	7	CP064821.1#387	0
1392	0.002895	11	CP043253.1#15	0
1393	0.002893	41	OV141394.1#277	0
1394	0.002892	3	CP096599.1#4	0
1395	0.002887	8	CP096993.1#303	0
1396	0.002886	9	NZ_CP142385.1#18	0
1397	0.002885	7	CP042629.1#174	0
1398	0.002885	15	NZ_CP098208.1#111	0
1399	0.002882	35	NZ_MF918373.1#41	0
1400	0.00288	6	CP096993.1#12	0
1401	0.002879	2	NZ_CP100104.1#65	0
1402	0.002879	2	NZ_CP100103.1#211	0
1403	0.002879	2	NZ_CP092755.1#102	0
1404	0.002878	802	NZ_OR724976.1#47	0
1405	0.002878	807	NZ_CP043034.1#43	0
1406	0.002878	19	NZ_MZ152093.1#207	0
1407	0.002876	88	NZ_CP054985.1#191	0
1408	0.002876	35	NZ_CP010184.1#92	0
1409	0.002872	11	CP115334.1#149	0
1410	0.002868	2	OR902841.1#71	0
1411	0.002868	2	CP121348.1#77	0
1412	0.002868	2	CP121348.1#105	0
1413	0.002868	2	CP056847.1#10	0
1414	0.002868	4	NZ_CP107041.1#57	0
1415	0.002868	4	CP096993.1#65	0
1416	0.002867	186	NZ_CP115325.1#130	0
1417	0.002866	321	NZ_CP115325.1#6	0
1418	0.002866	3	MF554641.1#150	0
1419	0.00286	15	CP056847.1#153	0
1420	0.002859	22	CP099029.1#10	0
1421	0.002858	269	NZ_CP070599.1#103	0
1422	0.002858	4	NZ_CP140767.1#82	0
1423	0.002858	4	NZ_CP140767.1#101	0
1424	0.002854	12	CP028419.1#40	0
1425	0.002853	2	LC620535.1#66	0
1426	0.002849	5	NZ_CP094994.1#40	0
1427	0.002844	187	NZ_CP056386.1#18	0
1428	0.002843	296	NZ_CP154420.1#154	0
1429	0.002842	796	NZ_CP126816.1#32	0
1430	0.002835	6	CP042600.1#136	0
1431	0.002835	5	NZ_CP092760.1#293	0
1432	0.002833	3	MZ690486.1#373	0
1433	0.002829	3	CP042601.1#28	0
1434	0.002827	5	NZ_CP051332.1#214	0
1435	0.002824	8	CP042639.1#337	0
1436	0.002823	7	CP043253.1#58	0
1437	0.002821	51	NZ_MF918373.1#36	0
1438	0.002821	51	NZ_MF918373.1#35	0
1439	0.002817	539	NZ_CP121793.1#74	0
1440	0.002815	3	NZ_CP100104.1#52	0
1441	0.002813	5	CP054250.1#100	0
1442	0.002812	269	NZ_CP070599.1#106	0
1443	0.002811	4	NZ_MN868653.1#141	0
1444	0.00281	9	CP095569.1#90	0
1445	0.002809	149	NZ_CP139178.1#10	0
1446	0.002808	3	MZ690486.1#28	0
1447	0.002808	3	CP059945.1#7	0
1448	0.002805	6	NZ_KX129782.1#146	0
1449	0.002803	2	CP057883.1#100	0
1450	0.002798	3	CP042600.1#154	0
1451	0.002795	32	NZ_CP134354.1#6	0
1452	0.002794	542	NZ_CP118040.1#11	0
1453	0.002791	7	NZ_CP051274.1#121	0
1454	0.002788	147	CP095605.1#12	0
1455	0.002786	194	NZ_CP131887.1#93	0
1456	0.002786	194	NZ_CP070361.1#92	0
1457	0.002784	16	NZ_OZ038536.1#8	0
1458	0.002782	4	CP042630.1#26	0
1459	0.002781	157	NZ_CP139178.1#9	0
1460	0.002777	2	NZ_CP125081.1#33	0
1461	0.002776	3	NZ_OY757121.1#71	0
1462	0.002774	5	NZ_CP147126.1#0	0
1463	0.002774	272	CP109714.1#9	0
1464	0.002774	8	NZ_CP015386.1#140	0
1465	0.002773	222	NZ_CP045676.1#74	0
1466	0.002772	12	NZ_CP139029.1#118	0
1467	0.002765	3	CP044387.1#72	0
1468	0.002764	190	NZ_CP085535.1#15	0
1469	0.002762	3	NZ_CP029744.1#104	0
1470	0.002762	191	NZ_MK736669.1#279	0
1471	0.002762	191	NZ_CP056386.1#80	0
1472	0.00276	798	NZ_OR724976.1#184	0
1473	0.002757	151	NZ_CP139178.1#11	0
1474	0.002756	3	NZ_CP100077.1#61	0
1475	0.002752	10	CP082375.1#4	0
1476	0.002751	4	NZ_CP144317.1#83	0
1477	0.002751	4	NZ_CP129741.1#2	0
1478	0.002751	77	NZ_CP132948.1#106	0
1479	0.00275	789	NZ_CP027678.1#190	0
1480	0.002748	254	NZ_CP104473.1#85	0
1481	0.002746	3	NZ_CP063855.1#1	0
1482	0.002745	3	NZ_CP095084.1#18	0
1483	0.002742	12	NZ_CP129857.1#0	0
1484	0.002741	3	NZ_CP053724.1#68	0
1485	0.002741	10	CP146574.1#55	0
1486	0.002738	2	OY856297.1#23	0
1487	0.002738	428	NZ_CP148332.1#31	0
1488	0.002737	20	NZ_CP141854.1#294	0
1489	0.002737	378	NZ_CP126816.1#225	0
1490	0.002737	162	NZ_CP154420.1#131	0
1491	0.002733	508	NZ_OR724976.1#92	0
1492	0.002732	152	NZ_CP018113.1#13	0
1493	0.002731	2	MN868654.1#55	0
1494	0.002731	7	CP031284.1#311	0
1495	0.002731	2	NZ_CP051708.1#18	0
1496	0.002731	764	AP027847.1#22	0
1497	0.00273	221	CP056558.1#2	0
1498	0.00273	8	CP042616.1#3	0
1499	0.002726	21	AP018568.2#37	0
1500	0.002725	814	NZ_CP071010.1#52	0
1501	0.002721	2	NZ_CP115716.1#242	0
1502	0.002719	3	NZ_CP046942.1#116	0
1503	0.002718	7	NZ_CP043935.1#30	0
1504	0.002716	114	NZ_CP146028.1#195	0
1505	0.002715	5	CP044394.1#54	0
1506	0.002711	800	NZ_OR724976.1#30	0
1507	0.002707	789	NZ_OR724976.1#213	0
1508	0.002705	2	NZ_CP091428.1#56	0
1509	0.002705	2	LC521851.1#59	0
1510	0.002705	157	NZ_CP085189.1#54	0
1511	0.002699	696	NZ_AP025852.1#141	0
1512	0.002696	2	NZ_CP092760.1#34	0
1513	0.002696	144	CP057670.1#10	0
1514	0.002694	536	KR827394.1#52	0
1515	0.002692	672	NZ_KX276657.1#19	0
1516	0.002692	121	NZ_CP134354.1#181	0
1517	0.002688	3	NZ_CP096355.1#111	0
1518	0.002684	113	NZ_CP141865.1#109	0
1519	0.002683	388	NZ_CP115325.1#21	0
1520	0.002683	388	NZ_CP115325.1#20	0
1521	0.002681	196	NZ_CP134354.1#151	0
1522	0.00268	2	CP054247.1#28	0
1523	0.00268	2	AP026480.1#7	0
1524	0.002679	193	NZ_CP131887.1#79	0
1525	0.002679	10	NZ_CP082226.1#59	0
1526	0.002679	193	CP146230.1#55	0
1527	0.002679	193	CP032137.1#107	0
1528	0.002678	559	NZ_CP137921.1#105	0
1529	0.002675	3	NZ_KY271406.1#75	0
1530	0.002672	9	CP042616.1#145	0
1531	0.002669	7	NZ_CP069660.1#62	0
1532	0.002668	754	NZ_CP149488.1#4	0
1533	0.002665	21	CP044299.1#236	0
1534	0.002665	20	NZ_OR388869.1#99	0
1535	0.002665	471	NZ_OR724976.1#239	0
1536	0.002664	79	NZ_CP122493.1#25	0
1537	0.002664	3	CP042630.1#132	0
1538	0.002663	17	NZ_CP144366.1#235	0
1539	0.002662	474	NZ_OR724976.1#238	0
1540	0.002659	139	CP064297.1#47	0
1541	0.002659	3	NZ_AP019676.1#112	0
1542	0.002657	39	CP044306.1#26	0
1543	0.002657	6	NZ_LR740777.2#37	0
1544	0.002656	5	NZ_CP100089.1#250	0
1545	0.002656	476	NZ_OR724976.1#241	0
1546	0.002656	476	NZ_OR724976.1#240	0
1547	0.002655	126	CP096993.1#225	0
1548	0.00265	7	NZ_CP147061.1#3	0
1549	0.00265	7	NZ_CP147061.1#2	0
1550	0.00265	7	NC_020271.1#40	0
1551	0.00265	3	NZ_CP100103.1#219	0
1552	0.00265	2	NZ_CP029578.1#4	0
1553	0.002648	8	MZ690483.1#255	0
1554	0.002646	3	NZ_CP051491.1#118	0
1555	0.002644	183	NZ_CP045676.1#78	0
1556	0.002644	5	NZ_OZ040974.1#117	0
1557	0.002643	236	NZ_CP154420.1#53	0
1558	0.002642	5	NZ_CP145141.1#14	0
1559	0.002641	2	NZ_CP100103.1#172	0
1560	0.002641	2	NZ_CP100089.1#82	0
1561	0.00264	2	NZ_CP146028.1#80	0
1562	0.00264	2	CP113221.1#220	0
1563	0.002639	135	NZ_OL763373.1#76	0
1564	0.002637	2	CP121348.1#3	0
1565	0.002635	10	NZ_CP047545.1#177	0
1566	0.002633	5	NZ_CP124386.1#121	0
1567	0.002632	827	CP096993.1#304	0
1568	0.002629	25	CP060664.1#16	0
1569	0.002627	828	NZ_KY401053.1#232	0
1570	0.002625	2	NZ_CP102820.1#74	0
1571	0.002623	3	OW969934.1#99	0
1572	0.002623	5	CP095569.1#80	0
1573	0.00262	918	NZ_CP099305.1#150	0
1574	0.002619	6	CP148773.1#104	0
1575	0.002613	809	NZ_OR724976.1#40	0
1576	0.002612	3	CP059927.1#98	0
1577	0.002611	31	NZ_CP033823.1#20	0
1578	0.00261	5	CP044369.1#60	0
1579	0.002605	510	NZ_CP031575.1#238	0
1580	0.002605	2	OR902841.1#211	0
1581	0.002605	2	NC_007675.1#131	0
1582	0.002603	811	NZ_AP026394.1#229	0
1583	0.002602	1347	NZ_CP041250.1#81	0
1584	0.0026	122	NZ_CP126816.1#132	0
1585	0.0026	124	NZ_CP100424.1#58	0
1586	0.002597	776	NZ_AP022015.1#190	0
1587	0.002596	13	NZ_MF174859.1#230	0
1588	0.002592	4	CP082328.1#8	0
1589	0.00259	2	OR902841.1#99	0
1590	0.00259	2	OR902841.1#89	0
1591	0.00259	2	OR902841.1#191	0
1592	0.00259	2	LC620535.1#97	0
1593	0.002587	4	NZ_CP025329.1#221	0
1594	0.002586	33	NZ_MZ152093.1#38	0
1595	0.002585	192	NZ_CP131887.1#49	0
1596	0.002585	192	NZ_CP131887.1#19	0
1597	0.002585	192	NZ_CP131887.1#15	0
1598	0.002583	3	CP119185.1#147	0
1599	0.00258	2	CP122797.1#74	0
1600	0.002579	5	AP027847.1#1	0
1601	0.002578	4	NZ_CP104927.1#92	0
1602	0.002578	505	NZ_OR724976.1#140	0
1603	0.002578	815	NZ_CP056157.1#133	0
1604	0.002576	128	CP056986.1#157	0
1605	0.002574	4	NC_019114.1#17	0
1606	0.002574	4	NZ_MN200941.1#256	0
1607	0.002574	4	NZ_CP012170.1#269	0
1608	0.002572	186	NZ_CP045676.1#72	0
1609	0.002569	3	CP083532.1#178	0
1610	0.002569	3	CP031284.1#242	0
1611	0.002569	3	NZ_PP376100.1#149	0
1612	0.002569	3	AP027468.1#269	0
1613	0.002569	52	NZ_KR351290.1#74	0
1614	0.002567	126	NZ_CP133748.1#50	0
1615	0.002566	801	NZ_MH522413.1#103	0
1616	0.002561	2	NZ_CP092760.1#40	0
1617	0.002554	110	NZ_CP134354.1#61	0
1618	0.002552	3	CP035180.1#47	0
1619	0.002552	141	NZ_CP151189.1#138	0
1620	0.002546	10	NZ_MW390538.1#132	0
1621	0.002546	3	CP044382.1#25	0
1622	0.002545	2	NZ_CP100103.1#203	0
1623	0.002545	2	NZ_CP100103.1#188	0
1624	0.002545	2	NZ_CP100088.1#82	0
1625	0.002545	2	NZ_CP100088.1#78	0
1626	0.002545	2	NZ_CP100088.1#64	0
1627	0.002545	2	NZ_CP100088.1#42	0
1628	0.002545	8	CP072912.1#123	0
1629	0.002542	3	NZ_CP026398.1#213	0
1630	0.00254	26	NZ_LR898875.1#10	0
1631	0.002539	293	NZ_CP154420.1#156	0
1632	0.002538	550	NZ_OR724976.1#203	0
1633	0.002538	2	NZ_CP056835.1#36	0
1634	0.002538	83	NZ_OY978235.1#106	0
1635	0.002538	21	NZ_OP038298.1#20	0
1636	0.002537	646	NZ_CP027112.1#147	0
1637	0.002535	36	NZ_MK797990.1#37	0
1638	0.002533	135	NZ_MF344566.1#288	0
1639	0.002533	389	NZ_CP115325.1#26	0
1640	0.002527	10	NZ_CP132652.1#134	0
1641	0.002527	7	NZ_CP089769.1#8	0
1642	0.002527	7	NZ_CP089769.1#39	0
1643	0.002527	7	NZ_CP089769.1#38	0
1644	0.002527	7	NZ_CP089769.1#37	0
1645	0.002527	7	NZ_CP089769.1#36	0
1646	0.002527	6	CP077822.1#20	0
1647	0.002527	6	CP077822.1#19	0
1648	0.002527	6	CP077822.1#18	0
1649	0.002527	6	CP077822.1#17	0
1650	0.002526	63	NZ_CP135698.1#79	0
1651	0.002523	181	NZ_CP139413.1#14	0
1652	0.002521	141	NZ_CP133748.1#22	0
1653	0.00252	52	CP057820.1#77	0
1654	0.002518	171	NZ_OR724976.1#90	0
1655	0.002517	802	NZ_OR724976.1#26	0
1656	0.002517	810	NZ_OR724976.1#4	0
1657	0.002517	9	CP098936.1#24	0
1658	0.002517	12	NZ_CP038657.1#105	0
1659	0.002517	7	NZ_KU987452.1#0	0
1660	0.002516	189	NZ_CP045676.1#80	0
1661	0.002514	106	NZ_CP133748.1#7	0
1662	0.002514	2	CP043257.1#131	0
1663	0.002513	795	NZ_MW665563.1#3	0
1664	0.002511	23	NZ_CP084805.1#110	0
1665	0.002511	23	NZ_CP082800.1#294	0
1666	0.00251	460	NZ_CP100354.1#130	0
1667	0.002502	109	NZ_CP035838.1#20	0
1668	0.002501	3	NZ_MT840282.1#95	0
1669	0.0025	119	NZ_KT725789.1#81	0
1670	0.0025	65	AP027847.1#77	0
1671	0.0025	63	NZ_CP122493.1#152	0
1672	0.0025	3	LC620535.1#166	0
1673	0.002499	191	NZ_CP131887.1#45	0
1674	0.002499	5	NZ_CP079674.1#133	0
1675	0.002498	107	CP052263.1#197	0
1676	0.002497	192	NZ_CP154420.1#63	0
1677	0.002497	668	NZ_CP051739.1#66	0
1678	0.002497	21	NZ_CP028389.3#205	0
1679	0.002496	16	NZ_CP023918.1#96	0
1680	0.002495	53	NZ_CP136728.1#53	0
1681	0.002495	43	NZ_CP051492.1#44	0
1682	0.002493	373	NZ_CP137921.1#74	0
1683	0.002491	732	CP128720.1#361	0
1684	0.00249	538	CP007558.1#183	0
1685	0.002488	537	NZ_CP137921.1#131	0
1686	0.002487	3	CP120235.2#259	0
1687	0.002485	5	CP096993.1#143	0
1688	0.002484	803	NZ_OR724976.1#186	0
1689	0.00248	91	NZ_KY270853.1#253	0
1690	0.002479	38	CP139232.1#98	0
1691	0.002478	3	CP138711.1#179	0
1692	0.002475	3	NZ_AP027979.1#103	0
1693	0.002474	6	NZ_CP095601.1#39	0
1694	0.002473	17	NZ_CP118040.1#92	0
1695	0.002473	7	CP103578.1#120	0
1696	0.002471	3	CP041648.1#2	0
1697	0.002471	4	NZ_CP095602.1#22	0
1698	0.00247	4	NZ_CP044045.1#160	0
1699	0.002469	133	NZ_CP095138.1#24	0
1700	0.002468	7	CP031284.1#374	0
1701	0.002463	8	NZ_CP040171.1#108	0
1702	0.002458	3	CP044382.1#165	0
1703	0.002458	808	NZ_OR724976.1#10	0
1704	0.002458	2	NZ_CP091654.1#119	0
1705	0.002456	4	NZ_CP083705.1#1	0
1706	0.002456	143	NZ_CP133748.1#124	0
1707	0.002456	2	NZ_CP100077.1#65	0
1708	0.002455	238	NZ_CP134354.1#28	0
1709	0.002453	5	NZ_CP056855.1#123	0
1710	0.002451	6	CP133155.1#110	0
1711	0.00245	9	NZ_CP089769.1#6	0
1712	0.00245	53	CP057369.1#31	0
1713	0.00245	806	NZ_AP026394.1#238	0
1714	0.002448	726	NZ_OR724976.1#254	0
1715	0.002446	2	CP031284.1#180	0
1716	0.002444	787	NZ_CP091555.1#107	0
1717	0.002441	321	NC_009837.1#73	0
1718	0.00244	2	NZ_CP100079.1#146	0
1719	0.00244	2	CP034201.2#88	0
1720	0.00244	5	NZ_LR792629.1#96	0
1721	0.00244	5	NZ_LR792629.1#73	0
1722	0.00244	5	NZ_LR792629.1#60	0
1723	0.00244	5	NZ_LR792629.1#46	0
1724	0.00244	5	NZ_LR792629.1#45	0
1725	0.00244	5	NZ_LR792629.1#4	0
1726	0.00244	5	NZ_LR792629.1#123	0
1727	0.00244	5	NZ_CP116216.1#103	0
1728	0.00244	8	NZ_CP089769.1#78	0
1729	0.00244	8	NZ_CP089769.1#77	0
1730	0.00244	8	NZ_CP089769.1#158	0
1731	0.00244	8	NZ_CP089769.1#157	0
1732	0.00244	8	NZ_CP089769.1#114	0
1733	0.00244	5	NZ_CP082800.1#364	0
1734	0.00244	5	NZ_CP076454.1#92	0
1735	0.00244	5	NZ_CP061759.1#15	0
1736	0.00244	7	CP091405.1#73	0
1737	0.002439	4	NZ_CP053248.1#69	0
1738	0.002437	4	NZ_CP025329.1#157	0
1739	0.002437	4	NZ_ON784343.1#14	0
1740	0.002436	24	NZ_MK134376.1#163	0
1741	0.002436	9	CP061263.1#104	0
1742	0.002435	150	NZ_CP115325.1#118	0
1743	0.002433	211	NZ_CP126947.1#147	0
1744	0.002433	5	CP061263.1#28	0
1745	0.002433	45	NZ_CP104607.1#109	0
1746	0.002433	45	NZ_CP104607.1#108	0
1747	0.002431	5	CP042601.1#29	0
1748	0.002429	5	NZ_OP378659.1#89	0
1749	0.002429	3	MZ690486.1#274	0
1750	0.002428	29	CP042642.1#7	0
1751	0.002428	43	NZ_CP094281.1#134	0
1752	0.002425	5	CP057130.1#56	0
1753	0.002424	823	NZ_OR724976.1#66	0
1754	0.002424	4	NZ_CP092760.1#131	0
1755	0.002422	346	NZ_AP028315.1#201	0
1756	0.002418	2	NZ_CP154258.1#97	0
1757	0.002418	2	CP110485.1#43	0
1758	0.002418	57	CP061266.1#192	0
1759	0.002418	4	CP044382.1#152	0
1760	0.002415	3	NZ_CP146672.1#72	0
1761	0.002414	2	CP082328.1#29	0
1762	0.002413	825	CP061265.1#76	0
1763	0.002413	72	NZ_CP139178.1#92	0
1764	0.002409	3	NZ_CP116072.1#44	0
1765	0.002408	169	NZ_CP154420.1#62	0
1766	0.002408	19	CP054450.1#56	0
1767	0.002405	3	NZ_OW967796.1#111	0
1768	0.002405	4	CP056264.1#65	0
1769	0.002405	6	CP119184.1#164	0
1770	0.002404	142	NZ_CP151189.1#137	0
1771	0.002404	142	CP044377.1#211	0
1772	0.002399	816	NZ_OR724976.1#17	0
1773	0.002399	91	NZ_CP045714.1#4	0
1774	0.002398	8	NZ_AP027596.1#18	0
1775	0.002397	4	NZ_PP376100.1#157	0
1776	0.002397	22	NZ_CP041084.1#93	0
1777	0.002397	4	CP054247.1#26	0
1778	0.002395	21	NZ_CP117601.1#106	0
1779	0.002393	165	NZ_CP126816.1#128	0
1780	0.002393	442	NZ_CP065072.1#205	0
1781	0.002392	5	CP061266.1#99	0
1782	0.002387	7	CP057971.1#105	0
1783	0.002386	4	NZ_LR740759.1#237	0
1784	0.002386	34	NZ_CP134354.1#87	0
1785	0.002385	116	NZ_MZ156802.1#372	0
1786	0.002383	5	LC744471.1#197	0
1787	0.002382	235	NZ_CP154605.1#176	0
1788	0.002381	3	NZ_CP141738.1#90	0
1789	0.002381	3	NZ_AP023435.1#95	0
1790	0.002381	3	NZ_AP023435.1#63	0
1791	0.002381	3	NZ_AP023435.1#32	0
1792	0.002381	3	NZ_AP023435.1#31	0
1793	0.002381	3	NZ_AP023435.1#159	0
1794	0.002381	19	NZ_AP019804.1#25	0
1795	0.002381	3	NC_020271.1#90	0
1796	0.002381	5	CP091405.1#53	0
