seed	gene	product	aa	start	end	strand	n_families	families
R27	R0058	orf; hypothetical protein	101	61354	61659	-1	0	
R27	R0059	orf; hypothetical protein	113	61718	62059	-1	0	
R27	R0060	orf; hypothetical protein	258	62248	63024	-1	0	
R27	R0061	orf; hypothetical protein	258	63174	63950	-1	0	
R27	R0062	orf; hypothetical protein	108	64185	64511	-1	0	
R27	R0063	orf; hypothetical protein	155	64810	65277	1	0	
R27	R0064	orf; hypothetical protein	73	65319	65540	-1	0	
R27	R0065	orf; hypothetical protein	317	65874	66827	1	0	
R27	R0066	orf; hypothetical protein	110	67327	67659	1	0	
R27	R0067	orf; hypothetical protein	54	67815	67979	1	0	
R27	R0068	orf; hypothetical protein	268	68207	69013	1	0	
R27	R0069	orf; hypothetical protein	148	69061	69507	1	0	
R27	R0070	orf; hypothetical protein	791	69684	72059	1	1	PAPS_reduct(PF01507):25.6
R27	R0071	orf; hypothetical protein	154	72242	72706	1	0	
R27	R0072	orf; hypothetical protein	74	72793	73017	1	0	
R27	R0073	orf; hypothetical protein	58	73125	73301	1	0	
R27	R0074	orf; hypothetical protein	127	73332	73715	1	0	
R27	R0075	orf; hypothetical protein	67	73779	73982	1	0	
R27	R0076	putative IS10 transposase	402	74086	75294	1	1	DDE_Tnp_1(PF01609):87.3
R27	gltS	putative glutamate permease	401	75660	76865	-1	1	Glt_symporter(PF03616):546.7
R27	R0078	orf; hypothetical protein	106	77309	77629	1	1	ABM(PF03992):58.8
R27	R0079	orf; hypothetical protein	165	77511	78008	1	0	
R27	R0080	orf; hypothetical protein	228	78016	78702	1	2	HTH_5(PF01022):34.6;HTH_20(PF12840):31.1
R27	tetR	tetracycline repressor protein	208	78680	79306	-1	2	TetR_C_1(PF02909):105.0;TetR_N(PF00440):49.9
R27	tetA	tetracycline antiporter protein	401	79385	80590	1	2	MFS_1(PF07690):185.0;Sugar_tr(PF00083):29.1
R27	tetC	tetracycline transcriptional regulator	222	80703	81371	-1	1	TetR_N(PF00440):53.6
R27	tetD	hypothetical protein	138	81384	81800	1	2	HTH_18(PF12833):76.5;HTH_AraC(PF00165):70.5
R27	R0085	IS10 transposase	402	81810	83018	-1	1	DDE_Tnp_1(PF01609):87.3
R27	R0086	orf; hypothetical protein	82	83293	83541	1	0	
R27	R0087	orf; hypothetical protein	126	83627	84007	1	0	
R27	R0088	orf; hypothetical protein	102	84215	84523	1	0	
R27	R0089	orf; hypothetical protein	163	84528	85019	1	1	DUF3085(PF11284):57.5
R27	R0090	orf; hypothetical protein	86	85108	85368	1	0	
R27	R0091	orf; hypothetical protein	185	85410	85967	-1	0	
R27	R0092	orf; hypothetical protein	74	86024	86248	1	0	
R27	R0093	orf; hypothetical protein	68	86283	86489	1	0	
R27	insB	IS1 transposase	97	86785	87078	-1	1	DDE_Tnp_IS1(PF03400):117.2
R27	insA	IS1 transposase	91	86997	87272	-1	2	HTH_Tnp_IS1(PF12759):106.6;Zn_ribbon_InsA(PF03811):76.4
R27	corA	magnesium and cobalt transport protein	316	87426	88376	-1	1	CorA(PF01544):181.9
R27	R0097	orf; hypothetical protein	93	88746	89027	1	0	
R27	R0098	orf; hypothetical protein	107	89195	89518	1	0	
R27	R0099	orf; hypothetical protein	93	89862	90143	1	0	
R27	R0100	orf; hypothetical protein	201	90357	90962	1	0	
R27	stm	plasmid maintenance protein	71	91263	91478	1	1	HOK_GEF(PF01848):66.8
R27	R0102	orf; hypothetical protein	63	91540	91731	-1	0	
R27	R0103	orf; hypothetical protein	88	91650	91916	-1	0	
R27	R0104	orf; hypothetical protein	401	92336	93541	1	1	HTH_ParB(PF17762):25.5
R27	R0105	orf; hypothetical protein	93	93607	93888	1	0	
R27	R0106	orf; hypothetical protein	45	93885	94022	1	0	
R27	R0107	orf; hypothetical protein	62	94240	94428	1	0	
R27	R0108	orf; hypothetical protein	107	94710	95033	-1	0	
R27	R0109	orf; hypothetical protein	145	95086	95523	1	0	
R27	R0110	orf; hypothetical protein	181	95604	96149	1	0	
R27	R0111	orf; hypothetical protein	78	96195	96431	1	1	DUF905(PF06006):60.4
R27	R0112	orf; hypothetical protein	77	96807	97040	1	0	
R27	R0113	orf; hypothetical protein	104	97355	97669	1	0	
R27	R0114	orf; hypothetical protein	118	97756	98112	1	0	
R27	R0115	orf; hypothetical protein	242	98139	98867	-1	1	NERD(PF08378):82.6
R27	R0116	orf; hypothetical protein	393	98869	100050	-1	1	Peptidase_S49(PF01343):108.3
R27	R0117	orf; hypothetical protein	220	100063	100725	-1	1	DtrJ-like(PF14348):46.1
R27	R0118	orf; hypothetical protein	367	100712	101815	-1	0	
R27	traG	orf; hypothetical protein	694	101815	103899	-1	2	TrwB_AAD_bind(PF10412):50.2;TraG-D_C(PF12696):36.4
R27	traI	orf; hypothetical protein	1011	103899	106934	-1	1	TraI_2(PF07514):110.0
R27	R0121	orf; hypothetical protein	240	106945	107667	-1	0	
R27	R0122	orf; hypothetical protein	161	107664	108149	-1	1	MobI(PF19456):78.4
R27	R0123	orf; hypothetical protein	266	108907	109707	1	0	
R27	R0124	orf; hypothetical protein	170	109710	110222	1	0	
R27	R0125	orf; hypothetical protein	42	110782	110910	1	0	
R27	R0126	putative pilus assembly and synthesis protein	348	110834	111880	1	2	TraF(PF13728):171.3;Thioredoxin_2(PF13098):34.8
R27	trhH	putative F pilus assembly protein	471	111870	113285	1	1	TraH(PF06122):201.7
R27	R0128	orf; hypothetical protein	1329	113294	117283	1	1	TraG_N(PF07916):103.1
R27	R0129	orf; hypothetical protein	203	117530	118141	-1	1	HAD_SAK_2(PF18143):79.6
R27	bfpH	putative BfpH/trbN- like protein	171	118193	118708	-1	0	
R27	dsbC	thiol:disulphide interchange protein	249	118856	119605	1	2	Thioredoxin_2(PF13098):60.4;DsbC_N(PF10411):54.2
R27	R0132	orf; hypothetical protein	130	119631	120023	1	0	
R27	R0133	orf; hypothetical protein	140	120046	120468	1	0	
R27	R0134	orf; hypothetical protein	203	120527	121138	-1	0	
R27	R0135	putative outer membrane protein	269	121245	122054	1	2	DSBA(PF01323):83.8;Thioredoxin_4(PF13462):50.9
R27	mucB	putative UV protection protein	402	122106	123314	-1	3	IMS(PF00817):93.8;IMS_C(PF11799):73.2;DUF4113(PF13438):58.9
R27	mucA	putative UV protection protein	165	123349	123846	-1	1	Peptidase_S24(PF00717):79.2
R27	R0138	orf; hypothetical protein	132	124177	124575	1	0	
R27	R0139	orf; hypothetical protein	117	124723	125076	1	0	
R27	R0140	orf; hypothetical protein	948	125841	128687	1	0	
R27	R0141	putative endolysin	73	128983	129204	1	0	
R27	R0142	orf; hypothetical protein	128	129454	129840	1	0	
R27	R0143	orf; hypothetical protein	141	129852	130277	-1	0	
R27	citA	Putative citrate-proton symport protein	431	130558	131853	-1	2	Sugar_tr(PF00083):117.6;MFS_1(PF07690):109.4
R27	citB	putative citrate utilisation protein	379	131908	133047	-1	2	CitB(PF27541):194.3;CitB_N(PF30183):105.5
R27	R0146	orf; hypothetical protein	467	133034	134437	-1	5	FAD_binding_2(PF00890):107.0;DAO(PF01266):61.4;FAD_oxidored(PF12831):35.3;Pyr_redox_2(PF07992):35.0
R27	nac	putative nitrogen assimilation regulatory protein	308	134535	135461	-1	2	LysR_substrate(PF03466):113.6;HTH_1(PF00126):64.4
R27	R0148	putative transposase	468	135926	137332	1	4	HTH_32(PF13565):37.6;HTH_29(PF13551):29.7;HTH_28(PF13518):29.6;HTH_23(PF13384):24.7
R27	R0149	orf; hypothetical protein	348	137384	138430	1	1	DUF3800(PF12686):24.8
R27	R0150	orf; hypothetical protein	45	138447	138584	-1	0	
R27	R0151	orf; hypothetical protein	259	138638	139417	-1	1	PLDc_2(PF13091):30.9
R27	R0152	orf; hypothetical protein	307	139473	140396	-1	0	
R27	parB	putative partition protein	171	140402	140917	-1	1	SNase(PF00565):81.4
R27	R0154	EcoRII cytosine methylase	475	141140	142567	1	2	DNA_methylase(PF00145):251.0;DNA_meth_N(PF18284):51.9
R27	R0155	orf; hypothetical protein	55	142699	142866	1	0	
R27	R0156	orf; hypothetical protein	439	142891	144210	1	1	DUF1173(PF06666):144.8
R27	R0157	orf; hypothetical protein	99	144128	144427	1	0	
R27	tlpA	orf; hypothetical protein	406	144482	145702	-1	0	
R27	R0159	orf; hypothetical protein	115	145705	146052	-1	1	DUF4942(PF13708):27.4
R27	R0160	orf; hypothetical protein	151	146062	146517	-1	1	DUF4942(PF13708):38.2
R27	R0161	orf; hypothetical protein	222	147026	147694	1	1	DUF6884(PF21818):32.7
R27	R0162	orf; hypothetical protein	90	147691	147963	1	0	
R27	R0163	orf; hypothetical protein	39	147997	148116	1	0	
R27	h-ns	DNA binding protein, H-NS-like	134	148225	148629	1	2	Histone_HNS_N(PF22470):86.7;Histone_HNS(PF00816):62.4
R27	R0165	orf; hypothetical protein	98	149031	149327	-1	0	
R27	R0166	orf; hypothetical protein	149	149397	149846	-1	1	HNH_2(PF13391):48.7
R27	R0167	orf; hypothetical protein	135	150154	150561	-1	0	
R27	R0168	orf; hypothetical protein	268	150679	151485	-1	1	HNH_2(PF13391):28.9
R27	R0169	orf; hypothetical protein	109	151891	152220	-1	0	
R27	R0171	orf; hypothetical protein	132	152087	152485	-1	0	
R27	R0172	orf; hypothetical protein	130	152485	152877	-1	0	
R27	R0173	orf; hypothetical protein	91	153134	153409	-1	0	
R27	R0174	orf; hypothetical protein	168	153527	154033	1	0	
R27	R0175	orf; hypothetical protein	357	154290	155363	-1	1	CoiA_N(PF25164):29.1
R27	R0176	orf; hypothetical protein	121	155234	155599	-1	0	
R27	insB	IS1 transposase	167	155773	156276	-1	1	DDE_Tnp_IS1(PF03400):242.9
R27	insA	IS1 transposase	91	156195	156470	-1	2	HTH_Tnp_IS1(PF12759):104.8;Zn_ribbon_InsA(PF03811):75.3
R27	repFIB	replication protein	251	156848	157603	-1	2	Rep3_N(PF01051):107.1;Rep3_C(PF21205):63.1
R27	insB	IS1 transposase	167	158185	158688	-1	1	DDE_Tnp_IS1(PF03400):245.0
R27	insA	IS1 transposase	94	158607	158891	-1	2	HTH_Tnp_IS1(PF12759):104.7;Zn_ribbon_InsA(PF03811):46.1
R27	hha	putative regulator of expression	61	159190	159375	-1	1	HHA(PF05321):70.6
R27	R0183	orf; hypothetical protein	393	159617	160798	1	1	Phage_integrase(PF00589):47.4
R27	R0184	orf; hypothetical protein	114	160823	161167	-1	0	
R27	R0185	orf; hypothetical protein	302	161103	162011	-1	0	
R27	R0186	orf; hypothetical protein	319	162022	162981	-1	1	Ter(PF05472):71.8
R27	R0187	orf; hypothetical protein	91	163070	163345	-1	0	
R27	R0188	orf; hypothetical protein	75	163352	163579	-1	0	
R27	R0189	orf; hypothetical protein	151	163563	164018	-1	0	
R27	R0190	orf; hypothetical protein	178	164035	164571	-1	0	
R27	R0191	orf; hypothetical protein	85	164645	164902	-1	0	
R27	R0192	orf; hypothetical protein	156	164910	165380	-1	0	
R27	R0193	orf; hypothetical protein	89	165555	165824	-1	0	
R27	R0194	orf; hypothetical protein	149	166237	166686	-1	0	
R27	R0195	IS2 hypothetical orf	301	166661	167566	-1	4	Tnp_IS2_N(PF30445):77.0;rve_3(PF13683):67.4;rve(PF00665):60.8;HTH_21(PF13276):43.2
R27	R0197	IS2 hypothetical orf	121	167524	167889	-1	1	HTH_Tnp_1(PF01527):65.8
R27	R0198	orf; hypothetical protein	183	167978	168529	-1	0	
R27	R0199	orf; hypothetical protein	311	168706	169641	-1	0	
R27	R0200	orf; hypothetical protein	306	169714	170634	-1	0	
R27	R0201	orf; hypothetical protein	311	170712	171647	-1	0	
R27	R0202	orf; hypothetical protein	292	171718	172596	-1	0	
R27	R0203	orf; hypothetical protein	174	172674	173198	-1	0	
R27	R0204	orf; hypothetical protein	417	173473	174726	-1	2	DUF7146(PF23639):60.5;Toprim_3(PF13362):42.5
R27	R0205	orf; hypothetical protein	73	174820	175041	-1	0	
R27	R0206	orf; hypothetical protein	670	175113	177125	-1	1	VWA(PF00092):33.2
R27	R0207	orf; hypothetical protein	375	177203	178330	-1	1	DUF3150(PF11348):80.7
R27	R0208	orf; hypothetical protein	89	178401	178670	-1	0	
R27	R0209	orf; hypothetical protein	358	178709	179785	-1	1	AAA_5(PF07728):111.6
