set	id	aa	n_tm	signal	orientation_alternates
NEG_VirB9+1	NEG_VirB9+1|214	165	0	1	1
NEG_VirB9+1	NEG_VirB9+1|215	162	0	1	1
NEG_VirB9+1	NEG_VirB9+1|216	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|217	157	0	1	1
NEG_VirB9+1	NEG_VirB9+1|218	162	0	1	1
NEG_VirB9+1	NEG_VirB9+1|219	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|220	162	0	1	1
NEG_VirB9+1	NEG_VirB9+1|221	162	0	1	1
NEG_VirB9+1	NEG_VirB9+1|222	165	0	1	1
NEG_VirB9+1	NEG_VirB9+1|223	162	0	1	1
NEG_VirB9+1	NEG_VirB9+1|224	163	0	1	1
NEG_VirB9+1	NEG_VirB9+1|225	163	0	1	1
NEG_VirB9+1	NEG_VirB9+1|226	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|227	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|228	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|229	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|230	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|231	82	0	1	1
NEG_VirB9+1	NEG_VirB9+1|232	149	0	1	1
NEG_VirB9+1	NEG_VirB9+1|233	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|234	171	0	1	1
NEG_VirB9+1	NEG_VirB9+1|235	171	0	1	1
NEG_VirB9+1	NEG_VirB9+1|236	157	0	1	1
NEG_VirB9+1	NEG_VirB9+1|237	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|238	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|239	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|240	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|241	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|242	166	0	1	1
NEG_VirB9+1	NEG_VirB9+1|243	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|244	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|245	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|246	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|247	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|248	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|249	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|250	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|251	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|252	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|253	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|254	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|255	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|256	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|257	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|258	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|259	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|260	167	0	1	1
NEG_VirB9+1	NEG_VirB9+1|261	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|262	136	3	0	1
NEG_VirB9+1	NEG_VirB9+1|263	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|264	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|265	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|266	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|267	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|268	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|269	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|270	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|271	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|272	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|273	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|274	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|275	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|276	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|277	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|278	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|279	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|280	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|281	157	0	1	1
NEG_VirB9+1	NEG_VirB9+1|282	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|283	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|284	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|285	156	0	1	1
NEG_VirB9+1	NEG_VirB9+1|286	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|287	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|288	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|289	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|290	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|291	143	0	1	1
NEG_VirB9+1	NEG_VirB9+1|292	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|293	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|294	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|295	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|296	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|297	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|298	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|299	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|300	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|301	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|302	157	0	1	1
NEG_VirB9+1	NEG_VirB9+1|303	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|304	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|305	105	0	1	1
NEG_VirB9+1	NEG_VirB9+1|306	165	0	1	1
NEG_VirB9+1	NEG_VirB9+1|307	81	0	1	1
NEG_VirB9+1	NEG_VirB9+1|308	142	0	1	1
NEG_VirB9+1	NEG_VirB9+1|309	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|310	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|311	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|312	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|313	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|314	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|315	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|316	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|317	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|318	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|319	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|320	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|321	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|322	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|323	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|324	157	0	1	1
NEG_VirB9+1	NEG_VirB9+1|325	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|326	90	0	0	1
NEG_VirB9+1	NEG_VirB9+1|327	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|328	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|329	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|330	965	0	0	1
NEG_VirB9+1	NEG_VirB9+1|331	141	0	1	1
NEG_VirB9+1	NEG_VirB9+1|332	151	0	1	1
NEG_VirB9+1	NEG_VirB9+1|333	355	0	0	1
NEG_VirB9+1	NEG_VirB9+1|334	235	4	0	1
NEG_VirB9+1	NEG_VirB9+1|335	235	4	0	1
NEG_VirB9+1	NEG_VirB9+1|336	108	0	0	1
NEG_VirB9+1	NEG_VirB9+1|337	165	0	1	1
NEG_VirB9+1	NEG_VirB9+1|338	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|339	160	0	1	1
NEG_VirB9+1	NEG_VirB9+1|340	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|341	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|342	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|343	301	0	0	1
NEG_VirB9+1	NEG_VirB9+1|344	127	0	0	1
NEG_VirB9+1	NEG_VirB9+1|345	131	0	0	1
NEG_VirB9+1	NEG_VirB9+1|346	132	0	1	1
NEG_VirB9+1	NEG_VirB9+1|347	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|348	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|349	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|350	258	0	1	1
NEG_VirB9+1	NEG_VirB9+1|351	257	0	1	1
NEG_VirB9+1	NEG_VirB9+1|352	257	0	1	1
NEG_VirB9+1	NEG_VirB9+1|353	146	0	1	1
NEG_VirB10+1	NEG_VirB10+1|0	166	2	0	1
NEG_VirB10+1	NEG_VirB10+1|1	147	0	0	1
NEG_VirB10+1	NEG_VirB10+1|2	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|3	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|4	233	0	0	1
NEG_VirB10+1	NEG_VirB10+1|5	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|6	107	0	0	1
NEG_VirB10+1	NEG_VirB10+1|7	65	0	0	1
NEG_VirB10+1	NEG_VirB10+1|8	232	0	0	1
NEG_VirB10+1	NEG_VirB10+1|9	315	0	0	1
NEG_VirB10+1	NEG_VirB10+1|10	81	1	0	1
NEG_VirB10+1	NEG_VirB10+1|11	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|12	233	0	0	1
NEG_VirB10+1	NEG_VirB10+1|13	233	0	0	1
NEG_VirB10+1	NEG_VirB10+1|14	233	0	0	1
NEG_VirB10+1	NEG_VirB10+1|15	233	0	0	1
NEG_VirB10+1	NEG_VirB10+1|16	233	0	0	1
NEG_VirB10+1	NEG_VirB10+1|17	233	0	0	1
NEG_VirB10+1	NEG_VirB10+1|18	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|19	534	10	0	0
NEG_VirB10+1	NEG_VirB10+1|20	134	4	0	0
NEG_VirB10+1	NEG_VirB10+1|21	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|22	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|23	118	0	0	1
NEG_VirB10+1	NEG_VirB10+1|24	123	0	1	1
NEG_VirB10+1	NEG_VirB10+1|25	90	0	0	1
NEG_VirB10+1	NEG_VirB10+1|26	193	3	0	0
NEG_VirB10+1	NEG_VirB10+1|27	107	0	0	1
NEG_VirB10+1	NEG_VirB10+1|28	506	0	0	1
NEG_VirB10+1	NEG_VirB10+1|29	305	0	0	1
NEG_VirB10+1	NEG_VirB10+1|30	355	6	0	1
NEG_VirB10+1	NEG_VirB10+1|31	130	0	0	1
NEG_VirB10+1	NEG_VirB10+1|32	323	0	0	1
NEG_VirB10+1	NEG_VirB10+1|33	208	0	1	1
NEG_VirB10+1	NEG_VirB10+1|34	80	0	0	1
NEG_VirB10+1	NEG_VirB10+1|35	79	0	0	1
NEG_VirB10+1	NEG_VirB10+1|36	74	0	0	1
NEG_VirB10+1	NEG_VirB10+1|37	74	0	0	1
NEG_VirB10+1	NEG_VirB10+1|38	74	0	0	1
NEG_VirB10+1	NEG_VirB10+1|39	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|40	77	0	0	1
NEG_VirB10+1	NEG_VirB10+1|41	76	0	0	1
NEG_VirB10+1	NEG_VirB10+1|42	107	0	0	1
NEG_VirB10+1	NEG_VirB10+1|43	108	0	0	1
NEG_VirB10+1	NEG_VirB10+1|44	109	0	0	1
NEG_VirB10+1	NEG_VirB10+1|45	146	0	0	1
NEG_VirB10+1	NEG_VirB10+1|46	74	0	0	1
NEG_VirB10+1	NEG_VirB10+1|47	194	2	0	1
NEG_VirB10+1	NEG_VirB10+1|48	153	0	0	1
NEG_VirB10+1	NEG_VirB10+1|49	154	0	0	1
NEG_VirB10+1	NEG_VirB10+1|50	154	0	0	1
NEG_VirB10+1	NEG_VirB10+1|51	119	0	0	1
NEG_VirB10+1	NEG_VirB10+1|52	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|53	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|54	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|55	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|56	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|57	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|58	155	0	0	1
NEG_VirB10+1	NEG_VirB10+1|59	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|60	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|61	156	0	0	1
NEG_VirB10+1	NEG_VirB10+1|62	103	0	0	1
NEG_VirB10+1	NEG_VirB10+1|63	474	0	0	1
NEG_VirB10+1	NEG_VirB10+1|64	176	0	0	1
NEG_VirB10+1	NEG_VirB10+1|65	277	0	0	1
NEG_VirB10+1	NEG_VirB10+1|66	254	0	0	1
NEG_VirB10+1	NEG_VirB10+1|67	254	0	0	1
NEG_VirB10+1	NEG_VirB10+1|68	254	0	0	1
NEG_VirB10+1	NEG_VirB10+1|69	448	0	0	1
NEG_VirB10+1	NEG_VirB10+1|70	448	0	0	1
NEG_VirB10+1	NEG_VirB10+1|71	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|72	47	0	0	1
NEG_VirB10+1	NEG_VirB10+1|73	91	0	0	1
NEG_VirB10+1	NEG_VirB10+1|74	111	0	0	1
NEG_VirB10+1	NEG_VirB10+1|75	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|76	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|77	55	0	0	1
NEG_VirB10+1	NEG_VirB10+1|78	237	0	0	1
NEG_VirB10+1	NEG_VirB10+1|79	81	2	0	1
NEG_VirB10+1	NEG_VirB10+1|80	81	2	0	1
NEG_VirB10+1	NEG_VirB10+1|81	55	2	0	1
NEG_VirB10+1	NEG_VirB10+1|82	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|83	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|84	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|85	44	0	0	1
NEG_VirB10+1	NEG_VirB10+1|86	317	0	0	1
NEG_VirB10+1	NEG_VirB10+1|87	313	0	0	1
NEG_VirB10+1	NEG_VirB10+1|88	68	2	0	1
NEG_VirB10+1	NEG_VirB10+1|89	71	2	0	0
NEG_VirB10+1	NEG_VirB10+1|90	248	0	0	1
NEG_VirB10+1	NEG_VirB10+1|91	248	0	0	1
NEG_VirB10+1	NEG_VirB10+1|92	181	0	0	1
NEG_VirB10+1	NEG_VirB10+1|93	164	0	0	1
NEG_VirB10+1	NEG_VirB10+1|94	374	0	0	1
NEG_VirB10+1	NEG_VirB10+1|95	92	0	0	1
NEG_VirB10+1	NEG_VirB10+1|96	58	0	0	1
NEG_VirB10+1	NEG_VirB10+1|97	107	0	0	1
NEG_VirB10+1	NEG_VirB10+1|98	238	0	0	1
NEG_VirB10+1	NEG_VirB10+1|99	419	12	0	1
NEG_VirB10+1	NEG_VirB10+1|100	36	1	0	1
NEG_VirB10+1	NEG_VirB10+1|101	68	0	0	1
NEG_VirB10+1	NEG_VirB10+1|102	66	0	0	1
NEG_VirB10+1	NEG_VirB10+1|103	66	0	0	1
NEG_VirB10+1	NEG_VirB10+1|104	123	0	0	1
NEG_VirB10+1	NEG_VirB10+1|105	578	12	1	1
NEG_VirB10+1	NEG_VirB10+1|106	274	0	0	1
NEG_VirB10+1	NEG_VirB10+1|107	67	0	0	1
NEG_VirB10+1	NEG_VirB10+1|108	238	0	0	1
NEG_VirB10+1	NEG_VirB10+1|109	238	0	0	1
NEG_VirB10+1	NEG_VirB10+1|110	238	0	0	1
NEG_VirB10+1	NEG_VirB10+1|111	479	0	0	1
NEG_VirB10+1	NEG_VirB10+1|112	482	0	0	1
NEG_VirB10+1	NEG_VirB10+1|113	106	0	0	1
NEG_VirB10+1	NEG_VirB10+1|114	106	0	0	1
NEG_VirB10+1	NEG_VirB10+1|115	152	0	0	1
NEG_VirB10+1	NEG_VirB10+1|116	198	2	0	1
NEG_VirB10+1	NEG_VirB10+1|117	149	0	0	1
NEG_VirB10+1	NEG_VirB10+1|118	277	0	0	1
NEG_VirB10+1	NEG_VirB10+1|119	99	0	0	1
NEG_VirB10+1	NEG_VirB10+1|120	99	0	0	1
NEG_VirB10+1	NEG_VirB10+1|121	99	0	0	1
NEG_VirB10+1	NEG_VirB10+1|122	99	0	0	1
NEG_VirB10+1	NEG_VirB10+1|123	115	0	0	1
NEG_VirB10+1	NEG_VirB10+1|124	115	0	0	1
NEG_VirB10+1	NEG_VirB10+1|125	115	0	0	1
NEG_VirB10+1	NEG_VirB10+1|126	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|127	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|128	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|129	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|130	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|131	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|132	98	0	0	1
NEG_VirB10+1	NEG_VirB10+1|133	169	0	0	1
NEG_VirB10+1	NEG_VirB10+1|134	169	0	0	1
NEG_VirB10+1	NEG_VirB10+1|135	114	0	0	1
NEG_VirB10+1	NEG_VirB10+1|136	99	0	0	1
NEG_VirB10+1	NEG_VirB10+1|137	91	0	0	1
NEG_VirB10+1	NEG_VirB10+1|138	215	0	0	1
NEG_VirB10+1	NEG_VirB10+1|139	120	0	0	1
NEG_VirB10+1	NEG_VirB10+1|140	300	0	0	1
NEG_VirB10+1	NEG_VirB10+1|141	300	0	0	1
NEG_VirB10+1	NEG_VirB10+1|142	300	0	0	1
NEG_VirB10+1	NEG_VirB10+1|143	82	0	0	1
NEG_VirB10+1	NEG_VirB10+1|144	296	0	0	1
NEG_VirB10+1	NEG_VirB10+1|145	296	0	0	1
NEG_VirB10+1	NEG_VirB10+1|146	384	2	0	1
NEG_VirB10+1	NEG_VirB10+1|147	84	0	0	1
NEG_VirB10+1	NEG_VirB10+1|148	84	0	0	1
NEG_VirB10+1	NEG_VirB10+1|149	348	0	0	1
NEG_VirB10+1	NEG_VirB10+1|150	331	0	0	1
NEG_VirB10+1	NEG_VirB10+1|151	32	0	0	1
NEG_VirB10+1	NEG_VirB10+1|152	155	0	1	1
NEG_VirB10+1	NEG_VirB10+1|153	70	1	0	1
NEG_VirB10+1	NEG_VirB10+1|154	70	1	0	1
NEG_VirB10+1	NEG_VirB10+1|155	70	1	0	1
NEG_VirB10+1	NEG_VirB10+1|156	235	0	0	1
NEG_VirB10+1	NEG_VirB10+1|157	170	0	0	1
NEG_VirB10+1	NEG_VirB10+1|158	831	2	0	1
NEG_VirB10+1	NEG_VirB10+1|159	192	0	1	1
NEG_VirB10+1	NEG_VirB10+1|160	192	0	1	1
NEG_VirB10+1	NEG_VirB10+1|161	32	0	0	1
NEG_VirB10+1	NEG_VirB10+1|162	378	0	0	1
NEG_VirB10+1	NEG_VirB10+1|163	362	0	0	1
NEG_VirB10+1	NEG_VirB10+1|164	362	0	0	1
NEG_VirB10+1	NEG_VirB10+1|165	720	0	0	1
NEG_VirB10+1	NEG_VirB10+1|166	441	0	0	1
NEG_VirB10+1	NEG_VirB10+1|167	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|168	226	0	1	1
NEG_VirB10+1	NEG_VirB10+1|169	63	0	1	1
NEG_VirB10+1	NEG_VirB10+1|170	63	0	1	1
NEG_VirB10+1	NEG_VirB10+1|171	189	0	1	1
NEG_VirB10+1	NEG_VirB10+1|172	208	0	0	1
NEG_VirB10+1	NEG_VirB10+1|173	128	0	0	1
NEG_VirB10+1	NEG_VirB10+1|174	170	0	1	1
NEG_VirB10+1	NEG_VirB10+1|175	170	0	1	1
NEG_VirB10+1	NEG_VirB10+1|176	321	0	0	1
NEG_VirB10+1	NEG_VirB10+1|177	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|178	261	0	0	1
NEG_VirB10+1	NEG_VirB10+1|179	227	0	0	1
NEG_VirB10+1	NEG_VirB10+1|180	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|181	103	0	0	1
NEG_VirB10+1	NEG_VirB10+1|182	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|183	55	0	0	1
NEG_VirB10+1	NEG_VirB10+1|184	63	0	0	1
NEG_VirB10+1	NEG_VirB10+1|185	38	0	0	1
NEG_VirB10+1	NEG_VirB10+1|186	324	0	0	1
NEG_VirB10+1	NEG_VirB10+1|187	102	1	0	1
NEG_VirB10+1	NEG_VirB10+1|188	238	0	0	1
NEG_VirB10+1	NEG_VirB10+1|189	422	0	0	1
NEG_VirB10+1	NEG_VirB10+1|190	171	0	0	1
NEG_VirB10+1	NEG_VirB10+1|191	81	2	0	1
NEG_VirB10+1	NEG_VirB10+1|192	77	2	0	1
NEG_VirB10+1	NEG_VirB10+1|193	179	0	1	1
NEG_VirB10+1	NEG_VirB10+1|194	216	1	0	1
NEG_VirB10+1	NEG_VirB10+1|195	219	1	0	1
NEG_VirB10+1	NEG_VirB10+1|196	220	1	0	1
NEG_VirB10+1	NEG_VirB10+1|197	149	0	0	1
NEG_VirB10+1	NEG_VirB10+1|198	171	1	1	1
NEG_VirB10+1	NEG_VirB10+1|199	240	0	0	1
NEG_VirB10+1	NEG_VirB10+1|200	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|201	87	0	0	1
NEG_VirB10+1	NEG_VirB10+1|202	88	2	0	1
NEG_VirB10+1	NEG_VirB10+1|203	950	0	0	1
NEG_VirB10+1	NEG_VirB10+1|204	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|205	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|206	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|207	95	0	0	1
NEG_VirB10+1	NEG_VirB10+1|208	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|209	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|210	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|211	410	0	0	1
NEG_VirB10+1	NEG_VirB10+1|212	204	0	1	1
NEG_VirB10+1	NEG_VirB10+1|213	205	0	1	1
NEG_VirB10+1	NEG_VirB10+1|214	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|215	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|216	74	0	0	1
NEG_VirB10+1	NEG_VirB10+1|217	152	0	0	1
NEG_VirB10+1	NEG_VirB10+1|218	113	0	0	1
NEG_VirB10+1	NEG_VirB10+1|219	158	0	0	1
NEG_VirB10+1	NEG_VirB10+1|220	77	0	0	1
NEG_VirB10+1	NEG_VirB10+1|221	129	0	0	1
NEG_VirB10+1	NEG_VirB10+1|222	239	0	0	1
NEG_VirB10+1	NEG_VirB10+1|223	221	0	0	1
NEG_VirB10+1	NEG_VirB10+1|224	222	0	0	1
NEG_VirB10+1	NEG_VirB10+1|225	69	0	0	1
NEG_VirB10+1	NEG_VirB10+1|226	66	0	0	1
NEG_VirB10+1	NEG_VirB10+1|227	66	0	0	1
NEG_VirB10+1	NEG_VirB10+1|228	70	0	0	1
NEG_VirB10+1	NEG_VirB10+1|229	246	0	0	1
NEG_VirB10+1	NEG_VirB10+1|230	246	0	0	1
NEG_VirB10+1	NEG_VirB10+1|231	246	0	0	1
NEG_VirB10+1	NEG_VirB10+1|232	246	0	0	1
NEG_VirB10+1	NEG_VirB10+1|233	83	0	0	1
NEG_VirB10+1	NEG_VirB10+1|234	212	1	0	1
NEG_VirB10+1	NEG_VirB10+1|235	40	0	0	1
NEG_VirB10+1	NEG_VirB10+1|236	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|237	159	0	0	1
NEG_VirB10+1	NEG_VirB10+1|238	76	0	0	1
NEG_VirB10+1	NEG_VirB10+1|239	119	1	0	1
NEG_VirB10+1	NEG_VirB10+1|240	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|241	96	2	0	1
NEG_VirB10+1	NEG_VirB10+1|242	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|243	42	0	0	1
NEG_VirB10+1	NEG_VirB10+1|244	119	0	0	1
NEG_VirB10+1	NEG_VirB10+1|245	413	0	0	1
NEG_VirB10+1	NEG_VirB10+1|246	93	0	0	1
NEG_VirB10+1	NEG_VirB10+1|247	389	0	0	1
NEG_VirB10+1	NEG_VirB10+1|248	238	0	0	1
NEG_VirB10+1	NEG_VirB10+1|249	109	0	1	1
NEG_VirB10+1	NEG_VirB10+1|250	237	0	0	1
NEG_VirB10+1	NEG_VirB10+1|251	237	0	0	1
NEG_VirB10+1	NEG_VirB10+1|252	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|253	57	0	0	1
NEG_VirB10+1	NEG_VirB10+1|254	304	0	0	1
NEG_VirB10+1	NEG_VirB10+1|255	275	0	0	1
NEG_VirB10+1	NEG_VirB10+1|256	43	0	0	1
NEG_VirB10+1	NEG_VirB10+1|257	96	0	0	1
NEG_VirB10+1	NEG_VirB10+1|258	169	0	0	1
NEG_VirB10+1	NEG_VirB10+1|259	678	0	0	1
NEG_VirB10+1	NEG_VirB10+1|260	79	0	0	1
NEG_VirB10+1	NEG_VirB10+1|261	87	1	0	1
NEG_VirB10+1	NEG_VirB10+1|262	53	0	0	1
NEG_VirB10+1	NEG_VirB10+1|263	219	1	0	1
NEG_VirB10+1	NEG_VirB10+1|264	101	0	0	1
NEG_VirB10+1	NEG_VirB10+1|265	150	0	0	1
NEG_VirB10+1	NEG_VirB10+1|266	88	0	0	1
NEG_VirB10+1	NEG_VirB10+1|267	56	0	0	1
NEG_VirB10+1	NEG_VirB10+1|268	289	0	0	1
NEG_VirB10+1	NEG_VirB10+1|269	250	0	0	1
NEG_VirB10+1	NEG_VirB10+1|270	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|271	216	0	0	1
NEG_VirB10+1	NEG_VirB10+1|272	120	0	0	1
NEG_VirB10+1	NEG_VirB10+1|273	39	0	0	1
NEG_VirB10+1	NEG_VirB10+1|274	138	0	0	1
NEG_VirB10+1	NEG_VirB10+1|275	138	0	0	1
NEG_VirB10+1	NEG_VirB10+1|276	138	0	0	1
NEG_VirB10+1	NEG_VirB10+1|277	326	0	0	1
NEG_VirB10+1	NEG_VirB10+1|278	326	0	0	1
NEG_VirB10+1	NEG_VirB10+1|279	326	0	0	1
NEG_VirB10+1	NEG_VirB10+1|280	194	0	0	1
NEG_VirB10+1	NEG_VirB10+1|281	196	0	0	1
NEG_VirB10+1	NEG_VirB10+1|282	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|283	75	0	0	1
NEG_VirB10+1	NEG_VirB10+1|284	74	0	0	1
NEG_VirB10+1	NEG_VirB10+1|285	150	0	0	1
NEG_VirB10+1	NEG_VirB10+1|286	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|287	59	0	0	1
NEG_VirB10+1	NEG_VirB10+1|288	53	1	0	1
NEG_VirB10+1	NEG_VirB10+1|289	190	0	0	1
NEG_VirB10+1	NEG_VirB10+1|290	725	0	0	1
NEG_VirB10+1	NEG_VirB10+1|291	38	0	0	1
NEG_VirB10+1	NEG_VirB10+1|292	77	0	0	1
NEG_VirB10+1	NEG_VirB10+1|293	723	0	0	1
NEG_VirB10+1	NEG_VirB10+1|294	723	0	0	1
NEG_VirB10+1	NEG_VirB10+1|295	217	0	0	1
